vi,vi Room Number,vi Room Name,vi Room Unique ID,vj,vj Room Number,vj Room Name,vj Room Unique ID,Wall Unique ID
2,HP2306,CLASSROOM,a19b267a-8cbf-406d-9dd0-35f3a116abea-002c436b,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,e40b7840-2ad8-4fa4-a5c6-ec934b4a32e4-00cf0127
2,HP2306,CLASSROOM,a19b267a-8cbf-406d-9dd0-35f3a116abea-002c436b,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,e40b7840-2ad8-4fa4-a5c6-ec934b4a32e4-00cf01e1
2,HP2306,CLASSROOM,a19b267a-8cbf-406d-9dd0-35f3a116abea-002c436b,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,740ff4cc-1137-43c8-a718-af14cf276677-0116ec95
2,HP2306,CLASSROOM,a19b267a-8cbf-406d-9dd0-35f3a116abea-002c436b,30,HP2306A,AV CLO.,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac992,740ff4cc-1137-43c8-a718-af14cf276677-0116ecbe
2,HP2306,CLASSROOM,a19b267a-8cbf-406d-9dd0-35f3a116abea-002c436b,37,HP2306B,CLO.,4ccbea87-fb27-408e-a31f-2ba8d10f9e8a-006d0816,3c0dd71f-1cc2-413b-bdcb-bde4b84fa508-0176ac4b
4,HP2102,CLASSROOM,c186d33f-1f56-48f9-9a56-be5a652e9237-00305be2,25,HP-ST-203,STAIR,01dcde21-cacf-4769-a509-88c3cf060c87-004ac94c,d21869fd-cdd6-452e-8a7f-f2a5c5632a5d-01581925
4,HP2102,CLASSROOM,c186d33f-1f56-48f9-9a56-be5a652e9237-00305be2,39,HP-C20A,PUBLIC CORR.,0cfb6f7a-39e0-4c8a-9afd-a6993cdcc558-0089c727,ab8a7460-ec06-4f21-a39a-0adf1cd7baeb-010f93ee
5,HP2202,AUDITORIUM,c186d33f-1f56-48f9-9a56-be5a652e9237-00305be5,20,HP2019,DATA,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0628,89f38047-6600-4bd9-8e99-c57729f9c3b0-00d6c65b
5,HP2202,AUDITORIUM,c186d33f-1f56-48f9-9a56-be5a652e9237-00305be5,20,HP2019,DATA,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0628,bc9957f6-f8e0-4dc5-a312-ec40c34f0168-00e5bfba
5,HP2202,AUDITORIUM,c186d33f-1f56-48f9-9a56-be5a652e9237-00305be5,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,a34c1740-88db-4259-9c1b-07c6e14cfbd1-01693b2a
5,HP2202,AUDITORIUM,c186d33f-1f56-48f9-9a56-be5a652e9237-00305be5,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,a34c1740-88db-4259-9c1b-07c6e14cfbd1-01693b86
5,HP2202,AUDITORIUM,c186d33f-1f56-48f9-9a56-be5a652e9237-00305be5,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,c7db94a8-897c-4895-bcc4-8f79eb3f995d-016a6197
5,HP2202,AUDITORIUM,c186d33f-1f56-48f9-9a56-be5a652e9237-00305be5,26,HP2200B,VESTIBULE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac97d,52f138ae-7e4a-42ce-b85b-e32e15507857-00a4f4c1
5,HP2202,AUDITORIUM,c186d33f-1f56-48f9-9a56-be5a652e9237-00305be5,26,HP2200B,VESTIBULE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac97d,dc555c92-e908-4561-a2f9-eb6e072c2924-00f4cf7d
5,HP2202,AUDITORIUM,c186d33f-1f56-48f9-9a56-be5a652e9237-00305be5,27,HP2200A,VESTIBULE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac986,dc555c92-e908-4561-a2f9-eb6e072c2924-00f4cff8
5,HP2202,AUDITORIUM,c186d33f-1f56-48f9-9a56-be5a652e9237-00305be5,27,HP2200A,VESTIBULE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac986,376f43b0-64f8-4683-ba8d-a50c145e5280-0098a193
5,HP2202,AUDITORIUM,c186d33f-1f56-48f9-9a56-be5a652e9237-00305be5,28,HP2203,CLASSROOM STORAGE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac989,89f38047-6600-4bd9-8e99-c57729f9c3b0-00d6c65b
6,HP2310,CLASSROOM,a28d7aad-0a5d-48a0-8058-eda071dcaf8f-003132e1,8,HP2312,CLASSROOM,a6083ce5-39cd-4e7d-a6ab-a06e6cb67850-0032e526,a4e8c7b5-601e-4ef7-a803-7b2486e5a296-00f3c747
6,HP2310,CLASSROOM,a28d7aad-0a5d-48a0-8058-eda071dcaf8f-003132e1,8,HP2312,CLASSROOM,a6083ce5-39cd-4e7d-a6ab-a06e6cb67850-0032e526,41b1ec91-5591-4404-a14c-3130dbe397f0-00615658
6,HP2310,CLASSROOM,a28d7aad-0a5d-48a0-8058-eda071dcaf8f-003132e1,8,HP2312,CLASSROOM,a6083ce5-39cd-4e7d-a6ab-a06e6cb67850-0032e526,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062cabd
6,HP2310,CLASSROOM,a28d7aad-0a5d-48a0-8058-eda071dcaf8f-003132e1,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,a4e8c7b5-601e-4ef7-a803-7b2486e5a296-00f3c747
6,HP2310,CLASSROOM,a28d7aad-0a5d-48a0-8058-eda071dcaf8f-003132e1,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,29e115ad-119c-4d40-89a7-c4a3e7cfc2ce-006b9806
6,HP2310,CLASSROOM,a28d7aad-0a5d-48a0-8058-eda071dcaf8f-003132e1,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,da8544f4-7141-4fac-8b03-861d0319e953-00d0921f
6,HP2310,CLASSROOM,a28d7aad-0a5d-48a0-8058-eda071dcaf8f-003132e1,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,da8544f4-7141-4fac-8b03-861d0319e953-00d09175
6,HP2310,CLASSROOM,a28d7aad-0a5d-48a0-8058-eda071dcaf8f-003132e1,29,HP2310A,AV CLO.,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac98f,812c9620-ae2b-4132-86e6-11d5ff6a00f6-015e0004
6,HP2310,CLASSROOM,a28d7aad-0a5d-48a0-8058-eda071dcaf8f-003132e1,42,HP2310B,CLO.,e1ca5255-0d85-472b-baeb-df68c8a9f560-00c4613e,646ed50c-cc6e-4d8a-b7f9-35555ffc898e-006bbc3e
7,HP2302,CLASSROOM,2c3aeebf-9efc-49ce-bebf-10c0ab60929a-003143e6,13,HP-ST-202,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e367a,59fc81d5-d308-4a06-a34b-9c4ad412e942-0108303c
7,HP2302,CLASSROOM,2c3aeebf-9efc-49ce-bebf-10c0ab60929a-003143e6,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ca1c
7,HP2302,CLASSROOM,2c3aeebf-9efc-49ce-bebf-10c0ab60929a-003143e6,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,5315a575-aab2-4b2c-a8b7-18a50f9583b0-015ec48a
8,HP2312,CLASSROOM,a6083ce5-39cd-4e7d-a6ab-a06e6cb67850-0032e526,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,a4e8c7b5-601e-4ef7-a803-7b2486e5a296-00f3c747
9,HP2303,RECEIVING/LOADING,9636b62e-8b9e-43fa-a4a9-f3405902d751-003de88b,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ca3d
9,HP2303,RECEIVING/LOADING,9636b62e-8b9e-43fa-a4a9-f3405902d751-003de88b,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062b9f8
9,HP2303,RECEIVING/LOADING,9636b62e-8b9e-43fa-a4a9-f3405902d751-003de88b,33,HP2303B,RECYCLING,646ed50c-cc6e-4d8a-b7f9-35555ffc898e-006bd838,646ed50c-cc6e-4d8a-b7f9-35555ffc898e-006bd7e9
9,HP2303,RECEIVING/LOADING,9636b62e-8b9e-43fa-a4a9-f3405902d751-003de88b,34,HP2303A,WASTE STOR,646ed50c-cc6e-4d8a-b7f9-35555ffc898e-006bd83b,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ca3d
9,HP2303,RECEIVING/LOADING,9636b62e-8b9e-43fa-a4a9-f3405902d751-003de88b,34,HP2303A,WASTE STOR,646ed50c-cc6e-4d8a-b7f9-35555ffc898e-006bd83b,646ed50c-cc6e-4d8a-b7f9-35555ffc898e-006bd7e9
9,HP2303,RECEIVING/LOADING,9636b62e-8b9e-43fa-a4a9-f3405902d751-003de88b,41,HP2303C,LOADING DOCK,99c79835-3be2-4564-b1b3-9905d12d45b2-00b842f0,646ed50c-cc6e-4d8a-b7f9-35555ffc898e-006bd7e9
9,HP2303,RECEIVING/LOADING,9636b62e-8b9e-43fa-a4a9-f3405902d751-003de88b,41,HP2303C,LOADING DOCK,99c79835-3be2-4564-b1b3-9905d12d45b2-00b842f0,997f978f-11d7-4ad4-a288-81baf6c39079-014cabac
10,HP2000,STUDENT SEATING,ea5714f3-e810-429c-be28-aabd4f4838cc-003df21c,11,HP2001C,CAFE STOR,ea5714f3-e810-429c-be28-aabd4f4838cc-003df21f,0ace7698-5a34-4882-baba-32ca4046422e-015f05b0
10,HP2000,STUDENT SEATING,ea5714f3-e810-429c-be28-aabd4f4838cc-003df21c,32,HP2001B,CAFE SERVERY,3918e453-1d0a-42b3-b1a6-8b3b7ac58c59-0055a8aa,0ace7698-5a34-4882-baba-32ca4046422e-015f05b0
11,HP2001C,CAFE STOR,ea5714f3-e810-429c-be28-aabd4f4838cc-003df21f,32,HP2001B,CAFE SERVERY,3918e453-1d0a-42b3-b1a6-8b3b7ac58c59-0055a8aa,0ace7698-5a34-4882-baba-32ca4046422e-015f05b0
11,HP2001C,CAFE STOR,ea5714f3-e810-429c-be28-aabd4f4838cc-003df21f,32,HP2001B,CAFE SERVERY,3918e453-1d0a-42b3-b1a6-8b3b7ac58c59-0055a8aa,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c93c
11,HP2001C,CAFE STOR,ea5714f3-e810-429c-be28-aabd4f4838cc-003df21f,32,HP2001B,CAFE SERVERY,3918e453-1d0a-42b3-b1a6-8b3b7ac58c59-0055a8aa,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c93e
11,HP2001C,CAFE STOR,ea5714f3-e810-429c-be28-aabd4f4838cc-003df21f,39,HP-C20A,PUBLIC CORR.,0cfb6f7a-39e0-4c8a-9afd-a6993cdcc558-0089c727,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c93c
12,HP-ST-201,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e3677,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,5b57df92-abca-4005-84e6-2e7ab6f7ccf9-00710908
12,HP-ST-201,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e3677,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062cabb
12,HP-ST-201,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e3677,37,HP2306B,CLO.,4ccbea87-fb27-408e-a31f-2ba8d10f9e8a-006d0816,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062cabb
13,HP-ST-202,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e367a,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,ed8d7541-1f66-4681-a62a-7bdb57ea606f-006bdd16
13,HP-ST-202,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e367a,34,HP2303A,WASTE STOR,646ed50c-cc6e-4d8a-b7f9-35555ffc898e-006bd83b,ed8d7541-1f66-4681-a62a-7bdb57ea606f-006be3c8
14,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e367d,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062b9ec
14,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e367d,40,HP-EL-1,ELEVATOR,7b34e276-e792-43b8-9e91-6ada6cecacba-00b5b2d7,bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1537
14,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e367d,40,HP-EL-1,ELEVATOR,7b34e276-e792-43b8-9e91-6ada6cecacba-00b5b2d7,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062b9ec
15,HP2002B,VESTIBULE,363b0869-408a-48a6-bd1a-c1220b2aa530-003e368e,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,efd0e946-d324-45ec-a8cf-9ed42af16e4b-00fb82fd
15,HP2002B,VESTIBULE,363b0869-408a-48a6-bd1a-c1220b2aa530-003e368e,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,efd0e946-d324-45ec-a8cf-9ed42af16e4b-00fb7f9c
15,HP2002B,VESTIBULE,363b0869-408a-48a6-bd1a-c1220b2aa530-003e368e,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,efd0e946-d324-45ec-a8cf-9ed42af16e4b-00fb7d73
16,HP2002A,VESTIBULE,363b0869-408a-48a6-bd1a-c1220b2aa530-003e3695,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,5ee4eaf0-da40-4b9f-bb74-e0232b6d7621-007e4c33
16,HP2002A,VESTIBULE,363b0869-408a-48a6-bd1a-c1220b2aa530-003e3695,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,57bc4cef-f8ca-409f-a299-147ea88c0fd6-00fb885b
16,HP2002A,VESTIBULE,363b0869-408a-48a6-bd1a-c1220b2aa530-003e3695,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,2eb42a0c-ecea-47ba-b133-25952ffc656f-00feab3a
16,HP2002A,VESTIBULE,363b0869-408a-48a6-bd1a-c1220b2aa530-003e3695,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ca1b
16,HP2002A,VESTIBULE,363b0869-408a-48a6-bd1a-c1220b2aa530-003e3695,23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,2eb42a0c-ecea-47ba-b133-25952ffc656f-00fea895
17,HP2010,TOILET,bab07930-2aae-4422-aac2-0e7f857c57a5-0049b7c1,18,HP2012A,TOILET,bab07930-2aae-4422-aac2-0e7f857c57a5-0049b7c2,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8c2
17,HP2010,TOILET,bab07930-2aae-4422-aac2-0e7f857c57a5-0049b7c1,39,HP-C20A,PUBLIC CORR.,0cfb6f7a-39e0-4c8a-9afd-a6993cdcc558-0089c727,e72b497a-0387-4da6-a783-a74ab3d4746c-01160f32
17,HP2010,TOILET,bab07930-2aae-4422-aac2-0e7f857c57a5-0049b7c1,39,HP-C20A,PUBLIC CORR.,0cfb6f7a-39e0-4c8a-9afd-a6993cdcc558-0089c727,ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006bf288
17,HP2010,TOILET,bab07930-2aae-4422-aac2-0e7f857c57a5-0049b7c1,39,HP-C20A,PUBLIC CORR.,0cfb6f7a-39e0-4c8a-9afd-a6993cdcc558-0089c727,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8bc
18,HP2012A,TOILET,bab07930-2aae-4422-aac2-0e7f857c57a5-0049b7c2,35,HP2014,TOILET,ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006bf4bc,ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006bf231
18,HP2012A,TOILET,bab07930-2aae-4422-aac2-0e7f857c57a5-0049b7c2,39,HP-C20A,PUBLIC CORR.,0cfb6f7a-39e0-4c8a-9afd-a6993cdcc558-0089c727,ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006bf3fd
18,HP2012A,TOILET,bab07930-2aae-4422-aac2-0e7f857c57a5-0049b7c2,39,HP-C20A,PUBLIC CORR.,0cfb6f7a-39e0-4c8a-9afd-a6993cdcc558-0089c727,ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006bf231
19,HP2017,ELECT,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0625,20,HP2019,DATA,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0628,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ba71
19,HP2017,ELECT,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0625,21,HP2010A,JAN,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0e37,b54c2291-9414-4d70-9100-9b10db36436a-010fe084
19,HP2017,ELECT,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0625,21,HP2010A,JAN,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0e37,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ba71
19,HP2017,ELECT,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0625,21,HP2010A,JAN,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0e37,b73ae6c6-14ee-4470-b243-a0fc80ad5988-00aded75
19,HP2017,ELECT,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0625,44,HP2005,MAINT CLOSET,7c115f3e-3a32-4619-bab5-20cd91fb6b9b-00f52f7d,b54c2291-9414-4d70-9100-9b10db36436a-010fe084
19,HP2017,ELECT,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0625,44,HP2005,MAINT CLOSET,7c115f3e-3a32-4619-bab5-20cd91fb6b9b-00f52f7d,8edae312-eefb-4042-83af-5fef4d13a235-00f52f1b
19,HP2017,ELECT,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0625,44,HP2005,MAINT CLOSET,7c115f3e-3a32-4619-bab5-20cd91fb6b9b-00f52f7d,bc9957f6-f8e0-4dc5-a312-ec40c34f0168-00e5bfb9
20,HP2019,DATA,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0628,21,HP2010A,JAN,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0e37,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ba71
20,HP2019,DATA,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0628,21,HP2010A,JAN,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0e37,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8ba
20,HP2019,DATA,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0628,28,HP2203,CLASSROOM STORAGE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac989,89f38047-6600-4bd9-8e99-c57729f9c3b0-00d6c65b
21,HP2010A,JAN,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0e37,39,HP-C20A,PUBLIC CORR.,0cfb6f7a-39e0-4c8a-9afd-a6993cdcc558-0089c727,6feace36-8474-403c-b101-8f39ae5cb981-00bf14ab
21,HP2010A,JAN,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0e37,44,HP2005,MAINT CLOSET,7c115f3e-3a32-4619-bab5-20cd91fb6b9b-00f52f7d,b54c2291-9414-4d70-9100-9b10db36436a-010fe084
21,HP2010A,JAN,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0e37,44,HP2005,MAINT CLOSET,7c115f3e-3a32-4619-bab5-20cd91fb6b9b-00f52f7d,8236d159-dca7-4303-b64b-ebd61b616a46-00abaf1b
21,HP2010A,JAN,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0e37,44,HP2005,MAINT CLOSET,7c115f3e-3a32-4619-bab5-20cd91fb6b9b-00f52f7d,6feace36-8474-403c-b101-8f39ae5cb981-00bf14ab
22,HP2200C,AV SUPPORT,7d19581c-2f2d-4e87-a876-c93386b5b3b6-0049fecc,26,HP2200B,VESTIBULE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac97d,769d2659-b1be-4b31-b755-666310b06234-00cfcb74
22,HP2200C,AV SUPPORT,7d19581c-2f2d-4e87-a876-c93386b5b3b6-0049fecc,28,HP2203,CLASSROOM STORAGE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac989,de85f43c-a6ad-44cf-a104-ff674e3be26b-010a9f5d
22,HP2200C,AV SUPPORT,7d19581c-2f2d-4e87-a876-c93386b5b3b6-0049fecc,28,HP2203,CLASSROOM STORAGE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac989,8a73b3ec-5eb4-49b3-8763-9e87270d28e5-010a9b56
22,HP2200C,AV SUPPORT,7d19581c-2f2d-4e87-a876-c93386b5b3b6-0049fecc,28,HP2203,CLASSROOM STORAGE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac989,603835e4-19fa-4d1a-ab9f-2d7bed12e4d4-00e6476e
23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,26,HP2200B,VESTIBULE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac97d,603835e4-19fa-4d1a-ab9f-2d7bed12e4d4-00e6476b
23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,27,HP2200A,VESTIBULE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac986,e2b1666c-928c-4f3a-832e-7eda99205d2a-012d09cd
23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,28,HP2203,CLASSROOM STORAGE,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac989,89f38047-6600-4bd9-8e99-c57729f9c3b0-00d6c563
23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,29,HP2310A,AV CLO.,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac98f,4f1a2a47-1d82-46da-8ed4-4126fd40997f-00c4bd67
23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,29,HP2310A,AV CLO.,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac98f,4f1a2a47-1d82-46da-8ed4-4126fd40997f-00c4bd2f
23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,29,HP2310A,AV CLO.,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac98f,29e115ad-119c-4d40-89a7-c4a3e7cfc2ce-006ba000
23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,30,HP2306A,AV CLO.,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac992,b2ed2eea-6133-496d-acb2-21bce192bf9f-0116ea67
23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,30,HP2306A,AV CLO.,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac992,29e115ad-119c-4d40-89a7-c4a3e7cfc2ce-006ba1f7
23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,30,HP2306A,AV CLO.,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac992,b2ed2eea-6133-496d-acb2-21bce192bf9f-0116ea9e
23,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,31,HP2304A,AV CLO.,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac995,4f1a2a47-1d82-46da-8ed4-4126fd40997f-00c4b44c
