vi,vi Room Number,vi Room Name,vi Room Unique ID,vj,vj Room Number,vj Room Name,vj Room Unique ID,Wall Unique ID
2,HP3310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc79,3,HP3312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc7c,bb511760-c82f-4172-b36f-de8e7094d280-005e58e7
2,HP3310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc79,3,HP3312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc7c,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a01e
2,HP3310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc79,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,f9935859-21e4-4bc6-ad51-540c629603e3-006ad31f
2,HP3310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc79,146,HP3310A,AV CLO.,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0beb,f9935859-21e4-4bc6-ad51-540c629603e3-006ad861
2,HP3310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc79,147,HP3312A,AV CLO.,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0d45,f9935859-21e4-4bc6-ad51-540c629603e3-006ad861
2,HP3310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc79,147,HP3312A,AV CLO.,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0d45,bb511760-c82f-4172-b36f-de8e7094d280-005e58e7
3,HP3312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc7c,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,85516cfa-0bfc-4d5f-a5bc-625547d27770-006a1e2e
3,HP3312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc7c,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,c8fce537-9e32-40fb-8520-14f66053441f-00bfcd71
3,HP3312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc7c,147,HP3312A,AV CLO.,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0d45,c8fce537-9e32-40fb-8520-14f66053441f-00bfcc87
3,HP3312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc7c,147,HP3312A,AV CLO.,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0d45,bb511760-c82f-4172-b36f-de8e7094d280-005e58e7
3,HP3312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc7c,154,HP3005,COLLAB,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846956,85516cfa-0bfc-4d5f-a5bc-625547d27770-006a1e2e
4,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,32,HP3153,RESEARCH,30a418a7-bdd0-4972-b5b3-bfc48f78d0c3-003066ec,4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c17152
4,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,33,HP3157,RESEARCH,30a418a7-bdd0-4972-b5b3-bfc48f78d0c3-003066ed,4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c17152
4,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,34,HP3155,RESEARCH,30a418a7-bdd0-4972-b5b3-bfc48f78d0c3-003066ee,4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c17152
4,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,51,HP3151,RESEARCH,19efacc1-ae3b-4e9f-99ca-6fedd68a9eba-0031af06,4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c17152
4,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,97,HP3140L,STAFF OFFICE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba89e,1013e56c-283e-4ecb-a693-7f8ed3d9f999-002a42df
4,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,98,HP3140M,STAFF OFFICE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba8a6,1013e56c-283e-4ecb-a693-7f8ed3d9f999-002a42df
4,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,138,HP3205A,DIAGNOSTIC CLASS LAB STORAGE,159f9a9b-0941-4e5b-a63b-33cce400eb7b-004cdadc,1013e56c-283e-4ecb-a693-7f8ed3d9f999-002a42df
4,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,138,HP3205A,DIAGNOSTIC CLASS LAB STORAGE,159f9a9b-0941-4e5b-a63b-33cce400eb7b-004cdadc,423f51a8-7ff8-480e-ab49-e958fd126346-00a832a2
4,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,152,HP3010C,MEDITATION,080fb163-97a4-4ffb-bc78-8c98df03bef8-006d2059,1013e56c-283e-4ecb-a693-7f8ed3d9f999-002a42df
4,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,153,HP3004,COLLAB,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846953,4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c171ca
4,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,158,HP3014,ELECT,d17140ae-73d7-4137-8f33-31de6e23511e-0087fd3c,423f51a8-7ff8-480e-ab49-e958fd126346-00a8326c
4,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,164,HP3207,DATA,8f8a98cb-64bc-42ae-9d99-d208628062c0-009af99c,b098aa66-adb5-4b53-ba09-9b7287c3570d-00c075b7
4,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,164,HP3207,DATA,8f8a98cb-64bc-42ae-9d99-d208628062c0-009af99c,27fd6a45-8d3e-4283-a871-d04101372426-009ab7bf
5,HP3304,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d5389,6,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be
5,HP3304,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d5389,6,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,775a8367-8cb6-431f-8b71-08852f24c19b-00655e27
5,HP3304,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d5389,6,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,e8a0d70d-7d61-473a-a3e5-6fcce12987e7-011058dc
5,HP3304,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d5389,66,HP3308,SEMINAR,012c3ed6-3448-47e9-8327-346034c8940e-0032fd51,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be
5,HP3304,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d5389,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,67b6f450-f6e5-449a-9ffe-e89d619bbe4e-006ac57f
5,HP3304,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d5389,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,e8a0d70d-7d61-473a-a3e5-6fcce12987e7-011058dc
5,HP3304,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d5389,143,HP3304A,AV CLO.,bb511760-c82f-4172-b36f-de8e7094d280-005e5509,67b6f450-f6e5-449a-9ffe-e89d619bbe4e-006ac57f
5,HP3304,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d5389,167,HP3304B,CL. STO.,4122ef51-054f-4d6e-a3bf-d1b788591c8e-00c362b1,f1a6daf7-5740-403a-b05c-050e65a0a112-010f0079
6,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,66,HP3308,SEMINAR,012c3ed6-3448-47e9-8327-346034c8940e-0032fd51,85516cfa-0bfc-4d5f-a5bc-625547d27770-006a17d2
6,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,66,HP3308,SEMINAR,012c3ed6-3448-47e9-8327-346034c8940e-0032fd51,775a8367-8cb6-431f-8b71-08852f24c19b-00655e4d
6,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,66,HP3308,SEMINAR,012c3ed6-3448-47e9-8327-346034c8940e-0032fd51,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be
6,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,775a8367-8cb6-431f-8b71-08852f24c19b-00655e66
6,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,775a8367-8cb6-431f-8b71-08852f24c19b-00655e4d
6,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,775a8367-8cb6-431f-8b71-08852f24c19b-00655e9b
6,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,e8a0d70d-7d61-473a-a3e5-6fcce12987e7-011058dc
6,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,145,HP3306A,AV CLO.,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0bcc,a7e49c84-f1d3-460c-a5b0-cba4f19a1409-00f8f6d3
6,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,145,HP3306A,AV CLO.,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0bcc,775a8367-8cb6-431f-8b71-08852f24c19b-00655e66
7,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,775a8367-8cb6-431f-8b71-08852f24c19b-00655dd7
7,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4bd8
7,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,1be8bc15-a913-4dba-bb8d-17222428a913-006b01fb
7,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,488487ca-c46a-4b65-bf98-8fcba73658ac-00a370c5
7,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,f8fa0c10-4fbc-495c-a1e6-34a7026d2d44-017934f7
7,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4bd8
7,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,775a8367-8cb6-431f-8b71-08852f24c19b-00655b01
7,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,151,HP3010A,JAN,080fb163-97a4-4ffb-bc78-8c98df03bef8-006d090d,bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a17d5
7,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,156,HP3001,WEST ATRIUM,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846a75,6ac51745-4e2d-439b-94ab-1baf0cb41956-0165c53a
7,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,156,HP3001,WEST ATRIUM,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846a75,1be8bc15-a913-4dba-bb8d-17222428a913-006afcff
7,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,156,HP3001,WEST ATRIUM,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846a75,f8fa0c10-4fbc-495c-a1e6-34a7026d2d44-01793558
7,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,156,HP3001,WEST ATRIUM,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846a75,0a183aa1-55c5-49e1-8e95-5412d163ff62-006b49ec
8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,9,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363
8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,10,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363
8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,f8fa0c10-4fbc-495c-a1e6-34a7026d2d44-0179349c
8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,1be8bc15-a913-4dba-bb8d-17222428a913-006b01bf
8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4bd8
8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,148,HP3208A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a49,53580220-5f96-49f1-a2bf-3c5541811506-008f0a7a
8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,148,HP3208A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a49,838b1d2b-4da7-4b36-8489-328e4a037112-01323a16
8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,148,HP3208A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a49,2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363
8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,149,HP3206A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a4c,6523fcdb-7bd4-4f2d-8f1d-0280e26e6ccd-006b482f
8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,149,HP3206A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a4c,2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363
8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,156,HP3001,WEST ATRIUM,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846a75,775a8367-8cb6-431f-8b71-08852f24c19b-00655b19
8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,156,HP3001,WEST ATRIUM,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846a75,775a8367-8cb6-431f-8b71-08852f24c19b-00655b1a
8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,156,HP3001,WEST ATRIUM,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846a75,6523fcdb-7bd4-4f2d-8f1d-0280e26e6ccd-006b4900
8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,156,HP3001,WEST ATRIUM,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846a75,f8fa0c10-4fbc-495c-a1e6-34a7026d2d44-01793420
9,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,10,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,775a8367-8cb6-431f-8b71-08852f24c19b-00655adc
9,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,10,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,e8a0d70d-7d61-473a-a3e5-6fcce12987e7-01105d05
9,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,10,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363
9,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,148,HP3208A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a49,2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363
9,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,149,HP3206A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a4c,2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363
9,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,155,HP-C30B,PUBLIC CORR.,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-008469ef,e8a0d70d-7d61-473a-a3e5-6fcce12987e7-01105d05
10,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,135,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,b3f1a7ed-8967-4cae-bc4f-e03004ce9f63-0110c25d
10,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,144,HP3001D,TRASH+RE,e71fa5fd-6371-4ad8-81d4-d9872bc9f561-006b02a2,d4800af2-2908-4621-a034-d5dd1fdbcec5-006b2cc5
10,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,148,HP3208A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a49,2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363
10,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,149,HP3206A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a4c,b3f1a7ed-8967-4cae-bc4f-e03004ce9f63-0110c25d
10,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,149,HP3206A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a4c,2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363
10,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,155,HP-C30B,PUBLIC CORR.,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-008469ef,e8a0d70d-7d61-473a-a3e5-6fcce12987e7-01105d05
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,12,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,12,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,13,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,13,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,14,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,14,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,15,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,15,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,83,HP3120K,OFFICE,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,83,HP3120K,OFFICE,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,84,1384,COLLAB,484585ff-557f-4d0c-95e9-ab9d3c1b78e2-003abbd4,a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,86,HP3120M,OFFICE,484585ff-557f-4d0c-95e9-ab9d3c1b78e2-003ac6ee,cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,86,HP3120M,OFFICE,484585ff-557f-4d0c-95e9-ab9d3c1b78e2-003ac6ee,a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,87,HP3120D,OFFICE,a358ad2b-b01b-41a8-be40-5511aede3510-003b1d1a,cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,87,HP3120D,OFFICE,a358ad2b-b01b-41a8-be40-5511aede3510-003b1d1a,a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,87,HP3120D,OFFICE,a358ad2b-b01b-41a8-be40-5511aede3510-003b1d1a,775a8367-8cb6-431f-8b71-08852f24c19b-00655dc1
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,140,HP3100,ADMIN ENTRY,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,140,HP3100,ADMIN ENTRY,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,140,HP3100,ADMIN ENTRY,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,775a8367-8cb6-431f-8b71-08852f24c19b-00655add
