vi,vi Room Number,vi Room Name,vi Room Unique ID,vj,vj Room Number,vj Room Name,vj Room Unique ID,Access
321,HP4140R,OFFICE HP4140R,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68e,326,HP4140M,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,1
321,HP4140R,OFFICE HP4140R,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68e,396,HP-C41F,ADMIN CORR.,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089b131,1
321,HP4140R,OFFICE HP4140R,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68e,316,HP4140X,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d688,1
321,HP4140R,OFFICE HP4140R,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68e,317,HP4140S,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d689,1
321,HP4140R,OFFICE HP4140R,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68e,318,HP4140N,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68a,1
321,HP4140R,OFFICE HP4140R,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68e,319,HP4140P,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68b,1
321,HP4140R,OFFICE HP4140R,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68e,320,HP4140T,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68d,1
321,HP4140R,OFFICE HP4140R,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68e,322,HP4140Q,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,1
322,HP4140Q,OFFICE HP4140Q,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,323,HP4140W,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,1
322,HP4140Q,OFFICE HP4140Q,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,324,HP4140V,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,1
322,HP4140Q,OFFICE HP4140Q,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,325,HP4140U,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,1
322,HP4140Q,OFFICE HP4140Q,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,326,HP4140M,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,1
322,HP4140Q,OFFICE HP4140Q,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,396,HP-C41F,ADMIN CORR.,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089b131,1
322,HP4140Q,OFFICE HP4140Q,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,316,HP4140X,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d688,1
322,HP4140Q,OFFICE HP4140Q,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,317,HP4140S,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d689,1
322,HP4140Q,OFFICE HP4140Q,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,318,HP4140N,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68a,1
322,HP4140Q,OFFICE HP4140Q,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,319,HP4140P,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68b,1
322,HP4140Q,OFFICE HP4140Q,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,320,HP4140T,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68d,1
322,HP4140Q,OFFICE HP4140Q,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,321,HP4140R,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68e,1
323,HP4140W,OFFICE HP4140W,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,326,HP4140M,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,1
323,HP4140W,OFFICE HP4140W,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,324,HP4140V,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,1
323,HP4140W,OFFICE HP4140W,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,325,HP4140U,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,1
323,HP4140W,OFFICE HP4140W,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,396,HP-C41F,ADMIN CORR.,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089b131,1
323,HP4140W,OFFICE HP4140W,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,316,HP4140X,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d688,1
323,HP4140W,OFFICE HP4140W,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,317,HP4140S,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d689,1
323,HP4140W,OFFICE HP4140W,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,318,HP4140N,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68a,1
323,HP4140W,OFFICE HP4140W,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,319,HP4140P,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68b,1
323,HP4140W,OFFICE HP4140W,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,320,HP4140T,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68d,1
323,HP4140W,OFFICE HP4140W,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,321,HP4140R,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68e,1
323,HP4140W,OFFICE HP4140W,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,322,HP4140Q,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,1
324,HP4140V,OFFICE HP4140V,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,323,HP4140W,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,1
324,HP4140V,OFFICE HP4140V,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,326,HP4140M,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,1
324,HP4140V,OFFICE HP4140V,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,325,HP4140U,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,1
324,HP4140V,OFFICE HP4140V,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,396,HP-C41F,ADMIN CORR.,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089b131,1
324,HP4140V,OFFICE HP4140V,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,316,HP4140X,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d688,1
324,HP4140V,OFFICE HP4140V,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,317,HP4140S,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d689,1
324,HP4140V,OFFICE HP4140V,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,318,HP4140N,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68a,1
324,HP4140V,OFFICE HP4140V,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,319,HP4140P,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68b,1
324,HP4140V,OFFICE HP4140V,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,320,HP4140T,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68d,1
324,HP4140V,OFFICE HP4140V,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,321,HP4140R,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68e,1
324,HP4140V,OFFICE HP4140V,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,322,HP4140Q,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,1
325,HP4140U,OFFICE HP4140U,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,323,HP4140W,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,1
325,HP4140U,OFFICE HP4140U,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,324,HP4140V,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,1
325,HP4140U,OFFICE HP4140U,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,326,HP4140M,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,1
325,HP4140U,OFFICE HP4140U,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,396,HP-C41F,ADMIN CORR.,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089b131,1
325,HP4140U,OFFICE HP4140U,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,316,HP4140X,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d688,1
325,HP4140U,OFFICE HP4140U,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,317,HP4140S,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d689,1
325,HP4140U,OFFICE HP4140U,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,318,HP4140N,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68a,1
325,HP4140U,OFFICE HP4140U,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,319,HP4140P,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68b,1
325,HP4140U,OFFICE HP4140U,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,320,HP4140T,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68d,1
325,HP4140U,OFFICE HP4140U,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,321,HP4140R,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68e,1
325,HP4140U,OFFICE HP4140U,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,322,HP4140Q,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,1
488,HP-ST-503,STAIR 03 HP-ST-503,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af1a7,489,HP-C51A,ADMIN COR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,1
250,HP4202,ADL CLASS LAB HP4202,7d138358-9f87-4466-8f01-402102411f74-002c18fb,394,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,1
250,HP4202,ADL CLASS LAB HP4202,7d138358-9f87-4466-8f01-402102411f74-002c18fb,254,HP4210,ADL STORAGE,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624b,1
250,HP4202,ADL CLASS LAB HP4202,7d138358-9f87-4466-8f01-402102411f74-002c18fb,255,HP4204,ANATOMY CLASS LAB,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624c,1
326,HP4140M,OFFICE HP4140M,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,323,HP4140W,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d691,1
326,HP4140M,OFFICE HP4140M,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,324,HP4140V,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d692,1
326,HP4140M,OFFICE HP4140M,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,325,HP4140U,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d693,1
326,HP4140M,OFFICE HP4140M,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,396,HP-C41F,ADMIN CORR.,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089b131,1
326,HP4140M,OFFICE HP4140M,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,316,HP4140X,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d688,1
326,HP4140M,OFFICE HP4140M,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,317,HP4140S,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d689,1
326,HP4140M,OFFICE HP4140M,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,318,HP4140N,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68a,1
326,HP4140M,OFFICE HP4140M,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,319,HP4140P,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68b,1
326,HP4140M,OFFICE HP4140M,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,320,HP4140T,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68d,1
326,HP4140M,OFFICE HP4140M,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,321,HP4140R,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68e,1
326,HP4140M,OFFICE HP4140M,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d6a1,322,HP4140Q,OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d68f,1
548,HP6304,SIM: FLEX HP6304,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d947c,562,HP6306,CONTROL,c82672cd-897e-4bd6-b9f0-6a0f1ffc6248-002ec24d,1
548,HP6304,SIM: FLEX HP6304,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d947c,600,HP-C63A,PATIENT UNIT CORRIDOR,faf824cd-3b0a-40f1-a617-bdfc3f559c86-00550199,1
548,HP6304,SIM: FLEX HP6304,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d947c,567,HP6302,STORAGE,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00331bd5,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,349,HP4110G,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486545,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,342,HP4011,TOILET,0d260a51-9937-4198-9d34-e7c16045e406-00476806,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,351,HP4110J,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486547,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,352,HP4110K,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486548,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,353,HP4110M,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486549,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,354,HP4110N,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654a,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,355,HP4110P,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654b,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,360,HP4110R,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656a,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,350,HP4110H,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486546,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,361,HP4110S,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656e,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,362,HP4110T,CHAIR OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048656f,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,343,HP4110U,CONF(12),0d260a51-9937-4198-9d34-e7c16045e406-0047680f,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,357,HP4110Q,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486551,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,356,HP4110D,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-0048654c,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,364,HP4110E,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486606,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,358,HP4110C,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486554,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,346,HP4110A,CONF(8),0d260a51-9937-4198-9d34-e7c16045e406-00476d8e,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,404,HP4110B,CLO.,f865b1a8-17dc-4c9a-869a-0c4dd4373e0b-00b7ab76,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,386,HP4101,WORKRM/STOR,a05fb23f-c6e1-479f-a1ac-3774cb666868-005b1a97,1
348,HP-C41A,ADMIN CORR. HP-C41A,59e9e32b-1657-4963-9de1-b02ee200fb61-00479bef,373,HP-ST-403,STAIR 03,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af43e,1
626,HP-C60C,CORRIDOR HP-C60C,4f93459d-87bb-438e-8ed8-b827dc809597-016effb2,622,HP6330,MULTIPATIENT SIMULATION,6395fdc8-7d96-46bd-a0bc-28ab67edeec9-00be7941,1
626,HP-C60C,CORRIDOR HP-C60C,4f93459d-87bb-438e-8ed8-b827dc809597-016effb2,534,HP6340,DEBRIEF,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcbc4,1
626,HP-C60C,CORRIDOR HP-C60C,4f93459d-87bb-438e-8ed8-b827dc809597-016effb2,605,HP6344A,STORAGE,33afc0de-f027-4dda-bf80-d356d9ea8ac9-00726c95,1
626,HP-C60C,CORRIDOR HP-C60C,4f93459d-87bb-438e-8ed8-b827dc809597-016effb2,592,HP-ST-601,STAIR 01,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af2a7,1
626,HP-C60C,CORRIDOR HP-C60C,4f93459d-87bb-438e-8ed8-b827dc809597-016effb2,572,HP6329,SUPPLY,6773639c-9b42-4945-ba92-0031657181cc-00423869,1
626,HP-C60C,CORRIDOR HP-C60C,4f93459d-87bb-438e-8ed8-b827dc809597-016effb2,521,HP6344,SIM: MH,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb1a,1
626,HP-C60C,CORRIDOR HP-C60C,4f93459d-87bb-438e-8ed8-b827dc809597-016effb2,611,HP6002,EAST ATRIUM,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089be27,1
174,HP3140E,STAFF OFFICE HP3140E,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba9a4,145,HP3140C,STAFF OFFICE,8af813fe-4ad8-4237-a09d-88f50defaa59-00349df0,1
174,HP3140E,STAFF OFFICE HP3140E,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba9a4,215,HP-C31E,ADMIN CORR.,c03294b1-3427-4409-992c-4d66fdf61132-004cdc1e,1
174,HP3140E,STAFF OFFICE HP3140E,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba9a4,146,HP3140D,STAFF OFFICE,8af813fe-4ad8-4237-a09d-88f50defaa59-00349df2,1
174,HP3140E,STAFF OFFICE HP3140E,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba9a4,91,HP3140F,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ee,1
174,HP3140E,STAFF OFFICE HP3140E,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba9a4,127,HP3140B,STAFF OFFICE,19efacc1-ae3b-4e9f-99ca-6fedd68a9eba-0031affe,1
549,HP6208,DEBRIEF HP6208,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94a0,532,HP6206,DEBRIEF,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcbc0,1
549,HP6208,DEBRIEF HP6208,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94a0,533,HP6204,DEBRIEF,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcbc2,1
549,HP6208,DEBRIEF HP6208,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94a0,623,HP6201,LOCKERS,9a6503e7-5e21-449b-9cfe-c2d8121d7161-00d45b6c,1
549,HP6208,DEBRIEF HP6208,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94a0,539,HP6202A,SUPPLY/EQUIPMENT STORAGE,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92f9,1
549,HP6208,DEBRIEF HP6208,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94a0,540,HP6202,MANIKIN PREP,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92fb,1
549,HP6208,DEBRIEF HP6208,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94a0,537,HP6210,PREBRIEF,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92ed,1
248,HP4310,CLASSROOM HP4310,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1c,394,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,1
248,HP4310,CLASSROOM HP4310,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1c,390,HP4310A,AV CLO.,7d318c75-447d-4ef8-9c1f-27c12d2df25a-006b73cd,1
249,HP4312,CLASSROOM HP4312,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,394,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,1
249,HP4312,CLASSROOM HP4312,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,407,HP4312A,AV CLO,e1ca5255-0d85-472b-baeb-df68c8a9f560-00c46424,1
249,HP4312,CLASSROOM HP4312,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,376,HP4005,PUBLIC (STAIR),8df684a3-eb47-49ac-8d34-df8266b25986-004ce63c,1
69,HP-C20A,PUBLIC CORR. HP-C20A,0cfb6f7a-39e0-4c8a-9afd-a6993cdcc558-0089c727,65,HP2014,TOILET,ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006bf4bc,1
69,HP-C20A,PUBLIC CORR. HP-C20A,0cfb6f7a-39e0-4c8a-9afd-a6993cdcc558-0089c727,55,HP-ST-203,STAIR,01dcde21-cacf-4769-a509-88c3cf060c87-004ac94c,1
69,HP-C20A,PUBLIC CORR. HP-C20A,0cfb6f7a-39e0-4c8a-9afd-a6993cdcc558-0089c727,74,HP2005,MAINT CLOSET,7c115f3e-3a32-4619-bab5-20cd91fb6b9b-00f52f7d,1
69,HP-C20A,PUBLIC CORR. HP-C20A,0cfb6f7a-39e0-4c8a-9afd-a6993cdcc558-0089c727,51,HP2010A,JAN,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0e37,1
494,HP5017,DATA HP5017,a05fb23f-c6e1-479f-a1ac-3774cb666868-005b1c22,433,HP-C50A,PUBLIC CORR,1be918ec-db3a-4534-adaf-065dcd88540e-003bcf03,1
623,HP6201,LOCKERS HP6201,9a6503e7-5e21-449b-9cfe-c2d8121d7161-00d45b6c,532,HP6206,DEBRIEF,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcbc0,1
623,HP6201,LOCKERS HP6201,9a6503e7-5e21-449b-9cfe-c2d8121d7161-00d45b6c,549,HP6208,DEBRIEF,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94a0,1
623,HP6201,LOCKERS HP6201,9a6503e7-5e21-449b-9cfe-c2d8121d7161-00d45b6c,533,HP6204,DEBRIEF,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcbc2,1
623,HP6201,LOCKERS HP6201,9a6503e7-5e21-449b-9cfe-c2d8121d7161-00d45b6c,539,HP6202A,SUPPLY/EQUIPMENT STORAGE,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92f9,1
623,HP6201,LOCKERS HP6201,9a6503e7-5e21-449b-9cfe-c2d8121d7161-00d45b6c,540,HP6202,MANIKIN PREP,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92fb,1
623,HP6201,LOCKERS HP6201,9a6503e7-5e21-449b-9cfe-c2d8121d7161-00d45b6c,537,HP6210,PREBRIEF,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92ed,1
164,HP3110S,OFFICE HP3110S,9184f9ef-56f8-464d-8752-2bc104b17e34-003b73a0,110,HP3110Q,OFFICE,ca3b91b7-bf10-48e0-a639-693902af65e9-00310746,1
164,HP3110S,OFFICE HP3110S,9184f9ef-56f8-464d-8752-2bc104b17e34-003b73a0,96,HP3110M,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5429,1
164,HP3110S,OFFICE HP3110S,9184f9ef-56f8-464d-8752-2bc104b17e34-003b73a0,97,HP3110N,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d542a,1
164,HP3110S,OFFICE HP3110S,9184f9ef-56f8-464d-8752-2bc104b17e34-003b73a0,163,HP3110R,OFFICE,a4a4aed8-5bcf-466e-8a97-51854c0bd956-003b1ed9,1
164,HP3110S,OFFICE HP3110S,9184f9ef-56f8-464d-8752-2bc104b17e34-003b73a0,98,HP3110P,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d542c,1
164,HP3110S,OFFICE HP3110S,9184f9ef-56f8-464d-8752-2bc104b17e34-003b73a0,210,HP-C31A,ADMIN CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af539,1
