vi,vi Room Number,vi Room Name,vi Room Unique ID,vj,vj Room Number,vj Room Name,vj Room Unique ID,Access
57,HP2200A,VESTIBULE HP2200A,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac986,35,HP2202,AUDITORIUM,c186d33f-1f56-48f9-9a56-be5a652e9237-00305be5,1
57,HP2200A,VESTIBULE HP2200A,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac986,53,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,1
157,HP3120K,OFFICE HP3120K,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,237,HP3130D,STORAGE,c010fbf0-6bb3-4aac-a21d-215679389f66-00947d96,1
157,HP3120K,OFFICE HP3120K,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,85,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,1
157,HP3120K,OFFICE HP3120K,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,86,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,1
157,HP3120K,OFFICE HP3120K,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,87,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,1
157,HP3120K,OFFICE HP3120K,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,88,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,1
157,HP3120K,OFFICE HP3120K,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,160,HP3120M,OFFICE,484585ff-557f-4d0c-95e9-ab9d3c1b78e2-003ac6ee,1
157,HP3120K,OFFICE HP3120K,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,89,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,1
157,HP3120K,OFFICE HP3120K,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,161,HP3120D,OFFICE,a358ad2b-b01b-41a8-be40-5511aede3510-003b1d1a,1
157,HP3120K,OFFICE HP3120K,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,214,HP3100,ADMIN ENTRY,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,1
58,HP2203,CLASSROOM STORAGE HP2203,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac989,53,HP2002,EAST ATRIUM,6218d673-ab35-4d65-8f62-38000ea1508b-004ac3ae,1
620,HP6100Y,WAITING / PREFUNCTION HP6100Y,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c86f7,615,HP6100A,DEAN'S EXECUTIVE EDUCATION,092b4ff3-5418-42fa-a49d-bccb1fdd71a2-009c8682,1
59,HP2310A,AV CLO. HP2310A,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac98f,36,HP2310,CLASSROOM,a28d7aad-0a5d-48a0-8058-eda071dcaf8f-003132e1,1
60,HP2306A,AV CLO. HP2306A,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac992,32,HP2306,CLASSROOM,a19b267a-8cbf-406d-9dd0-35f3a116abea-002c436b,1
61,HP2304A,AV CLO. HP2304A,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac995,31,HP2304,CLASSROOM,a19b267a-8cbf-406d-9dd0-35f3a116abea-002c4368,1
61,HP2304A,AV CLO. HP2304A,fb8b809e-bd1b-4568-950a-2a1c0420a3d5-004ac995,73,HP2304B,CL STO.,4f1a2a47-1d82-46da-8ed4-4126fd40997f-00c4b6df,1
482,HP5110E,OFFICE HP5110E,8761029a-7949-451f-bead-5894f98e32b0-00486c40,476,HP5110C,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486bfa,1
482,HP5110E,OFFICE HP5110E,8761029a-7949-451f-bead-5894f98e32b0-00486c40,474,HP5110D,OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486bf4,1
482,HP5110E,OFFICE HP5110E,8761029a-7949-451f-bead-5894f98e32b0-00486c40,489,HP-C51A,ADMIN COR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,1
265,HP4140C,STAFF OFFICE HP4140C,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b9,246,HP4140E,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a0,1
265,HP4140C,STAFF OFFICE HP4140C,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b9,251,HP4140D,STAFF OFFICE,8a8fbecc-27a0-454f-b487-b9ad6dd89786-002cc8c2,1
265,HP4140C,STAFF OFFICE HP4140C,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b9,379,HP-C41E,ADMIN CORR.,8df684a3-eb47-49ac-8d34-df8266b25986-004ce716,1
22,HP0014,MAINTENANCE SHOP HP0014,c8c59508-fbc4-421f-8f17-658645ecbfc6-00a8c8d2,6,HP0010,MECHANICAL,cdfbc36f-396e-4ecc-980b-ac13b08f3161-004a2d95,1
219,HP3306A,AV CLO. HP3306A,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0bcc,80,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,1
414,HP5209,MAKERSPACE MEDIA LAB HP5209,02e8bcb1-d354-4633-936e-deb3c8a27a36-002bfcca,412,HP5205,FOUNDATION SKILLS,6acf317e-b7cb-4225-a9ba-636eea3772fe-002be051,1
414,HP5209,MAKERSPACE MEDIA LAB HP5209,02e8bcb1-d354-4633-936e-deb3c8a27a36-002bfcca,515,HP5020,EQUIP.,86b73b17-7390-4f21-a8ed-1c1247bdfcc6-00b88c1a,1
414,HP5209,MAKERSPACE MEDIA LAB HP5209,02e8bcb1-d354-4633-936e-deb3c8a27a36-002bfcca,511,HP-C50B,PUBLIC CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,1
238,HP3207,DATA HP3207,8f8a98cb-64bc-42ae-9d99-d208628062c0-009af99c,229,HP-C30B,PUBLIC CORR.,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-008469ef,1
220,HP3310A,AV CLO. HP3310A,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0beb,76,HP3310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc79,1
220,HP3310A,AV CLO. HP3310A,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0beb,221,HP3312A,AV CLO.,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0d45,1
175,HP3120S,OFFICE HP3120S,66012009-ce1e-488e-95c7-106a3df10f70-003bac5a,196,HP3120U,OFFICE,982b0bb1-46e5-4274-9a86-28aa970acb89-00467b14,1
175,HP3120S,OFFICE HP3120S,66012009-ce1e-488e-95c7-106a3df10f70-003bac5a,104,HP3120Y,OFFICE,68c653fb-30e1-494c-bec5-0fa0e8d41836-002e1f52,1
175,HP3120S,OFFICE HP3120S,66012009-ce1e-488e-95c7-106a3df10f70-003bac5a,150,HP3120P,CHAIR OFFICE,fa7b4a67-9991-4750-8563-132eb7ac0cc5-003609f4,1
175,HP3120S,OFFICE HP3120S,66012009-ce1e-488e-95c7-106a3df10f70-003bac5a,233,HP-C31B,ADMIN CORR.,6769fb4e-8f5e-43fe-8c59-0352e7262f5c-00898fc5,1
175,HP3120S,OFFICE HP3120S,66012009-ce1e-488e-95c7-106a3df10f70-003bac5a,75,HP3120W,OFFICE,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,1
175,HP3120S,OFFICE HP3120S,66012009-ce1e-488e-95c7-106a3df10f70-003bac5a,109,HP3120V,OFFICE,ca3b91b7-bf10-48e0-a639-693902af65e9-00310222,1
175,HP3120S,OFFICE HP3120S,66012009-ce1e-488e-95c7-106a3df10f70-003bac5a,162,HP3120R,OFFICE,884db1d5-5f47-48ab-9ebd-e94c513092d2-003ad87c,1
175,HP3120S,OFFICE HP3120S,66012009-ce1e-488e-95c7-106a3df10f70-003bac5a,126,HP3120Q,OFFICE,19efacc1-ae3b-4e9f-99ca-6fedd68a9eba-0031aff6,1
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,442,HP-ST-502,STAIR 02,363b0869-408a-48a6-bd1a-c1220b2aa530-003e2a37,1
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,412,HP5205,FOUNDATION SKILLS,6acf317e-b7cb-4225-a9ba-636eea3772fe-002be051,1
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,416,HP5202,FOUNDATION SKILLS,a1fa4f9a-2c19-45b2-9804-0db8c403c3eb-002d813a,1
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,516,HP5005,COLLAB,4f3ff57c-08dc-4a37-9347-9ef8d0602b44-00b8948b,1
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,420,HP5304,SEMINAR,a1fa4f9a-2c19-45b2-9804-0db8c403c3eb-002d8228,1
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,440,HP-ST-501,STAIR 01,363b0869-408a-48a6-bd1a-c1220b2aa530-003e2a2e,1
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,514,HP-EL-1,ELEVATOR,5c1cfe9a-7356-4ee9-a7ec-333e5b2d8bf0-00b869eb,1
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,413,HP5312,HEALTH ASSESSMENT,6acf317e-b7cb-4225-a9ba-636eea3772fe-002be0dc,1
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,417,HP5306,HEALTH ASSESSMENT,a1fa4f9a-2c19-45b2-9804-0db8c403c3eb-002d81bc,1
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,441,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e2a31,1
509,HP5002,EAST ATRIUM HP5002,df48f3eb-9846-4bae-a20f-b098c9e0b842-0089b68d,421,HP5302,CLASSROOM,a1fa4f9a-2c19-45b2-9804-0db8c403c3eb-002d822f,1
576,HP6310,BREAK /OFFICE HP6310,9c366077-349c-4b85-95f7-9501b769eaa4-0043c40f,541,HP6308,MED,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9333,1
576,HP6310,BREAK /OFFICE HP6310,9c366077-349c-4b85-95f7-9501b769eaa4-0043c40f,579,HP-C63B,PATIENT UNIT CORRIDOR,d08dea9a-c945-4f25-ba65-da521d60c1ba-00469304,1
578,HP6369,SP STORAGE HP6369,3cd687a1-e134-47f3-89b8-4a07257f0e1c-00468dd7,577,HP-C63D,EXAM SUITE CORRIDOR,9c366077-349c-4b85-95f7-9501b769eaa4-0043c99b,1
578,HP6369,SP STORAGE HP6369,3cd687a1-e134-47f3-89b8-4a07257f0e1c-00468dd7,614,HP6365,SP DRESSING,21827dcf-85c2-4076-8eba-22439aeca401-0094c417,1
3,HP1012,TOILET HP1012,99689c1e-05db-4dbb-9c92-e72a39ad8cd4-004a1e68,13,HP1012A,SHOWER,5f3a2586-1d2a-4161-9c22-89dcdffbc356-004af9e4,1
3,HP1012,TOILET HP1012,99689c1e-05db-4dbb-9c92-e72a39ad8cd4-004a1e68,18,HP-C10A,CORRIDOR,1e4239ea-71ba-4d38-bb37-8676d53ceac4-0069b44a,1
4,HP1013,TOILET HP1013,99689c1e-05db-4dbb-9c92-e72a39ad8cd4-004a1e69,18,HP-C10A,CORRIDOR,1e4239ea-71ba-4d38-bb37-8676d53ceac4-0069b44a,1
4,HP1013,TOILET HP1013,99689c1e-05db-4dbb-9c92-e72a39ad8cd4-004a1e69,5,HP1013A,SHOWER,99689c1e-05db-4dbb-9c92-e72a39ad8cd4-004a23ef,1
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,294,HP4120A,WORKROOM / STORAGE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b41e0,1
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,313,HP4120U,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044cd21,1
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,359,HP4120P,CHAIR OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486563,1
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,305,HP4120W,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca89,1
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,306,HP4120X,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca8d,1
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,307,HP4120Z,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca8e,1
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,308,HP4120V,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca8f,1
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,269,HP4120AA,CONF(24),7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3f30,1
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,309,HP4120Q,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca91,1
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,286,HP4120N,CONF(8),7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b3fb5,1
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,311,HP4120R,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca99,1
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,290,HP4120Y,HUDDLE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b407b,1
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,312,HP4120S,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca9c,1
399,HP-C41B,ADMIN CORR. HP-C41B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b8bf,333,HP4120T,STAFF OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044dde9,1
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,443,HP5120Y,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044cae6,1
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,432,HP5120A,WORKROOM / STORAGE,9184f9ef-56f8-464d-8752-2bc104b17e34-003b6f28,1
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,477,HP5120Q,CHAIR OFFICE,8761029a-7949-451f-bead-5894f98e32b0-00486c09,1
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,444,HP5120AA,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044caea,1
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,445,HP5120CC,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044caeb,1
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,446,HP5120W,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044caec,1
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,447,HP5120R,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044caee,1
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,435,HP5120Z,STAFF OFFICE,6ff27a87-62af-40f8-a24b-83e797282507-003ddfef,1
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,436,HP5120X,STAFF OFFICE,6ff27a87-62af-40f8-a24b-83e797282507-003de032,1
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,429,HP5120BB,HUDDLE,9184f9ef-56f8-464d-8752-2bc104b17e34-003b6e14,1
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,449,HP5120S,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044caf6,1
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,450,HP5120T,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044caf9,1
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,457,HP5120V,STAFF OFFICE,5bf14f86-8e94-4f94-a5a8-ff8cf01c321e-0044df10,1
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,451,HP5120U,OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044cd1a,1
510,HP-C51B,ADMIN CORR. HP-C51B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b90c,425,HP5120P,CONF(8),9184f9ef-56f8-464d-8752-2bc104b17e34-003b6d9c,1
605,HP6344A,STORAGE HP6344A,33afc0de-f027-4dda-bf80-d356d9ea8ac9-00726c95,521,HP6344,SIM: MH,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb1a,1
605,HP6344A,STORAGE HP6344A,33afc0de-f027-4dda-bf80-d356d9ea8ac9-00726c95,626,HP-C60C,CORRIDOR,4f93459d-87bb-438e-8ed8-b827dc809597-016effb2,1
605,HP6344A,STORAGE HP6344A,33afc0de-f027-4dda-bf80-d356d9ea8ac9-00726c95,534,HP6340,DEBRIEF,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcbc4,1
605,HP6344A,STORAGE HP6344A,33afc0de-f027-4dda-bf80-d356d9ea8ac9-00726c95,602,HP6342,CONTROL,b5f9e4e1-0446-4f7b-90b2-e755a6b823aa-00718920,1
605,HP6344A,STORAGE HP6344A,33afc0de-f027-4dda-bf80-d356d9ea8ac9-00726c95,611,HP6002,EAST ATRIUM,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089be27,1
511,HP-C50B,PUBLIC CORR. HP-C50B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,412,HP5205,FOUNDATION SKILLS,6acf317e-b7cb-4225-a9ba-636eea3772fe-002be051,1
511,HP-C50B,PUBLIC CORR. HP-C50B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,414,HP5209,MAKERSPACE MEDIA LAB,02e8bcb1-d354-4633-936e-deb3c8a27a36-002bfcca,1
511,HP-C50B,PUBLIC CORR. HP-C50B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,418,HP5206,MAKER SPACE STORAGE,a1fa4f9a-2c19-45b2-9804-0db8c403c3eb-002d8224,1
511,HP-C50B,PUBLIC CORR. HP-C50B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,520,HP5207,EQUIP.,3da8a856-0d02-4128-9e6a-2bf658a48bf6-014f4f36,1
511,HP-C50B,PUBLIC CORR. HP-C50B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,512,HP5233,WEST ATRIUM,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e8,1
511,HP-C50B,PUBLIC CORR. HP-C50B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,515,HP5020,EQUIP.,86b73b17-7390-4f21-a8ed-1c1247bdfcc6-00b88c1a,1
511,HP-C50B,PUBLIC CORR. HP-C50B,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,508,HP5019,ELECT,dcd15c5b-e942-469f-bbaa-8b1e33974049-00880976,1
131,HP3120N,CONF(8) HP3120N,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c432,233,HP-C31B,ADMIN CORR.,6769fb4e-8f5e-43fe-8c59-0352e7262f5c-00898fc5,1
512,HP5233,WEST ATRIUM HP5233,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e8,511,HP-C50B,PUBLIC CORR.,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e5,1
512,HP5233,WEST ATRIUM HP5233,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e8,520,HP5207,EQUIP.,3da8a856-0d02-4128-9e6a-2bf658a48bf6-014f4f36,1
512,HP5233,WEST ATRIUM HP5233,51f08de2-ad15-4e7b-8e66-908d05da8f7a-0089b9e8,419,HP5208,SKILLS LAB STORAGE,a1fa4f9a-2c19-45b2-9804-0db8c403c3eb-002d8225,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,102,HP3140DD,OFFICE,68c653fb-30e1-494c-bec5-0fa0e8d41836-002e1f40,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,100,HP3140FF,OFFICE,68c653fb-30e1-494c-bec5-0fa0e8d41836-002e1f3e,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,205,HP3140CC,OFFICE,9afeaf80-f594-4102-b0b7-6d15b121cf9f-00485d02,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,194,HP3140N,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f3910,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,227,HP3004,COLLAB,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846953,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,182,HP3140AA,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38d9,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,183,HP3140Z,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38da,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,184,HP3140Y,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38db,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,185,HP3140T,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38dc,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,186,HP3140P,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38dd,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,187,HP3140Q,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38de,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,176,HP3140HH,OFFICE,1be918ec-db3a-4534-adaf-065dcd88540e-003bd41c,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,188,HP3140U,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38e0,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,189,HP3140S,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38e1,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,190,HP3140R,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38e2,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,242,HP3157A,CLO.,d512ccca-2ba4-468a-9a4a-abae2e250b12-01079e53,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,191,HP3140X,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38e5,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,192,HP3140W,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38e6,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,193,HP3140V,OFFICE,9bd9cfa5-f08b-4698-a9e3-5b7ca03eec69-003f38e7,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,106,HP3153,RESEARCH,30a418a7-bdd0-4972-b5b3-bfc48f78d0c3-003066ec,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,107,HP3157,RESEARCH,30a418a7-bdd0-4972-b5b3-bfc48f78d0c3-003066ed,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,108,HP3155,RESEARCH,30a418a7-bdd0-4972-b5b3-bfc48f78d0c3-003066ee,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,91,HP3140F,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ee,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,125,HP3151,RESEARCH,19efacc1-ae3b-4e9f-99ca-6fedd68a9eba-0031af06,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,234,HP-C31D,ADMIN CORR.,6769fb4e-8f5e-43fe-8c59-0352e7262f5c-008992b6,1
235,HP-C31F,ADMIN CORR. HP-C31F,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,132,HP3140GG,OFFICE,6709ec6e-06b8-4e6b-a4b5-7b897e34d070-0031f237,1
