Index,Room Number,Room Name,Room Unique ID,Polygon Points,Touching Wall Unique IDs,Area,Centroid
6,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,"[(5961.2172984685913, 1536.1332300971558), (5961.2172984685913, 1533.9665634304893), (5959.0506318019252, 1533.9665634304893), (5959.0506318019252, 1536.1332300971558)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655e27', 'e8a0d70d-7d61-473a-a3e5-6fcce12987e7-011058dc', 'a7e49c84-f1d3-460c-a5b0-cba4f19a1409-00f8f6d3', '27f024f6-42ee-4e57-89a9-e1a2e6665bce-00f47d90', '27f024f6-42ee-4e57-89a9-e1a2e6665bce-00f47d90', '27f024f6-42ee-4e57-89a9-e1a2e6665bce-00f47d2f', '775a8367-8cb6-431f-8b71-08852f24c19b-00655e66', '775a8367-8cb6-431f-8b71-08852f24c19b-00655e9b', '775a8367-8cb6-431f-8b71-08852f24c19b-00655e9b', '775a8367-8cb6-431f-8b71-08852f24c19b-00655e9b', '775a8367-8cb6-431f-8b71-08852f24c19b-00655e4d', '85516cfa-0bfc-4d5f-a5bc-625547d27770-006a17d2', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be']",4.6944444440305233,"(5960.1339653101841, 1535.0498968089516)"
6,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,"[(5961.2172984685913, 1561.1332300971558), (5961.2172984685913, 1558.9665634304893), (5959.0506318019252, 1558.9665634304893), (5959.0506318019252, 1561.1332300971558)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655e27', 'e8a0d70d-7d61-473a-a3e5-6fcce12987e7-011058dc', 'a7e49c84-f1d3-460c-a5b0-cba4f19a1409-00f8f6d3', '27f024f6-42ee-4e57-89a9-e1a2e6665bce-00f47d90', '27f024f6-42ee-4e57-89a9-e1a2e6665bce-00f47d90', '27f024f6-42ee-4e57-89a9-e1a2e6665bce-00f47d2f', '775a8367-8cb6-431f-8b71-08852f24c19b-00655e66', '775a8367-8cb6-431f-8b71-08852f24c19b-00655e9b', '775a8367-8cb6-431f-8b71-08852f24c19b-00655e9b', '775a8367-8cb6-431f-8b71-08852f24c19b-00655e9b', '775a8367-8cb6-431f-8b71-08852f24c19b-00655e4d', '85516cfa-0bfc-4d5f-a5bc-625547d27770-006a17d2', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be']",4.6944444458931684,"(5960.1339645218686, 1560.0498966031371)"
7,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,"[(5876.9360484685903, 1561.2582300691461), (5876.9360484685903, 1568.9353134024714), (5874.5089651352737, 1568.9353134024714), (5873.5089651352737, 1568.9353134024714), (5873.5089651352737, 1569.3415634024714), (5874.3058401352737, 1569.3415634024714), (5874.3058401352737, 1575.3415634024714), (5873.3058401352737, 1575.3415634024714), (5873.3058401352737, 1576.112379864486), (5862.1339651352664, 1576.112379864486), (5861.9308401352664, 1576.112379864486), (5861.725715135266, 1576.112379864486), (5860.5526317924241, 1576.112379864486), (5845.8819651352624, 1576.112379864486), (5834.4986569755465, 1576.112379864486), (5834.3215736422126, 1576.112379864486), (5820.6497455186727, 1576.112379864486), (5819.6235484685931, 1576.112379864486), (5819.6235484685931, 1575.3415633744619), (5818.6235484685931, 1575.3415633744619), (5818.6235484685931, 1569.3832131978193), (5819.4204234685931, 1569.3832131978193), (5819.4204234685931, 1568.7790465311527), (5818.4204234685931, 1568.7790465311527), (5815.3318818019243, 1568.7790465311527), (5815.3318818019243, 1561.258230097156), (5817.6235484685913, 1561.258230097156), (5817.6235484685913, 1558.9665634024796), (5817.6235484685913, 1553.1123967498131), (5876.9360484685913, 1553.1123967498158), (5876.9360484685913, 1557.7165634304897), (5874.6443818019243, 1557.7165634304897), (5874.6443818019243, 1558.9665634024796), (5874.6443818019243, 1561.2582300691461)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655b01', '1be8bc15-a913-4dba-bb8d-17222428a913-006b01fb', '1be8bc15-a913-4dba-bb8d-17222428a913-006b01fb', '1be8bc15-a913-4dba-bb8d-17222428a913-006b01fb', 'f8fa0c10-4fbc-495c-a1e6-34a7026d2d44-017934f7', '488487ca-c46a-4b65-bf98-8fcba73658ac-00a370c5', '53580220-5f96-49f1-a2bf-3c5541811506-008f095c', 'a34953bf-639a-45a6-996b-3a8b9efe683c-00a21a9d', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a17d5', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a17d5', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a17d5', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a17d5', 'a34953bf-639a-45a6-996b-3a8b9efe683c-00a21afc', 'a34953bf-639a-45a6-996b-3a8b9efe683c-00a21afc', '53580220-5f96-49f1-a2bf-3c5541811506-008f0ae9', '6ac51745-4e2d-439b-94ab-1baf0cb41956-0165c53a', 'f8fa0c10-4fbc-495c-a1e6-34a7026d2d44-01793558', '1be8bc15-a913-4dba-bb8d-17222428a913-006afcff', '1be8bc15-a913-4dba-bb8d-17222428a913-006afcff', '1be8bc15-a913-4dba-bb8d-17222428a913-006afcff', '0a183aa1-55c5-49e1-8e95-5412d163ff62-006b49ec', '37ae945c-02b4-49b5-b656-afff2a3145af-006b0ac5', '37ae945c-02b4-49b5-b656-afff2a3145af-006b0adc', '37ae945c-02b4-49b5-b656-afff2a3145af-006b0adc', '775a8367-8cb6-431f-8b71-08852f24c19b-00655dd7', '0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4bd8', '0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4c13', '0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4c12', '0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4c12', '0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4c11']",1344.7480613542721,"(5846.4787359677666, 1564.4793196497747)"
8,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,"[(5819.5818818019261, 1542.2582300691461), (5818.5818818019252, 1542.2582300691461), (5818.5818818019252, 1536.2582300691461), (5819.3787568019252, 1536.2582300691461), (5819.3787568019252, 1535.9040634024796), (5818.3787568019252, 1535.9040634024796), (5817.3422984685913, 1535.9040634024796), (5817.3422984685903, 1533.9665634024796), (5817.3422984685903, 1532.9457300971565), (5819.5818818019252, 1532.9457300971565), (5819.5818818019252, 1529.5394800971565), (5846.1339651352582, 1529.5394800971565), (5873.3110484686003, 1529.5394800971562), (5873.3110484686003, 1533.430105097156), (5873.3110484686003, 1536.5915634304895), (5874.3110484686003, 1536.5915634304895), (5874.3110484686003, 1542.9978134304895), (5873.5141734686003, 1542.9978134304895), (5873.5141734686003, 1543.4040634304895), (5874.5141734686003, 1543.4040634304895), (5876.9360484685913, 1543.4040634304895), (5876.9360484685913, 1552.6540634164824), (5817.4464651352582, 1552.6540634164796), (5815.3318818019243, 1552.6540634164796), (5815.3318818019243, 1543.5915634024791), (5819.581881801927, 1543.5915634024791)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655b19', 'f8fa0c10-4fbc-495c-a1e6-34a7026d2d44-01793420', '6523fcdb-7bd4-4f2d-8f1d-0280e26e6ccd-006b4900', '6523fcdb-7bd4-4f2d-8f1d-0280e26e6ccd-006b4900', '6523fcdb-7bd4-4f2d-8f1d-0280e26e6ccd-006b4900', '6da32e13-f900-4bb6-8ddc-87d738b342d8-01471e39', '6da32e13-f900-4bb6-8ddc-87d738b342d8-01471d82', '838b1d2b-4da7-4b36-8489-328e4a037112-01323a16', '53580220-5f96-49f1-a2bf-3c5541811506-008f0a7a', '2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363', '2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363', '6523fcdb-7bd4-4f2d-8f1d-0280e26e6ccd-006b482f', '53580220-5f96-49f1-a2bf-3c5541811506-008f09e3', '838b1d2b-4da7-4b36-8489-328e4a037112-01323159', 'f8fa0c10-4fbc-495c-a1e6-34a7026d2d44-0179349c', '1be8bc15-a913-4dba-bb8d-17222428a913-006b01bf', '1be8bc15-a913-4dba-bb8d-17222428a913-006b01bf', '1be8bc15-a913-4dba-bb8d-17222428a913-006b01bf', '0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4bd8', '775a8367-8cb6-431f-8b71-08852f24c19b-00655dd7', '775a8367-8cb6-431f-8b71-08852f24c19b-00655dd7', '775a8367-8cb6-431f-8b71-08852f24c19b-00655b1a', 'b82bc106-82e0-4351-859a-1f2984243def-012e8e64', 'b82bc106-82e0-4351-859a-1f2984243def-012e8e92']",1333.1603182051331,"(5846.1996981474022, 1541.426287123764)"
9,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,"[(5845.9047984685913, 1502.0082300971562), (5845.9047984685913, 1529.1332300971565), (5819.3787568019252, 1529.1332300971565), (5816.4047984685922, 1529.1332300971565), (5816.4047984685922, 1512.8832300971562), (5817.3839651352573, 1512.8832300971562), (5817.3839651352573, 1510.1332300971565), (5817.3839651352573, 1507.9665634024796), (5817.3839651352573, 1502.0082300971562)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655adc', '2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363', '2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363', '6aede852-635b-4815-be8a-feacc9cf6065-00f760e0', '838b1d2b-4da7-4b36-8489-328e4a037112-01323476', '838b1d2b-4da7-4b36-8489-328e4a037112-013234f4', 'cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6db4e', 'cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6db4e', 'e8a0d70d-7d61-473a-a3e5-6fcce12987e7-01105d05']",789.5390625,"(5831.3471273383857, 1515.6803111917325)"
10,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,"[(5846.3631318019252, 1529.1332300971565), (5846.3631318019252, 1502.0082300971562), (5873.9881318019379, 1502.0082300971562), (5873.9881318019379, 1507.5707300971558), (5873.9881318019388, 1507.6853134304893), (5873.9881318019388, 1510.851980097156), (5876.9256318019388, 1510.851980097156), (5876.9256318019388, 1511.4769801251666), (5876.9256318019388, 1514.9275009304931), (5876.9256318019388, 1529.1332300971562), (5873.5141734686003, 1529.1332300971562)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655adc', 'e8a0d70d-7d61-473a-a3e5-6fcce12987e7-01105d05', 'd4800af2-2908-4621-a034-d5dd1fdbcec5-006b2cc5', 'd4800af2-2908-4621-a034-d5dd1fdbcec5-006b2cc5', '6523fcdb-7bd4-4f2d-8f1d-0280e26e6ccd-006b4760', '6523fcdb-7bd4-4f2d-8f1d-0280e26e6ccd-006b475e', 'b3f1a7ed-8967-4cae-bc4f-e03004ce9f63-0110c25d', 'b3f1a7ed-8967-4cae-bc4f-e03004ce9f63-0110c25d', 'b3f1a7ed-8967-4cae-bc4f-e03004ce9f63-0110c25d', '2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363', '2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363']",803.02929687686265,"(5861.1975385157266, 1515.8664352097476)"
11,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,"[(5787.6027151352619, 1597.1436467241335), (5778.1235484685922, 1597.1436467241335), (5778.1235484685922, 1586.7894800971562), (5778.7172984685913, 1586.7894800971562), (5787.6027151352619, 1586.7894800971562), (5787.6027151352619, 1592.6540635213664), (5787.6027151352619, 1597.0082301880329), (5787.6027151352619, 1597.0978967638246)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655add', 'cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d', '775a8367-8cb6-431f-8b71-08852f24c19b-00655dc1', '775a8367-8cb6-431f-8b71-08852f24c19b-00655dc1', 'a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf', 'a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf', 'a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf', 'a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf']",98.148871153593063,"(5782.8631317625159, 1591.9665633997631)"
12,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,"[(5778.1235484685922, 1564.5446884304929), (5787.6027151352619, 1564.5446884304929), (5787.6027151352619, 1575.039480318012), (5778.1235484685922, 1575.039480318012)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655da0', 'a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf', '775a8367-8cb6-431f-8b71-08852f24c19b-00655da6', 'cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d']",99.481881432235241,"(5782.8631318325233, 1569.7920843824525)"
13,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,"[(5787.6027151352619, 1564.1384384304929), (5778.1235484685922, 1564.1384384304929), (5778.1235484685922, 1561.1332300691461), (5778.7172984685913, 1561.1332300691461), (5778.7172984685913, 1558.9665634024796), (5778.1235484685922, 1558.9665634024796), (5778.1235484685922, 1553.1332303180122), (5787.6027151352619, 1553.1332303180122)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655da0', 'cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d', 'cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d', '775a8367-8cb6-431f-8b71-08852f24c19b-00655da1', 'a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf']",103.03374356776476,"(5782.9186025249055, 1558.6181786721047)"
14,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,"[(5787.6027151352619, 1552.7269803180122), (5778.1235484685922, 1552.7269803180122), (5778.1235484685922, 1543.060313586356), (5787.6027151352619, 1543.060313586356)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655da1', 'cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d', '775a8367-8cb6-431f-8b71-08852f24c19b-00655da5', 'a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf']",91.631945060566068,"(5782.8631318009602, 1547.8936469518596)"
