vi,vj,wall_id
14,57,f69586f3-7c89-4f69-89d7-3b26012c29aa-00341a2a
14,82,b5f9e4e1-0446-4f7b-90b2-e755a6b823aa-00717aae
14,82,f69586f3-7c89-4f69-89d7-3b26012c29aa-00341a2a
14,85,33afc0de-f027-4dda-bf80-d356d9ea8ac9-00725fe1
14,85,b5f9e4e1-0446-4f7b-90b2-e755a6b823aa-00717aae
14,91,33afc0de-f027-4dda-bf80-d356d9ea8ac9-00725fe1
14,106,33afc0de-f027-4dda-bf80-d356d9ea8ac9-00725fe1
15,32,fe67e487-ff21-4a83-8bef-a92f04af7d64-002f50a0
15,36,0f7e39f5-33d0-4430-a0c0-769a1bb0ea56-002f43f7
15,36,fe67e487-ff21-4a83-8bef-a92f04af7d64-002f50a0
15,69,0f7e39f5-33d0-4430-a0c0-769a1bb0ea56-002f443c
15,69,fe67e487-ff21-4a83-8bef-a92f04af7d64-002f50a0
15,93,fe67e487-ff21-4a83-8bef-a92f04af7d64-002f50a0
16,58,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e09f16
16,58,dd24436d-91b4-41be-b02c-2dfa8ebecd25-009279eb
16,94,becbf5fd-63ae-4023-bbaa-ce4f313ddbdf-00905b0d
16,94,becbf5fd-63ae-4023-bbaa-ce4f313ddbdf-00905d9a
17,18,f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fca48
17,18,3fe089f7-5942-4554-bcb7-963e483a3bbf-0042143b
17,18,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92a4
17,19,3fe089f7-5942-4554-bcb7-963e483a3bbf-0042143b
17,19,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77
17,20,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77
17,29,f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fcc55
17,29,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77
17,75,f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fca48
17,75,f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fcc55
17,103,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77
18,19,3fe089f7-5942-4554-bcb7-963e483a3bbf-0042143b
18,30,35269b69-a512-4f25-a6eb-e383c4c40f62-013d2064
18,75,f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fca48
18,75,6aede852-635b-4815-be8a-feacc9cf6065-00f75c9e
18,90,7cf46370-ebf3-417d-88b5-440c677c61cf-00a6308d
18,90,35269b69-a512-4f25-a6eb-e383c4c40f62-013d2064
19,20,9f069b16-7bce-4262-b039-138e1d6c3199-004b4b9c
19,20,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77
19,20,9f069b16-7bce-4262-b039-138e1d6c3199-004b4bff
19,29,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77
19,30,9f069b16-7bce-4262-b039-138e1d6c3199-004b4bff
19,103,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77
20,29,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77
20,30,9f069b16-7bce-4262-b039-138e1d6c3199-004b4bff
20,103,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77
21,56,9b155966-3b27-401d-b3a2-3666ac9f3937-0067bf7b
21,56,6773639c-9b42-4945-ba92-0031657181cc-00422ed5
21,59,6773639c-9b42-4945-ba92-0031657181cc-00422ed5
22,27,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d935c
22,27,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92fc
22,27,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d930e
22,52,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92fc
22,59,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d930e
22,102,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92fc
22,102,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d930e
23,24,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9366
23,24,45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b11
23,24,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be
23,46,45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b0e
23,46,8209657b-d95d-4111-a9f3-b7c1803ac88c-00989c93
23,46,45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b0f
23,59,45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b11
23,59,9a124c40-6322-4365-ab43-fcc9292ffaf3-0043ab0c
23,59,45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b5c
23,72,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be
23,102,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be
24,45,9a124c40-6322-4365-ab43-fcc9292ffaf3-0043ab44
24,45,45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b17
24,59,9a124c40-6322-4365-ab43-fcc9292ffaf3-0043ab21
24,59,45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b11
24,59,45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b13
24,72,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be
24,102,589c01cd-ad6e-470b-8fbb-347e38de90d4-00ae5a45
24,102,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be
25,26,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1c0
25,26,13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bb6
25,26,13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bc2
25,44,13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bb9
25,44,13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bb8
25,59,13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bc0
25,59,8c6955e2-d8ba-4d92-81a4-72f71b7f6d09-00a87e69
25,59,13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bc2
26,43,9a124c40-6322-4365-ab43-fcc9292ffaf3-0043a97a
26,43,9a124c40-6322-4365-ab43-fcc9292ffaf3-0043a97b
26,59,13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bd9
26,59,13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bd8
26,59,13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bc2
27,52,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92fc
27,59,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d930e
27,102,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92fc
27,102,23bc774d-9703-4cfc-91d0-ca2ae2385d36-00722645
27,102,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d930e
28,39,c713b5d1-ec78-4879-bbe2-b1859d409957-007abf94
28,39,fe67e487-ff21-4a83-8bef-a92f04af7d64-002f53b8
28,42,9c366077-349c-4b85-95f7-9501b769eaa4-0043bc1f
28,42,da7d0b64-e2ca-421f-aa79-d152d1c2721a-00bf86f3
28,47,fe67e487-ff21-4a83-8bef-a92f04af7d64-002f53b8
28,47,9c366077-349c-4b85-95f7-9501b769eaa4-0043bc1f
28,47,9c366077-349c-4b85-95f7-9501b769eaa4-0043be18
28,80,9c366077-349c-4b85-95f7-9501b769eaa4-0043bc1f
29,75,f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fcc55
29,91,f90c5727-d53b-49a3-8766-6a57fc3b463b-015cf714
29,91,f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fc691
29,103,19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77
30,90,35269b69-a512-4f25-a6eb-e383c4c40f62-013d2064
30,90,c1f9d1ae-6d66-4882-8f7f-dd9a806e7dcb-0054e915
30,90,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00713322
31,102,6773639c-9b42-4945-ba92-0031657181cc-0042371b
31,102,6773639c-9b42-4945-ba92-0031657181cc-00423813
31,102,6773639c-9b42-4945-ba92-0031657181cc-00423814
31,102,6773639c-9b42-4945-ba92-0031657181cc-004237f8
32,36,ddd88f05-3c4d-424d-a730-b3a7b1f5cfe0-002ee60b
32,36,fe67e487-ff21-4a83-8bef-a92f04af7d64-002f50a0
32,68,a25e501e-f1ab-437a-9216-86747a970cb4-00697d46
32,69,fe67e487-ff21-4a83-8bef-a92f04af7d64-002f50a0
32,93,fe67e487-ff21-4a83-8bef-a92f04af7d64-002f50a0
33,34,a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb
33,35,a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb
33,35,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94ee
33,40,a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb
33,41,a718f009-4012-4cb6-9481-31d74e3e502c-00962eed
33,41,a718f009-4012-4cb6-9481-31d74e3e502c-00962e8e
33,41,7e555230-ff80-42a6-a364-082c52ffbb80-007da4c5
33,41,a718f009-4012-4cb6-9481-31d74e3e502c-00962e55
33,93,a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb
34,35,a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb
34,35,05b4f4a9-df02-41b8-9feb-b3530870c14b-002f3a75
34,40,a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb
34,40,96ba9027-1cab-446c-baf2-733630d98595-0076add2
34,93,a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb
35,40,a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb
35,93,a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb
36,69,fe67e487-ff21-4a83-8bef-a92f04af7d64-002f50a0
36,93,fe67e487-ff21-4a83-8bef-a92f04af7d64-002f50a0
37,93,b7033962-81ae-4c6f-8077-1382ad353b3c-0098c5c2
37,93,b7033962-81ae-4c6f-8077-1382ad353b3c-0098c654
37,100,21958d62-3273-46ac-b7c7-ea989ee8612c-00477d6e
38,64,6f3aee11-4150-43d8-8abd-e97f383a9d10-009c555b
38,64,edc42879-289b-4469-8daf-1596f5f79aa8-013064a9
38,67,29f74255-a5ee-4c5a-ae4c-192ee47fcc4d-015086d1
38,74,6f3aee11-4150-43d8-8abd-e97f383a9d10-009c555b
38,93,6f3aee11-4150-43d8-8abd-e97f383a9d10-009c555b
38,93,2bd317df-d16d-403f-b2a8-bfed5c91708c-003bfaef
39,47,fe67e487-ff21-4a83-8bef-a92f04af7d64-002f53b8
40,68,a25e501e-f1ab-437a-9216-86747a970cb4-00697d48
40,93,a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb
41,93,96ba9027-1cab-446c-baf2-733630d98595-0076ac30
42,47,9c366077-349c-4b85-95f7-9501b769eaa4-0043bc1f
42,80,7cbb3b65-3975-4b7e-9122-8d37a9f4dbdf-00426395
42,80,9c366077-349c-4b85-95f7-9501b769eaa4-0043bc1f
43,59,13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bda
43,59,13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421be8
44,56,13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421be7
44,59,13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bd0
45,59,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d93cc
45,59,6773639c-9b42-4945-ba92-0031657181cc-00423d4e
45,59,9a124c40-6322-4365-ab43-fcc9292ffaf3-0043ab23
45,102,6773639c-9b42-4945-ba92-0031657181cc-00423d4e
46,59,9a124c40-6322-4365-ab43-fcc9292ffaf3-0043ab1b
46,59,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d93cb
47,65,06729569-d560-4721-a8b6-9b9ef2d38f4d-00b084c9
47,65,edc42879-289b-4469-8daf-1596f5f79aa8-013062aa
47,66,06729569-d560-4721-a8b6-9b9ef2d38f4d-00b0826e
47,66,06729569-d560-4721-a8b6-9b9ef2d38f4d-00b084c9
47,80,9c366077-349c-4b85-95f7-9501b769eaa4-0043bc1f
48,91,d71c6234-acc1-4fad-81a9-81ab530a44d2-0032c16c
48,101,d71c6234-acc1-4fad-81a9-81ab530a44d2-0032c16c
48,101,bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1537
49,50,9c366077-349c-4b85-95f7-9501b769eaa4-0043bd14
49,51,997448b1-7eaa-4b73-9b62-1b10b7576ebf-0043cc91
49,51,997448b1-7eaa-4b73-9b62-1b10b7576ebf-0043cc4c
49,59,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fe6
49,74,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fe6
49,81,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94bf
49,81,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fab
49,91,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fe6
51,80,8c3ef553-e21c-4528-aba5-0aa406d15878-013f8455
51,81,8c3ef553-e21c-4528-aba5-0aa406d15878-013f8455
51,83,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fa3
51,84,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fa3
51,84,8c3ef553-e21c-4528-aba5-0aa406d15878-013f8455
52,102,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92fc
52,102,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92fd
52,102,23bc774d-9703-4cfc-91d0-ca2ae2385d36-00722613
52,106,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92fd
52,106,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92ff
53,54,7fd24ba1-9605-4159-b13e-79acd3cd9da3-015b5666
53,57,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0a
53,57,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0b
53,57,7fd24ba1-9605-4159-b13e-79acd3cd9da3-015b5666
54,57,7fd24ba1-9605-4159-b13e-79acd3cd9da3-015b5666
55,57,3cd687a1-e134-47f3-89b8-4a07257f0e1c-00469046
55,57,9b41fb27-e8e0-4e83-b735-d7d1f9c1c64f-00424e99
55,86,3cd687a1-e134-47f3-89b8-4a07257f0e1c-00468fc6
55,86,3b348bc9-33b7-4841-aec1-7bd1769adb83-00328078
56,59,3a5557e2-bf6e-488e-adca-120e05bb0b6a-00addfa6
56,59,6773639c-9b42-4945-ba92-0031657181cc-00422ed5
57,58,498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645a53
57,58,b5f9e4e1-0446-4f7b-90b2-e755a6b823aa-007186de
57,72,4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c17036
57,82,f69586f3-7c89-4f69-89d7-3b26012c29aa-00341a2a
57,86,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a01e
57,91,d24b4b09-7505-475e-bef6-b7ccfc59c950-0149fc1a
57,91,a8551357-f83a-4788-a2f4-b0d258a2a9f9-00c66ead
57,91,c2f4eec5-3408-449e-afd5-917e6802af83-0097b229
57,94,b5f9e4e1-0446-4f7b-90b2-e755a6b823aa-007186de
58,94,b5f9e4e1-0446-4f7b-90b2-e755a6b823aa-007186de
59,74,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fe6
59,79,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031bce4
59,91,4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c17463
59,91,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fe6
59,102,6773639c-9b42-4945-ba92-0031657181cc-00423d4e
59,102,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d930e
60,61,07f62be8-345c-4fd5-b3fc-ddd2d4e5935e-0132f151
60,62,07f62be8-345c-4fd5-b3fc-ddd2d4e5935e-0132f151
61,62,07f62be8-345c-4fd5-b3fc-ddd2d4e5935e-0132f151
63,73,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00713e1a
63,93,1c6cdaca-7a0e-495a-a3a5-0b1cf87c6050-00d11e95
63,93,6f3aee11-4150-43d8-8abd-e97f383a9d10-009c555a
64,67,b1ad8d95-af87-4602-a7d5-3719bef61b59-008fb9f1
64,74,b1ad8d95-af87-4602-a7d5-3719bef61b59-008fb9f1
64,74,6f3aee11-4150-43d8-8abd-e97f383a9d10-009c555b
64,93,6f3aee11-4150-43d8-8abd-e97f383a9d10-009c555b
65,66,06729569-d560-4721-a8b6-9b9ef2d38f4d-00b084c9
65,74,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00713700
65,74,7cf46370-ebf3-417d-88b5-440c677c61cf-00a6387c
65,74,edc42879-289b-4469-8daf-1596f5f79aa8-01306733
66,74,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-007138e6
66,74,7cf46370-ebf3-417d-88b5-440c677c61cf-00a639b1
66,74,9afa5463-f927-4949-85c1-89ae4bc40a4e-00d08f34
66,80,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-007138e6
67,74,b1ad8d95-af87-4602-a7d5-3719bef61b59-008fb9f1
69,93,7e555230-ff80-42a6-a364-082c52ffbb80-007da6fd
69,93,fe67e487-ff21-4a83-8bef-a92f04af7d64-002f50a0
70,71,907063e8-63a2-45f1-b2ae-94a5792d013d-00b1a185
70,74,340d6697-1f5e-4a42-90ed-c9c46db3a82b-00adcd02
70,74,907063e8-63a2-45f1-b2ae-94a5792d013d-00b1a110
70,74,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00713327
70,74,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00713330
70,105,907063e8-63a2-45f1-b2ae-94a5792d013d-00b1a185
71,74,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00713324
71,74,1d4f5c12-c14b-46d5-80c2-0e2e8fa21763-013b5818
71,74,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-0071352e
71,87,1d4f5c12-c14b-46d5-80c2-0e2e8fa21763-013b5818
71,87,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-0071352e
71,88,1d4f5c12-c14b-46d5-80c2-0e2e8fa21763-013b5818
71,105,907063e8-63a2-45f1-b2ae-94a5792d013d-00b1a185
72,102,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be
72,106,33afc0de-f027-4dda-bf80-d356d9ea8ac9-00725fdf
73,93,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00713e19
74,77,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9504
74,80,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-007138e6
74,80,7cf46370-ebf3-417d-88b5-440c677c61cf-00a637d5
74,80,23bc774d-9703-4cfc-91d0-ca2ae2385d36-007222dc
74,83,23bc774d-9703-4cfc-91d0-ca2ae2385d36-007222dc
74,84,23bc774d-9703-4cfc-91d0-ca2ae2385d36-007222dc
74,87,1d4f5c12-c14b-46d5-80c2-0e2e8fa21763-013b5818
74,87,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-0071352e
74,88,1d4f5c12-c14b-46d5-80c2-0e2e8fa21763-013b5818
74,88,e72b497a-0387-4da6-a783-a74ab3d4746c-011619fd
74,90,44811af8-ae7d-46cb-9596-0b5800bba696-015b637c
74,91,6705ee8c-facf-410d-b7b9-fbbe4ac49775-00421fe6
74,93,6f3aee11-4150-43d8-8abd-e97f383a9d10-009c555b
74,93,7cf46370-ebf3-417d-88b5-440c677c61cf-00a637f9
