Index,Room Number,Room Name,Room Unique ID,Polygon Points,Touching Wall Unique IDs,Area,Centroid
1,HP5205,FOUNDATION SKILLS,6acf317e-b7cb-4225-a9ba-636eea3772fe-002be051,"[(5880.5714651352582, 1431.9665634188102), (5878.5506318019252, 1431.9665634188102), (5878.5506318019252, 1433.3311467638232), (5875.5037568019234, 1433.3311467638232), (5874.3006318019234, 1433.3311467638232), (5874.3006318019234, 1433.7373967638232), (5875.3006318019234, 1433.7373967638232), (5875.3006318019234, 1438.4769805388667), (5875.3006318019234, 1440.2373967638232), (5874.3006318019234, 1440.2373967638232), (5874.3006318019234, 1440.8415634304897), (5875.5037568019234, 1440.8415634304897), (5876.9360484685922, 1440.8415634304897), (5876.9360484685922, 1448.8311467638232), (5874.2693818019252, 1448.8311467638232), (5874.2693818019252, 1462.8518419252571), (5876.9360484685922, 1462.8518419252571), (5876.9360484685922, 1470.8519714374916), (5875.5037568019234, 1470.8519714374916), (5874.4777151352564, 1470.8519714374916), (5874.4777151352564, 1471.4561381041581), (5875.3006318019234, 1471.4561381041581), (5875.3006318019234, 1477.9561381041585), (5874.3006318019252, 1477.9561381041585), (5874.3006318019252, 1478.3623881041585), (5875.5037568019234, 1478.3623881041585), (5876.9464651352646, 1478.3623881041585), (5876.9464651352646, 1490.1436467638227), (5876.890298468591, 1490.1436467638227), (5837.2380653607324, 1490.143646763823), (5837.2380653607324, 1484.1332300854765), (5837.2380653607324, 1481.96656341881), (5837.2380653607324, 1460.9561467241329), (5837.2380653607324, 1459.1332300574663), (5837.2380653607324, 1456.7894800574663), (5837.2380653607324, 1449.5238550971562), (5837.2380653607324, 1434.1332300854767), (5837.9776486940655, 1434.1332300854767), (5837.9776486940655, 1431.96656341881), (5837.9776486940655, 1420.5498969026555), (5842.1339650794798, 1420.5498969026555), (5842.1339650794798, 1421.2061469026555), (5847.1339651352637, 1421.2061469026555), (5847.1339651352637, 1420.5498969026553), (5852.1339650794798, 1420.5498969026553), (5852.1339650794798, 1421.2061469026555), (5857.1339651352637, 1421.2061469026555), (5857.1339651352637, 1420.5498969026553), (5862.1339650794798, 1420.5498969026553), (5862.1339650794798, 1421.2061469026555), (5867.1339651352637, 1421.2061469026555), (5867.1339651352637, 1420.5498969026553), (5872.1339650794798, 1420.5498969026553), (5872.1339650794798, 1421.2061469026555), (5877.1339651352637, 1421.2061469026555), (5877.1339651352637, 1420.5498969026553), (5881.3006318019252, 1420.5498969026553), (5881.3006318019252, 1421.2269802359888), (5880.5714651352582, 1421.2269802359888)]","['86fab957-a5da-4c31-998a-3e9570e1f824-00869b34', '86fab957-a5da-4c31-998a-3e9570e1f824-00869b34', '86fab957-a5da-4c31-998a-3e9570e1f824-00869b34', '968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb6b7', '968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb6b7', '86fab957-a5da-4c31-998a-3e9570e1f824-00869b1d', '86fab957-a5da-4c31-998a-3e9570e1f824-00869b1d', '86fab957-a5da-4c31-998a-3e9570e1f824-00869b1d', '86fab957-a5da-4c31-998a-3e9570e1f824-00869acd', '86fab957-a5da-4c31-998a-3e9570e1f824-00869ab0', '4792fa74-c7a3-4d19-b0ac-7f7b3983c8ff-00bc59cc', '86fab957-a5da-4c31-998a-3e9570e1f824-00869aaf', 'b07b4cef-2dc1-4d0d-a6c7-d230994314cc-00b89982', '86fab957-a5da-4c31-998a-3e9570e1f824-00869aa3', '86fab957-a5da-4c31-998a-3e9570e1f824-00869aa3', '86fab957-a5da-4c31-998a-3e9570e1f824-00869aa3', '968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb64a', '86fab957-a5da-4c31-998a-3e9570e1f824-00869ac8', '86fab957-a5da-4c31-998a-3e9570e1f824-00869ac8', '86fab957-a5da-4c31-998a-3e9570e1f824-00869ac8', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b5', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6', '0e761f51-42aa-4de6-ac42-ca0b3edd4be9-01303a7c', '0e761f51-42aa-4de6-ac42-ca0b3edd4be9-01303a7c', '4919242b-a5c9-4fb2-b12f-261c478b6212-008f2639', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b8', '4919242b-a5c9-4fb2-b12f-261c478b6212-008f2639', '80f94602-523c-43e4-9a44-b287cb881106-008d4d6e', '4919242b-a5c9-4fb2-b12f-261c478b6212-008f2639', '3fcf63d8-b34b-449e-af93-d0b8ca5d1cf5-00841a75', '4919242b-a5c9-4fb2-b12f-261c478b6212-008f2639', '3fcf63d8-b34b-449e-af93-d0b8ca5d1cf5-00841b50', '4919242b-a5c9-4fb2-b12f-261c478b6212-008f2639', 'c390bb83-1954-440e-a826-1d4db3131626-0086e677', '8ea27553-80fe-4149-88ab-354ab3e69ddd-01153c56']",2720.0168136237189,"(5857.0604085186314, 1455.138269345849)"
2,HP5312,HEALTH ASSESSMENT,6acf317e-b7cb-4225-a9ba-636eea3772fe-002be0dc,"[(5923.3194651352887, 1485.6332300854763), (5921.4933401352828, 1485.6332300854763), (5921.4933401352828, 1473.3309313130646), (5922.9360484686158, 1473.3309313130646), (5924.1443818019243, 1473.3309313130646), (5924.1443818019243, 1472.9246813130646), (5923.1391734686158, 1472.9246813130646), (5923.1391734686158, 1466.9246813130646), (5924.1443818019243, 1466.9246813130646), (5924.1443818019243, 1466.3205146463981), (5922.9360484686158, 1466.3205146463981), (5921.4933401352828, 1466.3205146463981), (5921.4933401352828, 1458.3207300854779), (5924.316256801937, 1458.3207300854779), (5924.316256801937, 1446.4769805388664), (5921.4933401352828, 1446.4769805388664), (5921.4933401352828, 1438.4769805388664), (5925.0506318019252, 1438.4769805388664), (5925.0506318019252, 1437.8728138721999), (5921.2902151352828, 1437.8728138721999), (5921.2902151352828, 1438.0707305388664), (5913.5714651352582, 1438.0707305388664), (5913.5714651352582, 1438.0249805388664), (5913.5714651352582, 1434.1332300574659), (5915.2172984685913, 1434.1332300574659), (5915.2172984685913, 1431.9665633907994), (5913.5714651352582, 1431.9665633907994), (5913.5714651352582, 1431.2790634304895), (5913.5714651352582, 1430.4717972632848), (5913.5714651352582, 1429.8623967638232), (5912.9672984685913, 1429.8623967638232), (5912.9672984685913, 1420.5498969026555), (5962.1339652475872, 1420.5498969026553), (5962.1339652475872, 1486.0863550971558), (5961.5297985809202, 1486.0863550971558), (5961.5297985809202, 1485.6332300854763), (5958.7693819142532, 1485.6332300854763), (5928.4152151352582, 1485.6332300854763), (5928.1964651352582, 1485.6332300854763), (5928.1912313024632, 1485.6332300854763), (5924.3234651352896, 1485.6332300854763)]","['498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce8', '7d3ab8da-74de-4923-9662-45539ae23677-00898070', '7d3ab8da-74de-4923-9662-45539ae23677-00898070', '7d3ab8da-74de-4923-9662-45539ae23677-00898070', '968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb3e7', '7d3ab8da-74de-4923-9662-45539ae23677-00898059', '7d3ab8da-74de-4923-9662-45539ae23677-00898059', '7d3ab8da-74de-4923-9662-45539ae23677-00898059', '7d3ab8da-74de-4923-9662-45539ae23677-00898071', '5f3b042a-8b90-4d71-849b-1e2bc61a39d1-00b49747', '5f3b042a-8b90-4d71-849b-1e2bc61a39d1-00b4974a', '5f3b042a-8b90-4d71-849b-1e2bc61a39d1-00b49748', '7333f7f5-ac0a-4037-acfa-ca9607b5a2d8-00c166b8', '7d3ab8da-74de-4923-9662-45539ae23677-00898072', '7d3ab8da-74de-4923-9662-45539ae23677-00898072', '968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb505', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', 'a8a48500-4e4a-41b3-b5ea-c144fd22a478-01332ac6', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e09efe', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e09f16', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a01e', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c16c60', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c16c60', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7']",2737.9823181629181,"(5940.8964654702741, 1451.8019675634541)"
2,HP5312,HEALTH ASSESSMENT,6acf317e-b7cb-4225-a9ba-636eea3772fe-002be0dc,"[(5961.2172984685913, 1434.1332300574659), (5961.2172984685913, 1431.9665633907994), (5959.0506318019252, 1431.9665633907994), (5959.0506318019252, 1434.1332300574659)]","['498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce8', '7d3ab8da-74de-4923-9662-45539ae23677-00898070', '7d3ab8da-74de-4923-9662-45539ae23677-00898070', '7d3ab8da-74de-4923-9662-45539ae23677-00898070', '968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb3e7', '7d3ab8da-74de-4923-9662-45539ae23677-00898059', '7d3ab8da-74de-4923-9662-45539ae23677-00898059', '7d3ab8da-74de-4923-9662-45539ae23677-00898059', '7d3ab8da-74de-4923-9662-45539ae23677-00898071', '5f3b042a-8b90-4d71-849b-1e2bc61a39d1-00b49747', '5f3b042a-8b90-4d71-849b-1e2bc61a39d1-00b4974a', '5f3b042a-8b90-4d71-849b-1e2bc61a39d1-00b49748', '7333f7f5-ac0a-4037-acfa-ca9607b5a2d8-00c166b8', '7d3ab8da-74de-4923-9662-45539ae23677-00898072', '7d3ab8da-74de-4923-9662-45539ae23677-00898072', '968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb505', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', 'a8a48500-4e4a-41b3-b5ea-c144fd22a478-01332ac6', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e09efe', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e09f16', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a01e', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c16c60', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c16c60', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7']",4.6944444458931684,"(5960.133964521604, 1433.0498965764871)"
2,HP5312,HEALTH ASSESSMENT,6acf317e-b7cb-4225-a9ba-636eea3772fe-002be0dc,"[(5961.2172984685913, 1459.1332300854763), (5961.2172984685913, 1456.9665634188098), (5959.0506318019252, 1456.9665634188098), (5959.0506318019252, 1459.1332300854763)]","['498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce8', '7d3ab8da-74de-4923-9662-45539ae23677-00898070', '7d3ab8da-74de-4923-9662-45539ae23677-00898070', '7d3ab8da-74de-4923-9662-45539ae23677-00898070', '968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb3e7', '7d3ab8da-74de-4923-9662-45539ae23677-00898059', '7d3ab8da-74de-4923-9662-45539ae23677-00898059', '7d3ab8da-74de-4923-9662-45539ae23677-00898059', '7d3ab8da-74de-4923-9662-45539ae23677-00898071', '5f3b042a-8b90-4d71-849b-1e2bc61a39d1-00b49747', '5f3b042a-8b90-4d71-849b-1e2bc61a39d1-00b4974a', '5f3b042a-8b90-4d71-849b-1e2bc61a39d1-00b49748', '7333f7f5-ac0a-4037-acfa-ca9607b5a2d8-00c166b8', '7d3ab8da-74de-4923-9662-45539ae23677-00898072', '7d3ab8da-74de-4923-9662-45539ae23677-00898072', '968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb505', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', 'a8a48500-4e4a-41b3-b5ea-c144fd22a478-01332ac6', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e09efe', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e09f16', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a01e', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c16c60', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c16c60', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7']",4.6944444440305233,"(5960.1339653099194, 1458.049896794734)"
2,HP5312,HEALTH ASSESSMENT,6acf317e-b7cb-4225-a9ba-636eea3772fe-002be0dc,"[(5961.2172984685913, 1484.1332300854763), (5961.2172984685913, 1481.9665634188098), (5959.0506318019252, 1481.9665634188098), (5959.0506318019252, 1484.1332300854763)]","['498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce8', '7d3ab8da-74de-4923-9662-45539ae23677-00898070', '7d3ab8da-74de-4923-9662-45539ae23677-00898070', '7d3ab8da-74de-4923-9662-45539ae23677-00898070', '968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb3e7', '7d3ab8da-74de-4923-9662-45539ae23677-00898059', '7d3ab8da-74de-4923-9662-45539ae23677-00898059', '7d3ab8da-74de-4923-9662-45539ae23677-00898059', '7d3ab8da-74de-4923-9662-45539ae23677-00898071', '5f3b042a-8b90-4d71-849b-1e2bc61a39d1-00b49747', '5f3b042a-8b90-4d71-849b-1e2bc61a39d1-00b4974a', '5f3b042a-8b90-4d71-849b-1e2bc61a39d1-00b49748', '7333f7f5-ac0a-4037-acfa-ca9607b5a2d8-00c166b8', '7d3ab8da-74de-4923-9662-45539ae23677-00898072', '7d3ab8da-74de-4923-9662-45539ae23677-00898072', '968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb505', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645ce9', 'a8a48500-4e4a-41b3-b5ea-c144fd22a478-01332ac6', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e09efe', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e09f16', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a01e', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c16c60', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c16c60', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-00645cd7']",4.6944444458931684,"(5960.133964521604, 1483.0498965995)"
3,HP5209,MAKERSPACE MEDIA LAB,02e8bcb1-d354-4633-936e-deb3c8a27a36-002bfcca,"[(5836.4880653607324, 1449.7269800971562), (5836.4880653607324, 1456.6123967241331), (5834.9672320273994, 1456.6123967241331), (5833.6547320273994, 1456.6123967241331), (5833.6547320273994, 1461.1332300574661), (5836.4880653607324, 1461.1332300574661), (5836.4880653607324, 1481.96656341881), (5834.9672320273994, 1481.96656341881), (5834.9672320273994, 1484.1332300854765), (5836.4880653607324, 1484.1332300854765), (5836.4880653607324, 1490.143646763823), (5812.1443817461459, 1490.1436467638232), (5812.1443817461459, 1481.2998967521435), (5810.7172984685913, 1481.2998967521435), (5808.5506318019252, 1481.2998967521435), (5807.6339651073704, 1481.2998967521435), (5807.6339651073704, 1479.5498969299967), (5807.6964651073713, 1479.5498969299967), (5807.6964651073713, 1454.5498969026557), (5807.6339651073704, 1454.5498969026557), (5807.6339651073704, 1449.7269800971562)]","['498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6', '34c78af0-db19-4347-8db1-bdef59039a6b-01055898', '34c78af0-db19-4347-8db1-bdef59039a6b-01055898', '6df96ad4-3f7c-473d-a602-98cc49cb16f1-00f3de5b', '6df96ad4-3f7c-473d-a602-98cc49cb16f1-00f3de71', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b7', '21827dcf-85c2-4076-8eba-22439aeca401-0094c372', '21827dcf-85c2-4076-8eba-22439aeca401-0094c33b', '21827dcf-85c2-4076-8eba-22439aeca401-0094c33b', '21827dcf-85c2-4076-8eba-22439aeca401-0094c33b', '0d762c81-5694-435e-845a-a9423fc627a6-013a18a6', '6b2ce416-a0ec-4326-b728-391b70d793e7-013d1f76', '0d762c81-5694-435e-845a-a9423fc627a6-013a18a8', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b9']",1108.6308880373836,"(5822.3283108546848, 1469.4602120796987)"
3,HP5209,MAKERSPACE MEDIA LAB,02e8bcb1-d354-4633-936e-deb3c8a27a36-002bfcca,"[(5810.7172984685913, 1459.133230085477), (5810.7172984685913, 1456.9665634188104), (5808.5506318019252, 1456.9665634188104), (5808.5506318019252, 1459.133230085477)]","['498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6', '34c78af0-db19-4347-8db1-bdef59039a6b-01055898', '34c78af0-db19-4347-8db1-bdef59039a6b-01055898', '6df96ad4-3f7c-473d-a602-98cc49cb16f1-00f3de5b', '6df96ad4-3f7c-473d-a602-98cc49cb16f1-00f3de71', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b7', '21827dcf-85c2-4076-8eba-22439aeca401-0094c372', '21827dcf-85c2-4076-8eba-22439aeca401-0094c33b', '21827dcf-85c2-4076-8eba-22439aeca401-0094c33b', '21827dcf-85c2-4076-8eba-22439aeca401-0094c33b', '0d762c81-5694-435e-845a-a9423fc627a6-013a18a6', '6b2ce416-a0ec-4326-b728-391b70d793e7-013d1f76', '0d762c81-5694-435e-845a-a9423fc627a6-013a18a8', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b9']",4.6944444440305233,"(5809.6339653052901, 1458.0498967949984)"
4,HP5209A,MAKERSPACE SHOP,02e8bcb1-d354-4633-936e-deb3c8a27a36-002bfe28,"[(5836.4880653607324, 1434.1332300854765), (5836.4880653607324, 1449.3207300971562), (5807.6339651073704, 1449.3207300971562), (5807.6339651073704, 1444.6540635693227), (5807.6964651073713, 1444.6540635693227), (5807.6964651073713, 1429.5498969026557), (5807.6339651073704, 1429.5498969026557), (5807.6339651073704, 1422.4665635693259), (5807.6339651073704, 1420.5498969026555), (5837.2276486940655, 1420.5498969026555), (5837.2276486940655, 1431.96656341881), (5834.9672320273994, 1431.96656341881), (5834.9672320273994, 1434.1332300854765)]","['498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b6', '498cd0f0-07e6-4a11-bbd3-8c27b35bce5d-006459b9', '0d762c81-5694-435e-845a-a9423fc627a6-013a18a8', 'a429aa40-d430-496b-a5a2-85d1db33da31-013d1d3e', '0d762c81-5694-435e-845a-a9423fc627a6-013a18aa', '0d762c81-5694-435e-845a-a9423fc627a6-013a18aa', '4919242b-a5c9-4fb2-b12f-261c478b6212-008f2639', '0e761f51-42aa-4de6-ac42-ca0b3edd4be9-01303a7c']",834.36093234084547,"(5822.1730705626142, 1434.8524977073478)"
5,HP5202,FOUNDATION SKILLS,a1fa4f9a-2c19-45b2-9804-0db8c403c3eb-002d813a,"[(5837.1443818019297, 1574.414480085409), (5837.1443818019297, 1571.1957131978199), (5837.1443818019297, 1568.1904793650249), (5837.1443818019297, 1526.3102965311482), (5837.1443818019297, 1502.0082300971553), (5876.5610484685903, 1502.0082300971553), (5876.5610484685903, 1507.9665634304895), (5874.9985484685922, 1507.9665634304895), (5874.9985484685922, 1510.133230097156), (5876.5662568019379, 1510.133230097156), (5876.5662568019379, 1514.7894800691461), (5875.4933401352591, 1514.7894800691461), (5874.3006318019234, 1514.7894800691461), (5874.3006318019234, 1515.1957300691461), (5875.2902151352591, 1515.1957300691461), (5875.2902151352591, 1521.6956641523041), (5874.4777151352564, 1521.6956641523041), (5874.4777151352564, 1522.2998308189706), (5875.4933401352591, 1522.2998308189706), (5876.9360484685922, 1522.2998308189706), (5876.9360484685922, 1530.2998308189708), (5874.2381318019234, 1530.2998308189708), (5874.2381318019234, 1544.3414252585901), (5876.9360484685922, 1544.3414252585901), (5876.9360484685922, 1551.7373967638225), (5875.5037568019243, 1551.7373967638225), (5874.4777151352564, 1551.7373967638225), (5874.4777151352564, 1552.341563430489), (5875.3006318019243, 1552.341563430489), (5875.3006318019243, 1558.8415634304895), (5874.3006318019252, 1558.8415634304895), (5874.3006318019252, 1561.5952015034975), (5875.0506318019252, 1561.5952015034975), (5876.9360484685922, 1561.5952015034975), (5876.9360484685922, 1561.7061467638248), (5876.9360484685922, 1574.414480085409), (5861.9308401352664, 1574.414480085409), (5846.5714651352628, 1574.414480085409), (5846.3527151352628, 1574.414480085409)]","['775a8367-8cb6-431f-8b71-08852f24c19b-0065f890', 'b3de63ca-75b0-4d08-9791-9cc350d33f11-00ce9282', 'b3de63ca-75b0-4d08-9791-9cc350d33f11-00ce9282', 'b3de63ca-75b0-4d08-9791-9cc350d33f11-00ce9282', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f892', '64d11e8a-1f7a-464c-a5a8-adcc05bae4ec-01110038', '64d11e8a-1f7a-464c-a5a8-adcc05bae4ec-0110fff3', '97605071-16b1-40c8-b54d-fca293370597-00853eff', '97605071-16b1-40c8-b54d-fca293370597-00853eff', '97605071-16b1-40c8-b54d-fca293370597-00853eff', '968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb7fb', '97605071-16b1-40c8-b54d-fca293370597-00853ee8', '97605071-16b1-40c8-b54d-fca293370597-00853ee8', '97605071-16b1-40c8-b54d-fca293370597-00853ee8', 'efea2027-0d83-412c-9036-f98c04815d52-006d6aa1', '9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b79a1', '97605071-16b1-40c8-b54d-fca293370597-00853b20', '9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b79a0', 'c0d93a96-d0f5-47d0-9144-b3824f588aa2-00c1687e', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f8d7', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f8d7', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f8d7', '968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fb868', 'd17c4145-1281-4799-9a31-8125fa378199-0160293a', '9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b7fe6', '9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b7fe4', '9b566b91-aa58-4b1d-b3a0-f7944dae9712-006b7fe4', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f893', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f893', '3aa82f12-123d-40e9-af7e-0ac315a30cca-00b35caf', '3aa82f12-123d-40e9-af7e-0ac315a30cca-00b35caf', '3aa82f12-123d-40e9-af7e-0ac315a30cca-00b35caf', '3aa82f12-123d-40e9-af7e-0ac315a30cca-00b35caf']",2802.5020540319383,"(5856.5131700270258, 1538.2720595237463)"
