Index,Room Number,Room Name,Room Unique ID,Polygon Points,Touching Wall Unique IDs,Area,Centroid,Level
77,HP3312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc7c,"[(5962.1339652475872, 1449.862396752143), (5924.7537568019497, 1449.8623967521432), (5921.1027151352828, 1449.8623967521432), (5921.1027151352828, 1454.7894800854767), (5921.1027151352828, 1456.0082300574661), (5914.5402151352573, 1456.0082300574661), (5913.7277151352591, 1456.0082300574661), (5912.5402151352682, 1456.0082300574661), (5912.5402151352682, 1437.7842717521435), (5912.5402151352682, 1431.9665633907994), (5913.0506318019252, 1431.9665633907994), (5913.0506318019252, 1434.1332300574659), (5915.2172984685913, 1434.1332300574659), (5915.2172984685913, 1431.9665633907994), (5913.7400849269352, 1431.9665633907994), (5913.7400849269352, 1430.1644800971567), (5913.7400849269352, 1424.7400389280103), (5912.9672984685913, 1424.7400389280103), (5912.9672984685913, 1420.5498969026555), (5962.1339652475872, 1420.5498969026553)]","['bb511760-c82f-4172-b36f-de8e7094d280-005e58e7', 'bb511760-c82f-4172-b36f-de8e7094d280-005e58e7', 'c8fce537-9e32-40fb-8520-14f66053441f-00bfcc87', 'c8fce537-9e32-40fb-8520-14f66053441f-00bfcc87', 'c8fce537-9e32-40fb-8520-14f66053441f-00bfcd71', 'c8fce537-9e32-40fb-8520-14f66053441f-00bfcd71', 'c8fce537-9e32-40fb-8520-14f66053441f-00bfcd71', '85516cfa-0bfc-4d5f-a5bc-625547d27770-006a1e2e', '85516cfa-0bfc-4d5f-a5bc-625547d27770-006a1e2e', 'ae9a2b2e-efaa-43b2-b7ef-d7eee5ddc53a-00ddb42e', 'ae9a2b2e-efaa-43b2-b7ef-d7eee5ddc53a-00ddb44d', 'ae9a2b2e-efaa-43b2-b7ef-d7eee5ddc53a-00ddb44d', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e09efe', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e09f16', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a01e']",1491.1856177095324,"(5936.8563449126941, 1435.8935164455791)",3
78,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,"[(5815.8839651352573, 1469.846771752143), (5815.8839651352573, 1461.8676050971599), (5827.4672984685903, 1461.8676050971549), (5827.4672984685903, 1459.9457300574661), (5841.0506318019252, 1459.9457300574661), (5845.8943818019243, 1459.9457300574661), (5859.0922984685922, 1459.9457300574659), (5865.2277151352582, 1459.9457300574659), (5865.2277151352591, 1486.1436467521432), (5856.7068818019252, 1486.1436467521432), (5856.7068818019252, 1480.6228134304909), (5845.7225323013854, 1480.6228134304909), (5845.7172984685913, 1480.6228134304911), (5845.4620901352573, 1480.6228134304911), (5834.7016734685903, 1480.6228134304909), (5834.4412313024623, 1480.6228134304909), (5815.8839651352582, 1480.6228134304909), (5815.8839651352582, 1480.2686467638232), (5815.8839651352582, 1480.0238550971565)]","['1013e56c-283e-4ecb-a693-7f8ed3d9f999-002a42df', '57c57090-0e15-457c-a6cd-36410163c411-00ac076b', '423f51a8-7ff8-480e-ab49-e958fd126346-00a831df', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c17152', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c17152', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c17152', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c17152', '4ddc858f-5309-4d8f-bdb5-daf0ff5ba938-00c171ca', 'e8a0d70d-7d61-473a-a3e5-6fcce12987e7-01105ecc', '27fd6a45-8d3e-4283-a871-d04101372426-009ab7bf', 'b098aa66-adb5-4b53-ba09-9b7287c3570d-00c075b7', 'b098aa66-adb5-4b53-ba09-9b7287c3570d-00c075b7', '423f51a8-7ff8-480e-ab49-e958fd126346-00a8326c', '423f51a8-7ff8-480e-ab49-e958fd126346-00a8326c', '423f51a8-7ff8-480e-ab49-e958fd126346-00a832a2', '423f51a8-7ff8-480e-ab49-e958fd126346-00a832a2', '1013e56c-283e-4ecb-a693-7f8ed3d9f999-002a42df', '1013e56c-283e-4ecb-a693-7f8ed3d9f999-002a42df', '1013e56c-283e-4ecb-a693-7f8ed3d9f999-002a42df']",1045.0652140742168,"(5841.876813938261, 1471.0736618177752)",3
79,HP3304,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d5389,"[(5924.9047984686167, 1566.4040634304893), (5961.5297985809202, 1566.4040634304893), (5961.5297985809202, 1567.4978134188095), (5962.1339652475872, 1567.4978134188095), (5962.1339652475872, 1592.7738550854765), (5961.5297985809202, 1592.7738550854765), (5961.5297985809202, 1592.633230097156), (5924.9047984686167, 1592.633230097156), (5924.9047984686167, 1589.440521752143), (5924.9047984686167, 1578.2009384188095), (5924.9047984686167, 1572.6071884304893)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655e27', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be', 'd4de36f3-e640-48c7-987f-61793da04750-00bee300', '67b6f450-f6e5-449a-9ffe-e89d619bbe4e-006ac57f', '67b6f450-f6e5-449a-9ffe-e89d619bbe4e-006ac57f', 'f1a6daf7-5740-403a-b05c-050e65a0a112-010f0079', 'e8a0d70d-7d61-473a-a3e5-6fcce12987e7-011058dc']",975.9141739550978,"(5943.5085764085416, 1579.5283044090891)",3
80,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,"[(5961.5297985809202, 1565.9457300971558), (5924.9047984686167, 1565.9457300971558), (5924.9047984686158, 1559.742605085476), (5924.9047984686149, 1556.3103134188093), (5924.9047984686149, 1556.127996252681), (5924.9047984686149, 1554.9040634188095), (5921.4881318019497, 1554.9040634188095), (5921.4881318019497, 1533.7268281251161), (5923.7433401352828, 1533.7268281251161), (5924.9672984686194, 1533.7268281251161), (5924.9672984686194, 1533.3205781251161), (5923.9464651352828, 1533.3205781251161), (5923.9464651352828, 1527.320730097156), (5962.1339652475872, 1527.320730097156), (5962.1339652475872, 1562.6019800854763), (5961.5297985809202, 1562.6019800854763)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655e27', 'e8a0d70d-7d61-473a-a3e5-6fcce12987e7-011058dc', 'a7e49c84-f1d3-460c-a5b0-cba4f19a1409-00f8f6d3', '27f024f6-42ee-4e57-89a9-e1a2e6665bce-00f47d90', '27f024f6-42ee-4e57-89a9-e1a2e6665bce-00f47d90', '27f024f6-42ee-4e57-89a9-e1a2e6665bce-00f47d2f', '775a8367-8cb6-431f-8b71-08852f24c19b-00655e66', '775a8367-8cb6-431f-8b71-08852f24c19b-00655e9b', '775a8367-8cb6-431f-8b71-08852f24c19b-00655e9b', '775a8367-8cb6-431f-8b71-08852f24c19b-00655e9b', '775a8367-8cb6-431f-8b71-08852f24c19b-00655e4d', '85516cfa-0bfc-4d5f-a5bc-625547d27770-006a17d2', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be']",1514.0364021975547,"(5942.4515178827942, 1546.4371952294373)",3
81,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,"[(5876.9360484685903, 1561.2582300691461), (5876.9360484685903, 1568.9353134024714), (5874.5089651352737, 1568.9353134024714), (5873.5089651352737, 1568.9353134024714), (5873.5089651352737, 1569.3415634024714), (5874.3058401352737, 1569.3415634024714), (5874.3058401352737, 1575.3415634024714), (5873.3058401352737, 1575.3415634024714), (5873.3058401352737, 1576.112379864486), (5862.1339651352664, 1576.112379864486), (5861.9308401352664, 1576.112379864486), (5861.725715135266, 1576.112379864486), (5860.5526317924241, 1576.112379864486), (5845.8819651352624, 1576.112379864486), (5834.4986569755465, 1576.112379864486), (5834.3215736422126, 1576.112379864486), (5820.6497455186727, 1576.112379864486), (5819.6235484685931, 1576.112379864486), (5819.6235484685931, 1575.3415633744619), (5818.6235484685931, 1575.3415633744619), (5818.6235484685931, 1569.3832131978193), (5819.4204234685931, 1569.3832131978193), (5819.4204234685931, 1568.7790465311527), (5818.4204234685931, 1568.7790465311527), (5815.3318818019243, 1568.7790465311527), (5815.3318818019243, 1561.258230097156), (5817.6235484685913, 1561.258230097156), (5817.6235484685913, 1558.9665634024796), (5817.6235484685913, 1553.1123967498131), (5876.9360484685913, 1553.1123967498158), (5876.9360484685913, 1557.7165634304897), (5874.6443818019243, 1557.7165634304897), (5874.6443818019243, 1558.9665634024796), (5874.6443818019243, 1561.2582300691461)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655b01', '1be8bc15-a913-4dba-bb8d-17222428a913-006b01fb', '1be8bc15-a913-4dba-bb8d-17222428a913-006b01fb', '1be8bc15-a913-4dba-bb8d-17222428a913-006b01fb', 'f8fa0c10-4fbc-495c-a1e6-34a7026d2d44-017934f7', '488487ca-c46a-4b65-bf98-8fcba73658ac-00a370c5', '53580220-5f96-49f1-a2bf-3c5541811506-008f095c', 'a34953bf-639a-45a6-996b-3a8b9efe683c-00a21a9d', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a17d5', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a17d5', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a17d5', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a17d5', 'a34953bf-639a-45a6-996b-3a8b9efe683c-00a21afc', 'a34953bf-639a-45a6-996b-3a8b9efe683c-00a21afc', '53580220-5f96-49f1-a2bf-3c5541811506-008f0ae9', '6ac51745-4e2d-439b-94ab-1baf0cb41956-0165c53a', 'f8fa0c10-4fbc-495c-a1e6-34a7026d2d44-01793558', '1be8bc15-a913-4dba-bb8d-17222428a913-006afcff', '1be8bc15-a913-4dba-bb8d-17222428a913-006afcff', '1be8bc15-a913-4dba-bb8d-17222428a913-006afcff', '0a183aa1-55c5-49e1-8e95-5412d163ff62-006b49ec', '37ae945c-02b4-49b5-b656-afff2a3145af-006b0ac5', '37ae945c-02b4-49b5-b656-afff2a3145af-006b0adc', '37ae945c-02b4-49b5-b656-afff2a3145af-006b0adc', '775a8367-8cb6-431f-8b71-08852f24c19b-00655dd7', '0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4bd8', '0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4c13', '0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4c12', '0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4c12', '0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4c11']",1344.748061354272,"(5846.4787359677666, 1564.4793196497747)",3
82,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,"[(5819.5818818019261, 1542.2582300691461), (5818.5818818019252, 1542.2582300691461), (5818.5818818019252, 1536.2582300691461), (5819.3787568019252, 1536.2582300691461), (5819.3787568019252, 1535.9040634024796), (5818.3787568019252, 1535.9040634024796), (5817.3422984685913, 1535.9040634024796), (5817.3422984685903, 1533.9665634024796), (5817.3422984685903, 1532.9457300971565), (5819.5818818019252, 1532.9457300971565), (5819.5818818019252, 1529.5394800971565), (5846.1339651352582, 1529.5394800971565), (5873.3110484686003, 1529.5394800971562), (5873.3110484686003, 1533.430105097156), (5873.3110484686003, 1536.5915634304895), (5874.3110484686003, 1536.5915634304895), (5874.3110484686003, 1542.9978134304895), (5873.5141734686003, 1542.9978134304895), (5873.5141734686003, 1543.4040634304895), (5874.5141734686003, 1543.4040634304895), (5876.9360484685913, 1543.4040634304895), (5876.9360484685913, 1552.6540634164824), (5817.4464651352582, 1552.6540634164796), (5815.3318818019243, 1552.6540634164796), (5815.3318818019243, 1543.5915634024791), (5819.581881801927, 1543.5915634024791)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655b19', 'f8fa0c10-4fbc-495c-a1e6-34a7026d2d44-01793420', '6523fcdb-7bd4-4f2d-8f1d-0280e26e6ccd-006b4900', '6523fcdb-7bd4-4f2d-8f1d-0280e26e6ccd-006b4900', '6523fcdb-7bd4-4f2d-8f1d-0280e26e6ccd-006b4900', '6da32e13-f900-4bb6-8ddc-87d738b342d8-01471e39', '6da32e13-f900-4bb6-8ddc-87d738b342d8-01471d82', '838b1d2b-4da7-4b36-8489-328e4a037112-01323a16', '53580220-5f96-49f1-a2bf-3c5541811506-008f0a7a', '2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363', '2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363', '6523fcdb-7bd4-4f2d-8f1d-0280e26e6ccd-006b482f', '53580220-5f96-49f1-a2bf-3c5541811506-008f09e3', '838b1d2b-4da7-4b36-8489-328e4a037112-01323159', 'f8fa0c10-4fbc-495c-a1e6-34a7026d2d44-0179349c', '1be8bc15-a913-4dba-bb8d-17222428a913-006b01bf', '1be8bc15-a913-4dba-bb8d-17222428a913-006b01bf', '1be8bc15-a913-4dba-bb8d-17222428a913-006b01bf', '0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4bd8', '775a8367-8cb6-431f-8b71-08852f24c19b-00655dd7', '775a8367-8cb6-431f-8b71-08852f24c19b-00655dd7', '775a8367-8cb6-431f-8b71-08852f24c19b-00655b1a', 'b82bc106-82e0-4351-859a-1f2984243def-012e8e64', 'b82bc106-82e0-4351-859a-1f2984243def-012e8e92']",1333.1603182051333,"(5846.1996981474022, 1541.426287123764)",3
83,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,"[(5845.9047984685913, 1502.0082300971562), (5845.9047984685913, 1529.1332300971565), (5819.3787568019252, 1529.1332300971565), (5816.4047984685922, 1529.1332300971565), (5816.4047984685922, 1512.8832300971562), (5817.3839651352573, 1512.8832300971562), (5817.3839651352573, 1510.1332300971565), (5817.3839651352573, 1507.9665634024796), (5817.3839651352573, 1502.0082300971562)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655adc', '2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363', '2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363', '6aede852-635b-4815-be8a-feacc9cf6065-00f760e0', '838b1d2b-4da7-4b36-8489-328e4a037112-01323476', '838b1d2b-4da7-4b36-8489-328e4a037112-013234f4', 'cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6db4e', 'cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6db4e', 'e8a0d70d-7d61-473a-a3e5-6fcce12987e7-01105d05']",789.5390625,"(5831.3471273383857, 1515.6803111917325)",3
84,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,"[(5846.3631318019252, 1529.1332300971565), (5846.3631318019252, 1502.0082300971562), (5873.9881318019379, 1502.0082300971562), (5873.9881318019379, 1507.5707300971558), (5873.9881318019388, 1507.6853134304893), (5873.9881318019388, 1510.851980097156), (5876.9256318019388, 1510.851980097156), (5876.9256318019388, 1511.4769801251666), (5876.9256318019388, 1514.9275009304931), (5876.9256318019388, 1529.1332300971562), (5873.5141734686003, 1529.1332300971562)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655adc', 'e8a0d70d-7d61-473a-a3e5-6fcce12987e7-01105d05', 'd4800af2-2908-4621-a034-d5dd1fdbcec5-006b2cc5', 'd4800af2-2908-4621-a034-d5dd1fdbcec5-006b2cc5', '6523fcdb-7bd4-4f2d-8f1d-0280e26e6ccd-006b4760', '6523fcdb-7bd4-4f2d-8f1d-0280e26e6ccd-006b475e', 'b3f1a7ed-8967-4cae-bc4f-e03004ce9f63-0110c25d', 'b3f1a7ed-8967-4cae-bc4f-e03004ce9f63-0110c25d', 'b3f1a7ed-8967-4cae-bc4f-e03004ce9f63-0110c25d', '2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363', '2a310ded-3bfa-462f-a122-4b14ef38e181-00d44363']",803.0292968768625,"(5861.1975385157266, 1515.8664352097476)",3
85,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,"[(5787.6027151352619, 1597.1436467241335), (5778.1235484685922, 1597.1436467241335), (5778.1235484685922, 1586.7894800971562), (5778.7172984685913, 1586.7894800971562), (5787.6027151352619, 1586.7894800971562), (5787.6027151352619, 1592.6540635213664), (5787.6027151352619, 1597.0082301880329), (5787.6027151352619, 1597.0978967638246)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655add', 'cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d', '775a8367-8cb6-431f-8b71-08852f24c19b-00655dc1', '775a8367-8cb6-431f-8b71-08852f24c19b-00655dc1', 'a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf', 'a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf', 'a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf', 'a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf']",98.14887115359305,"(5782.8631317625159, 1591.9665633997631)",3
86,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,"[(5778.1235484685922, 1564.5446884304929), (5787.6027151352619, 1564.5446884304929), (5787.6027151352619, 1575.039480318012), (5778.1235484685922, 1575.039480318012)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655da0', 'a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf', '775a8367-8cb6-431f-8b71-08852f24c19b-00655da6', 'cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d']",99.48188143223523,"(5782.8631318325233, 1569.7920843824525)",3
87,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,"[(5787.6027151352619, 1564.1384384304929), (5778.1235484685922, 1564.1384384304929), (5778.1235484685922, 1561.1332300691461), (5778.7172984685913, 1561.1332300691461), (5778.7172984685913, 1558.9665634024796), (5778.1235484685922, 1558.9665634024796), (5778.1235484685922, 1553.1332303180122), (5787.6027151352619, 1553.1332303180122)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655da0', 'cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d', 'cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d', '775a8367-8cb6-431f-8b71-08852f24c19b-00655da1', 'a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf']",103.03374356776476,"(5782.9186025249055, 1558.6181786721047)",3
88,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,"[(5787.6027151352619, 1552.7269803180122), (5778.1235484685922, 1552.7269803180122), (5778.1235484685922, 1543.060313586356), (5787.6027151352619, 1543.060313586356)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655da1', 'cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d', '775a8367-8cb6-431f-8b71-08852f24c19b-00655da5', 'a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf']",91.63194506056608,"(5782.8631318009602, 1547.8936469518596)",3
89,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,"[(5778.1235484685922, 1532.445730318012), (5787.6027151352619, 1532.445730318012), (5787.6027151352619, 1542.654063586356), (5778.1235484685922, 1542.654063586356), (5778.1235484685922, 1536.1332300691461), (5778.7172984685913, 1536.1332300691461), (5778.7172984685913, 1533.9665634024796), (5778.1235484685922, 1533.9665634024796)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655da4', 'a0d1affe-d8d2-497c-8a2c-71a17f87e2bc-01104bbf', '775a8367-8cb6-431f-8b71-08852f24c19b-00655da5', 'cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d', 'cc78255a-8e92-4f3d-aac0-1d1789b86a52-00c6da6d']",95.48003410734236,"(5782.9229909862643, 1537.5835809109169)",3
90,HP3120T,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ed,"[(5757.7954234685922, 1536.5186467241342), (5761.1860484685931, 1536.5186467241342), (5761.1860484685931, 1546.1321883834626), (5750.9569073013881, 1546.1321883834626), (5750.9516734685931, 1546.1321883834626), (5750.9516734685931, 1536.5186467241342)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655afe', '080fb163-97a4-4ffb-bc78-8c98df03bef8-006d19ba', '080fb163-97a4-4ffb-bc78-8c98df03bef8-006d17b9', '080fb163-97a4-4ffb-bc78-8c98df03bef8-006d17b9', '080fb163-97a4-4ffb-bc78-8c98df03bef8-006d197e', '775a8367-8cb6-431f-8b71-08852f24c19b-00655afe']",98.38859042152761,"(5756.0688609328727, 1541.3254175441386)",3
91,HP3140F,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ee,"[(5788.2954234685958, 1437.9873967521435), (5788.2954234685958, 1447.846771752143), (5778.133965135261, 1447.846771752143), (5778.133965135261, 1437.9873967521435), (5778.1797151352612, 1437.9873967521435)]","['a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba883', 'a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba8a7', 'a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba8f3', 'a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba8ab', 'a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba8ab']",100.18562825676054,"(5783.2146942723302, 1442.9170842447372)",3
92,HP3110G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5423,"[(5760.4777150794798, 1648.9457300574663), (5750.956881801927, 1648.9457300574663), (5750.956881801927, 1640.7478133908003), (5750.956881801927, 1638.2478134304899), (5760.4777150794798, 1638.2478134304899)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00656244', '775a8367-8cb6-431f-8b71-08852f24c19b-00656244', '775a8367-8cb6-431f-8b71-08852f24c19b-00656243', '775a8367-8cb6-431f-8b71-08852f24c19b-00656242']",101.85308062285183,"(5755.7172984359768, 1643.5967717425931)",3
93,HP3110H,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5424,"[(5770.3110484128138, 1648.9457300574663), (5760.8839650794798, 1648.9457300574663), (5760.8839650794798, 1638.2478134304899), (5770.3110484128138, 1638.2478134304897)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00656242', '775a8367-8cb6-431f-8b71-08852f24c19b-00656243', '775a8367-8cb6-431f-8b71-08852f24c19b-00656245']",100.85015153605492,"(5765.59750673702, 1643.5967717413594)",3
94,HP3110K,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5425,"[(5791.3006318019261, 1648.9457300574663), (5781.4568817461468, 1648.9457300574663), (5781.4568817461468, 1638.2478134304897), (5791.7277150794798, 1638.2478134304897), (5791.7277150794798, 1645.9248967241333), (5790.8486318019259, 1645.9248967241333), (5790.6964651352591, 1645.9248967241333), (5790.6964651352591, 1646.5290633907998), (5791.3006318019261, 1646.5290633907998)]","['978c084c-1073-4aab-bd07-0fc3cd42fef6-006ca409', '978c084c-1073-4aab-bd07-0fc3cd42fef6-006c9e93', 'd7b08c96-da47-4149-a316-c3410c89ae0f-00697bf0', 'a31fd881-235e-4b72-af39-66cfe2aabef6-0131b0d5', 'a31fd881-235e-4b72-af39-66cfe2aabef6-0131b0d5', 'a31fd881-235e-4b72-af39-66cfe2aabef6-0131b0d5', 'd7b08c96-da47-4149-a316-c3410c89ae0f-006978d4']",108.2213539276272,"(5786.5187611489464, 1643.5421396766726)",3
95,HP3110J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5426,"[(5781.0506317461468, 1648.9457300574663), (5770.7172984128138, 1648.9457300574663), (5770.7172984128138, 1638.2478134304897), (5776.5506318577045, 1638.2478134304899), (5778.7172985243706, 1638.2478134304897), (5781.0506317461468, 1638.2478134304897)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00656245', '775a8367-8cb6-431f-8b71-08852f24c19b-00656243', '978c084c-1073-4aab-bd07-0fc3cd42fef6-006c9e63', '978c084c-1073-4aab-bd07-0fc3cd42fef6-006c9e93', '978c084c-1073-4aab-bd07-0fc3cd42fef6-006ca409']",110.54513847827911,"(5775.8839650878754, 1643.5967717463525)",3
96,HP3110M,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5429,"[(5817.0610484128138, 1648.9457300574663), (5807.9672984685922, 1648.9457300574663), (5807.9672984685922, 1646.5290633908), (5808.5714651352591, 1646.5290633908), (5808.5714651352591, 1645.9248967241335), (5808.4192984685924, 1645.9248967241335), (5807.5402150794798, 1645.9248967241335), (5807.5402150794798, 1645.6957300574666), (5807.5402150794798, 1638.2582300971569), (5810.7172985243706, 1638.2582300971569), (5817.0610484128138, 1638.2582300971569)]","['d7b08c96-da47-4149-a316-c3410c89ae0f-00697b28', 'a31fd881-235e-4b72-af39-66cfe2aabef6-0131af47', 'a31fd881-235e-4b72-af39-66cfe2aabef6-0131af47', 'a31fd881-235e-4b72-af39-66cfe2aabef6-0131af47', '775a8367-8cb6-431f-8b71-08852f24c19b-00656307', '775a8367-8cb6-431f-8b71-08852f24c19b-00656307', '775a8367-8cb6-431f-8b71-08852f24c19b-00656308', '775a8367-8cb6-431f-8b71-08852f24c19b-00656308', '775a8367-8cb6-431f-8b71-08852f24c19b-0065630a']",100.09874077513814,"(5812.373935492019, 1643.5430009337331)",3
97,HP3110N,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d542a,"[(5827.0610484128129, 1648.9457300574663), (5817.4672984128138, 1648.9457300574663), (5817.4672984128138, 1638.2582300971569), (5827.0610484128129, 1638.2582300971569), (5827.0610484128129, 1641.5811467638234)]","['775a8367-8cb6-431f-8b71-08852f24c19b-0065630a', '775a8367-8cb6-431f-8b71-08852f24c19b-00656308', '775a8367-8cb6-431f-8b71-08852f24c19b-00656309', '775a8367-8cb6-431f-8b71-08852f24c19b-00656309']",102.5332027450204,"(5822.2641733974315, 1643.6019800729487)",3
