Index,Room Number,Room Name,Room Unique ID,Polygon Points,Touching Wall Unique IDs,Area,Centroid
23,HP6322,SIM: CC,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d93fe,"[(5942.1731594707453, 1575.3519800574661), (5962.1339652475872, 1575.3519800574661), (5962.1339652475872, 1592.7165634304883), (5942.1547985809211, 1592.7165634304883), (5941.1360718748647, 1585.7793676017513), (5937.2589652475872, 1584.9873967638223), (5938.2081010729453, 1577.2478133907996), (5942.1731594707453, 1577.2478133907996)]","['8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9366', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be', '8209657b-d95d-4111-a9f3-b7c1803ac88c-00989c93', '45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b0f', '45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b0e', '9a124c40-6322-4365-ab43-fcc9292ffaf3-0043ab0c', '45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b5c', '45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b11']",386.98948132060468,"(5950.9007475062399, 1583.8339997409134)"
23,HP6322,SIM: CC,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d93fe,"[(5961.2172984685913, 1586.1332300971558), (5961.2172984685913, 1583.9665634304893), (5959.0506318019252, 1583.9665634304893), (5959.0506318019252, 1586.1332300971558)]","['8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9366', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be', '8209657b-d95d-4111-a9f3-b7c1803ac88c-00989c93', '45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b0f', '45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b0e', '9a124c40-6322-4365-ab43-fcc9292ffaf3-0043ab0c', '45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b5c', '45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b11']",4.6944444440305233,"(5960.1339653101841, 1585.0498968104728)"
24,HP6324,SIM: CC,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d93ff,"[(5962.1339652475872, 1574.7478133907996), (5942.1731594707453, 1574.7478133907996), (5942.1731594707453, 1572.8519800574661), (5938.2065022195757, 1572.8519800574661), (5937.1574232682678, 1564.8855367709768), (5941.144640938669, 1564.0149145428718), (5942.1203370468647, 1557.3832300574661), (5961.5245902475863, 1557.3832300574661), (5961.5245902475863, 1557.5603134188095), (5961.5297985809202, 1557.5603134188095), (5962.1339652475872, 1557.5603134188095)]","['8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9366', '45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b11', '45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b13', '9a124c40-6322-4365-ab43-fcc9292ffaf3-0043ab21', '9a124c40-6322-4365-ab43-fcc9292ffaf3-0043ab44', '45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b17', '82e40979-6f9f-4569-ae89-58dc46d83033-0088c771', '589c01cd-ad6e-470b-8fbb-347e38de90d4-00ae5a45', '589c01cd-ad6e-470b-8fbb-347e38de90d4-00ae5a45', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be']",388.49871643539518,"(5950.8493835872187, 1566.2611766456121)"
24,HP6324,SIM: CC,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d93ff,"[(5961.2172984685913, 1561.1332300971558), (5961.2172984685913, 1558.9665634304893), (5959.0506318019252, 1558.9665634304893), (5959.0506318019252, 1561.1332300971558)]","['8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9366', '45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b11', '45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b13', '9a124c40-6322-4365-ab43-fcc9292ffaf3-0043ab21', '9a124c40-6322-4365-ab43-fcc9292ffaf3-0043ab44', '45778cb3-63dd-4848-b117-93b6a4c2c592-00c05b17', '82e40979-6f9f-4569-ae89-58dc46d83033-0088c771', '589c01cd-ad6e-470b-8fbb-347e38de90d4-00ae5a45', '589c01cd-ad6e-470b-8fbb-347e38de90d4-00ae5a45', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be']",4.6944444458931684,"(5960.1339645218686, 1560.0498966031371)"
25,HP6314,SIM: MS,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9400,"[(5942.1651522845968, 1631.6748967521428), (5962.1339652475872, 1631.6748967521428), (5962.1339652475872, 1648.8936469026555), (5956.9568818019343, 1648.8936469026555), (5956.9568818019343, 1648.5915634304893), (5942.1945015439787, 1648.5915634304893), (5942.157344152206, 1648.3390092832856), (5941.1428692847721, 1641.4437504186885), (5937.2833768970004, 1640.6010174304845), (5938.209176053545, 1633.5707300854754), (5942.1651522845968, 1633.5707300854754)]","['13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bb6', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1c0', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bb7', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bb9', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bb9', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bb8', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bc0', '8c6955e2-d8ba-4d92-81a4-72f71b7f6d09-00a87e69', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bc2']",376.47205561771989,"(5950.9989459492745, 1639.9670760769623)"
25,HP6314,SIM: MS,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9400,"[(5961.2172984685913, 1638.1332300971558), (5961.2172984685913, 1635.9665634304893), (5959.0506318019252, 1635.9665634304893), (5959.0506318019252, 1638.1332300971558)]","['13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bb6', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1c0', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bb7', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bb9', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bb9', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bb8', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bc0', '8c6955e2-d8ba-4d92-81a4-72f71b7f6d09-00a87e69', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bc2']",4.6944444440305233,"(5960.1339653096547, 1637.0498968119275)"
26,HP6316,SIM: MS,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9401,"[(5942.1638502012629, 1614.3832300854767), (5961.2172984685913, 1614.3832300854763), (5962.1339652475872, 1614.3832300854756), (5962.1339652475872, 1631.0707300854763), (5942.1651522845968, 1631.0707300854763), (5942.1651522845968, 1629.1748967521428), (5938.1984950334272, 1629.1748967521428), (5937.2703510584506, 1622.1268034421698), (5941.141800583604, 1621.329973580516)]","['2a51ba00-6bc8-4fbb-b2df-e0146d591d26-003ee083', '2a51ba00-6bc8-4fbb-b2df-e0146d591d26-003ee083', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1c0', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bb6', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bc2', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bd9', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bd8', '9a124c40-6322-4365-ab43-fcc9292ffaf3-0043a97a', '9a124c40-6322-4365-ab43-fcc9292ffaf3-0043a97b']",370.37464341986924,"(5950.9467048134729, 1622.9216254286537)"
27,HP6325,SUPPLY,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9434,"[(5912.5402151353064, 1565.8103134304893), (5912.5402151353055, 1548.2582300854756), (5919.9672984686385, 1548.2582300854754), (5919.9672984686385, 1549.6123967521421), (5922.7277151352591, 1549.6123967521421), (5922.7277151352591, 1556.7530217521421), (5922.7277151352591, 1565.8103134304893)]","['8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92fc', '23bc774d-9703-4cfc-91d0-ca2ae2385d36-00722645', '27f024f6-42ee-4e57-89a9-e1a2e6665bce-00f4781f', '27f024f6-42ee-4e57-89a9-e1a2e6665bce-00f4782f', '8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d930e', '8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d930e', '8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d935c']",175.07378484122455,"(5917.5546759438967, 1557.2071955691604)"
27,HP6325,SUPPLY,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9434,"[(5915.2172984685913, 1561.133230097156), (5915.2172984685913, 1558.9665634304895), (5913.0506318019252, 1558.9665634304895), (5913.0506318019252, 1561.133230097156)]","['8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92fc', '23bc774d-9703-4cfc-91d0-ca2ae2385d36-00722645', '27f024f6-42ee-4e57-89a9-e1a2e6665bce-00f4781f', '27f024f6-42ee-4e57-89a9-e1a2e6665bce-00f4782f', '8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d930e', '8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d930e', '8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d935c']",4.6944444440305233,"(5914.133965307803, 1560.0498968092163)"
28,HP6304,SIM: FLEX,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d947c,"[(5851.8631317461468, 1632.2373967241338), (5851.8631317461468, 1630.0498967638225), (5868.8631317461468, 1630.0498967638225), (5868.8631317461468, 1639.2738550574661), (5868.8631317461468, 1649.549896763823), (5851.6342067249552, 1649.549896763823), (5851.6339651097305, 1648.8936467241331), (5848.8422984128129, 1648.8969490939953), (5848.8422984128129, 1632.2373967241338)]","['fe67e487-ff21-4a83-8bef-a92f04af7d64-002f53b8', '9c366077-349c-4b85-95f7-9501b769eaa4-0043be18', '9c366077-349c-4b85-95f7-9501b769eaa4-0043bc1f', '9c366077-349c-4b85-95f7-9501b769eaa4-0043bc1f', 'da7d0b64-e2ca-421f-aa79-d152d1c2721a-00bf86f3', '1b9ace91-6b29-4da5-863a-a87c0b248a78-01303e30', 'c713b5d1-ec78-4879-bbe2-b1859d409957-007abf94']",381.97067609988153,"(5859.0409743616492, 1639.9045674365545)"
29,HP6208,DEBRIEF,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94a0,"[(5862.8943818019316, 1517.3832300930724), (5862.8527151352646, 1517.3832300930724), (5862.8527151352646, 1512.9144800971571), (5868.8527151352655, 1512.9144800971571), (5875.474506801932, 1512.9144800971571), (5876.9360484686003, 1512.9144800971571), (5876.9360484686003, 1513.2478134304904), (5876.9360484686003, 1529.9040634304895), (5876.526110514078, 1529.9040634304895), (5876.526110514078, 1529.8259384304886), (5872.5261105140789, 1529.8259384304886), (5872.5261105140789, 1529.9040634304895), (5867.1094438474129, 1529.9040634304895), (5867.1094438474129, 1529.8259384304879), (5863.1094438474129, 1529.8259384304877), (5863.1094438474129, 1529.9040634304895), (5862.8527151352646, 1529.9040634304895), (5862.8527151352646, 1525.3832300930724), (5862.8943818019288, 1525.3832300930724)]","['19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', 'f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fcc55', 'f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fcc55', 'f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fcc55', 'f90c5727-d53b-49a3-8766-6a57fc3b463b-015cf714', 'f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fc691', 'cee0e7eb-18d5-40ab-a558-9196c0eef5e0-0041b317', '9c6f6f19-e18c-4a4f-9ea3-ae2a28216739-008c9bae', 'cee0e7eb-18d5-40ab-a558-9196c0eef5e0-0041b317', '9c6f6f19-e18c-4a4f-9ea3-ae2a28216739-008c9cf4', 'cee0e7eb-18d5-40ab-a558-9196c0eef5e0-0041b317', '19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', '9c6f6f19-e18c-4a4f-9ea3-ae2a28216739-008c9e4b']",238.3116319430992,"(5869.9044029592897, 1521.3871320577521)"
30,HP6214,DEBRIEF,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94a1,"[(5832.5714651352619, 1567.9769800971565), (5832.6652151352655, 1567.9769800971565), (5832.6652151352655, 1569.9248967358046), (5815.3318818019252, 1569.9248967358046), (5815.3318818019252, 1561.2582300691461), (5817.7485484685922, 1561.2582300691461), (5817.7485484685922, 1558.9040634024796), (5817.7485484685922, 1545.7686467638232), (5818.9360484685922, 1545.7686467638232), (5818.9360484685922, 1540.2894800971565), (5820.3943818019243, 1540.2894800971565), (5820.3943818019243, 1540.3207300971571), (5828.3943818019243, 1540.3207300971555), (5828.3943818019243, 1540.2894800971565), (5829.4620901352619, 1540.2894800971565), (5832.5714651352619, 1540.2894800971565), (5832.5714651352619, 1543.627193166825), (5832.6652151352655, 1543.627193166825), (5832.6652151352655, 1558.6228129887857), (5832.6652151352655, 1566.5455169994696), (5832.5714651352619, 1566.5455169994696)]","['9f069b16-7bce-4262-b039-138e1d6c3199-004b4bff', '3aa82f12-123d-40e9-af7e-0ac315a30cca-00b35dee', '9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00713322', '3aa82f12-123d-40e9-af7e-0ac315a30cca-00b35f68', 'c1f9d1ae-6d66-4882-8f7f-dd9a806e7dcb-0054e915', 'c1f9d1ae-6d66-4882-8f7f-dd9a806e7dcb-0054e915', '6aede852-635b-4815-be8a-feacc9cf6065-00f75cd2', '6aede852-635b-4815-be8a-feacc9cf6065-00f75ce4', '35269b69-a512-4f25-a6eb-e383c4c40f62-013d2064', '9c6f6f19-e18c-4a4f-9ea3-ae2a28216739-008c9999', '35269b69-a512-4f25-a6eb-e383c4c40f62-013d2064', '35269b69-a512-4f25-a6eb-e383c4c40f62-013d2064', '9c6f6f19-e18c-4a4f-9ea3-ae2a28216739-008c96f1', '9f069b16-7bce-4262-b039-138e1d6c3199-004b4bff', '9f069b16-7bce-4262-b039-138e1d6c3199-004b4bff', '9c6f6f19-e18c-4a4f-9ea3-ae2a28216739-008c96f1']",455.802455291152,"(5824.8998087427453, 1555.7749332165381)"
31,HP6332,MULTIPATIENT CONTROL,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94ac,"[(5944.0402151352664, 1536.6436467521412), (5944.0402151352664, 1527.4561467521423), (5953.2277151097296, 1527.4561467521435), (5953.2277151097296, 1531.8103134188086), (5953.1808401097296, 1531.8103134188086), (5953.1808401097296, 1536.6436467521423)]","['6773639c-9b42-4945-ba92-0031657181cc-0042371b', '6773639c-9b42-4945-ba92-0031657181cc-00423813', '6773639c-9b42-4945-ba92-0031657181cc-004237f8', '58806259-e4d6-4722-84c2-8f299b4899b5-008c72f4', '6773639c-9b42-4945-ba92-0031657181cc-00423814']",84.183593516238034,"(5948.6216650639453, 1532.0440375833743)"
32,HP6100M,OFFICE,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94f8,"[(5817.0610484128129, 1638.0498967241333), (5817.0610484128129, 1648.93454435646), (5807.9672984685922, 1648.9453017028809), (5807.9672984685922, 1646.5290633908), (5808.5714651352591, 1646.5290633908), (5808.5714651352591, 1645.9248967241335), (5808.4192984685924, 1645.9248967241335), (5807.5402150794798, 1645.9248967241335), (5807.5402150794798, 1644.591563390976), (5807.5402150794798, 1644.0868491968713), (5807.5402150794798, 1638.5374665757263), (5807.5402150794798, 1638.0498967241333), (5808.4288869544798, 1638.0498967241333), (5808.5506318577045, 1638.0498967241333), (5810.7172985243706, 1638.0498967241333)]","['ddd88f05-3c4d-424d-a730-b3a7b1f5cfe0-002ee60b', 'd7b08c96-da47-4149-a316-c3410c89ae0f-00697b28', '332f53aa-2394-446e-a805-e9982aefbbb7-01362e0f', '332f53aa-2394-446e-a805-e9982aefbbb7-01362e0f', '332f53aa-2394-446e-a805-e9982aefbbb7-01362e0f', 'a25e501e-f1ab-437a-9216-86747a970cb4-00697d46', 'a25e501e-f1ab-437a-9216-86747a970cb4-00697d46', 'a25e501e-f1ab-437a-9216-86747a970cb4-00697d46', 'a25e501e-f1ab-437a-9216-86747a970cb4-00697d46', 'fe67e487-ff21-4a83-8bef-a92f04af7d64-002f50a0', 'fe67e487-ff21-4a83-8bef-a92f04af7d64-002f50a0', 'fe67e487-ff21-4a83-8bef-a92f04af7d64-002f50a0', 'fe67e487-ff21-4a83-8bef-a92f04af7d64-002f50a0']",102.02944043744355,"(5812.3717112877112, 1643.4354427175613)"
33,HP6100G,ASSOC. DEAN,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94fa,"[(5751.8006317461468, 1638.0498967241333), (5751.8006317461468, 1648.893646724134), (5733.7638696510185, 1648.893646724134), (5733.7638696510185, 1634.6228134304902), (5735.9044946510185, 1634.6228134304902), (5735.9044946510185, 1637.2530217638232), (5744.4256316903684, 1637.2530217638232), (5744.4256316903684, 1638.1332300971565), (5744.9901316903688, 1638.1332300971565), (5746.7172984685913, 1638.1332300971565), (5746.7172984685913, 1638.0498967241333)]","['8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94ee', 'a718f009-4012-4cb6-9481-31d74e3e502c-00962eed', 'a718f009-4012-4cb6-9481-31d74e3e502c-00962e55', 'a718f009-4012-4cb6-9481-31d74e3e502c-00962e8e', '7e555230-ff80-42a6-a364-082c52ffbb80-007da4c5', 'a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb']",209.52154756337404,"(5742.4165989015873, 1643.0382114629335)"
34,HP6100J,OFFICE,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94fc,"[(5762.2068817461459, 1648.893646724134), (5762.2068817461459, 1638.0498967241333), (5771.8006317461459, 1638.0498967241333), (5771.8006317461459, 1648.8936467241338)]","['05b4f4a9-df02-41b8-9feb-b3530870c14b-002f3a75', 'a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb', '96ba9027-1cab-446c-baf2-733630d98595-0076add2']",104.03222656343132,"(5767.0037567290165, 1643.4717717192441)"
35,HP6100H,OFFICE,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94fd,"[(5752.2068817461468, 1648.893646724134), (5752.2068817461468, 1638.0498967241333), (5761.8006317461459, 1638.0498967241333), (5761.8006317461459, 1648.893646724134)]","['8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94ee', 'a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb', '05b4f4a9-df02-41b8-9feb-b3530870c14b-002f3a75']",104.03222656436265,"(5757.0037567117533, 1643.4717717143312)"
36,HP6100N,OFFICE,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d94fe,"[(5817.4672984128129, 1648.9340637877165), (5817.4672984128129, 1638.0498967241333), (5827.0610484128129, 1638.0498967241333), (5827.0610484128129, 1640.8519800971569), (5827.0610484128129, 1648.922714972007)]","['ddd88f05-3c4d-424d-a730-b3a7b1f5cfe0-002ee60b', 'fe67e487-ff21-4a83-8bef-a92f04af7d64-002f50a0', '0f7e39f5-33d0-4430-a0c0-769a1bb0ea56-002f43f7', '0f7e39f5-33d0-4430-a0c0-769a1bb0ea56-002f43f7']",104.36553891468793,"(5822.2633393913611, 1643.4891435516547)"
37,HP6100V,RESOURCE CENTER,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9500,"[(5761.654798468594, 1612.456146763823), (5771.0192199266676, 1612.456146763823), (5771.0192199266676, 1631.9040633908005), (5762.2745901352637, 1631.9040633908005), (5761.654798468594, 1631.9040633908005)]","['21958d62-3273-46ac-b7c7-ea989ee8612c-00477d6e', 'b7033962-81ae-4c6f-8077-1382ad353b3c-0098c654', 'b7033962-81ae-4c6f-8077-1382ad353b3c-0098c5c2', 'b7033962-81ae-4c6f-8077-1382ad353b3c-0098c5c2', '07f62be8-345c-4fd5-b3fc-ddd2d4e5935e-0132f152']",182.11848777532578,"(5766.3370092099876, 1622.1801050807564)"
38,HP6100S,WORKRM/ STOR,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9509,"[(5839.4412567763975, 1631.8311467241338), (5826.7721256523409, 1631.8311467241338), (5826.7721256523409, 1621.336355097159), (5833.7527560394365, 1621.336355097159), (5833.8152560394374, 1621.336355097159), (5833.8152560394374, 1624.9978544012995), (5835.2735893727695, 1624.9978544012995), (5835.5392143727695, 1624.9978544012995), (5839.4412567763975, 1624.9978544012995)]","['2bd317df-d16d-403f-b2a8-bfed5c91708c-003bfaef', '6f3aee11-4150-43d8-8abd-e97f383a9d10-009c555b', 'edc42879-289b-4469-8daf-1596f5f79aa8-013064a9', 'edc42879-289b-4469-8daf-1596f5f79aa8-013064a9', 'edc42879-289b-4469-8daf-1596f5f79aa8-01306491', '29f74255-a5ee-4c5a-ae4c-192ee47fcc4d-015086d1', '29f74255-a5ee-4c5a-ae4c-192ee47fcc4d-015086d1', '29f74255-a5ee-4c5a-ae4c-192ee47fcc4d-015086d1', 'ff6ac58d-0681-4d9a-a622-82ca44653a2b-0157c673']",112.36029345914721,"(5832.4610643125789, 1627.2101424416755)"
39,HP6100R,BREAKROOM,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d950a,"[(5851.4568817461468, 1629.7478134304893), (5851.4568817461468, 1631.8311467241338), (5848.6652150794798, 1631.8311467241338), (5847.4777150794798, 1631.8311467241338), (5847.4777150794798, 1632.0342717241338), (5839.9308401097305, 1632.0342717241338), (5839.9308401097305, 1625.4041044012995), (5843.1550761789749, 1625.4041044012995), (5843.1550761789749, 1625.5291044012995), (5848.3217428456419, 1625.5291044012995), (5848.3217428456419, 1625.4041044012995), (5851.4568817461468, 1625.4041044012995)]","['fe67e487-ff21-4a83-8bef-a92f04af7d64-002f53b8', 'c713b5d1-ec78-4879-bbe2-b1859d409957-007abf94', 'c713b5d1-ec78-4879-bbe2-b1859d409957-007abf94', 'a83e5733-447c-485e-b2eb-e5ad46d359db-004783cc', 'edc42879-289b-4469-8daf-1596f5f79aa8-0130658d', 'edc42879-289b-4469-8daf-1596f5f79aa8-013065c1', 'edc42879-289b-4469-8daf-1596f5f79aa8-0130658d', 'fe67e487-ff21-4a83-8bef-a92f04af7d64-002f53b8']",74.965483056381345,"(5845.6527924325956, 1628.7125615486491)"
40,HP6100K,ASSIST. DEAN,1674267a-4f3b-4bd3-8bff-9fea2c8565c4-002e20b9,"[(5791.3006318019261, 1648.8936467241338), (5772.2068817461459, 1648.8936467241338), (5772.2068817461459, 1638.0498967241333), (5776.5506318577045, 1638.0498967241333), (5778.7172985243706, 1638.0498967241333), (5790.8390432044807, 1638.0498967241333), (5791.7277150794798, 1638.0498967241333), (5791.7277150794798, 1638.0956467241333), (5791.7277150794798, 1645.9248967241333), (5790.8486318019259, 1645.9248967241333), (5790.6964651352591, 1645.9248967241333), (5790.6964651352591, 1646.5290633907998), (5791.3006318019261, 1646.5290633907998)]","['96ba9027-1cab-446c-baf2-733630d98595-0076add2', 'a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb', 'a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb', 'a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb', 'a557aeab-c904-4d24-93d9-fccd32a24fa3-0048f6eb', 'a25e501e-f1ab-437a-9216-86747a970cb4-00697d48', 'a25e501e-f1ab-437a-9216-86747a970cb4-00697d48', 'e62882c7-82e2-4915-b8bf-6dc6a92f7ce5-01364606', 'e62882c7-82e2-4915-b8bf-6dc6a92f7ce5-01364606', 'e62882c7-82e2-4915-b8bf-6dc6a92f7ce5-01364606', 'd7b08c96-da47-4149-a316-c3410c89ae0f-006978d4']",210.04611561633646,"(5781.8939760484136, 1643.443215764197)"
41,HP6100E,DEAN'S CONFERENCE,1674267a-4f3b-4bd3-8bff-9fea2c8565c4-002e20bb,"[(5733.7638696510185, 1634.2165634304902), (5733.7638696510185, 1614.5498967381382), (5733.9152150794789, 1614.5498967381382), (5733.9152150794789, 1611.1664332221565), (5738.0506317461459, 1611.1664332221565), (5738.0506317461459, 1610.0394800971567), (5744.1964651352582, 1610.0394800971567), (5744.1964651352582, 1612.2582300971565), (5746.4360484685913, 1612.2582300971565), (5746.4360484685913, 1634.1436467381386), (5744.4256316903693, 1634.1436467381384), (5744.4256316903684, 1635.9030992672469), (5744.4256316903684, 1636.8467717638232), (5736.3107446510185, 1636.8467717638232), (5736.3107446510185, 1634.2165634304902)]","['711fbdc5-8304-4378-b982-9be32c9a5e72-00a6ae6c', '711fbdc5-8304-4378-b982-9be32c9a5e72-00a6ae4c', 'e62882c7-82e2-4915-b8bf-6dc6a92f7ce5-0136481e', '54ccdb0b-35d5-4c1b-aa13-0268f5773bf3-013bb827', '711fbdc5-8304-4378-b982-9be32c9a5e72-00a6adf0', '711fbdc5-8304-4378-b982-9be32c9a5e72-00a6addb', '96ba9027-1cab-446c-baf2-733630d98595-0076ac30', 'a718f009-4012-4cb6-9481-31d74e3e502c-00962ff9', 'a718f009-4012-4cb6-9481-31d74e3e502c-00963041', '7e555230-ff80-42a6-a364-082c52ffbb80-007da4c5', 'a718f009-4012-4cb6-9481-31d74e3e502c-00962e8e', 'a718f009-4012-4cb6-9481-31d74e3e502c-00962e55', 'a718f009-4012-4cb6-9481-31d74e3e502c-00962eed']",317.26144666504115,"(5740.1077887713136, 1623.3866022543129)"
42,HP6306,CONTROL,c82672cd-897e-4bd6-b9f0-6a0f1ffc6248-002ec24d,"[(5880.6339650794798, 1639.4769800574661), (5880.6339650794798, 1640.2373967881258), (5881.3006318019261, 1640.2373967881258), (5881.3006318019261, 1649.549896763823), (5869.2693817461468, 1649.549896763823), (5869.2693817461468, 1639.4769800574661), (5878.6808401910384, 1639.4769800574661), (5880.5870901910366, 1639.4769800574661)]","['05b4f4a9-df02-41b8-9feb-b3530870c14b-002f310b', 'e62882c7-82e2-4915-b8bf-6dc6a92f7ce5-0136445a', 'd08b5da5-aa0e-448a-a6c2-773470658486-0086f0cd', 'da7d0b64-e2ca-421f-aa79-d152d1c2721a-00bf86f3', '9c366077-349c-4b85-95f7-9501b769eaa4-0043bc1f', '7cbb3b65-3975-4b7e-9122-8d37a9f4dbdf-00426395', '7cbb3b65-3975-4b7e-9122-8d37a9f4dbdf-00426395', '7cbb3b65-3975-4b7e-9122-8d37a9f4dbdf-00426395']",120.68283515423536,"(5875.2611375649685, 1644.5329976234909)"
43,HP6318,CONTROL,c82672cd-897e-4bd6-b9f0-6a0f1ffc6248-002ec296,"[(5936.9958276625548, 1621.7685407440522), (5932.5402151352682, 1621.7685407440522), (5932.5402151352682, 1614.3832300854767), (5941.7532268590867, 1614.3832300854767), (5940.7812830934945, 1620.989410367242), (5937.1932222581981, 1621.7279125743405)]","['13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421bda', '13a8628c-074c-42d0-afb7-b8fe8ba4569a-00421be8', '6df96ad4-3f7c-473d-a602-98cc49cb16f1-00f3dbef', '9a124c40-6322-4365-ab43-fcc9292ffaf3-0043a97b', '9a124c40-6322-4365-ab43-fcc9292ffaf3-0043a97a', '9a124c40-6322-4365-ab43-fcc9292ffaf3-0043a97a']",62.598583241924644,"(5936.8213446780865, 1617.918566595873)"
