Index,Room Number,Room Name,Room Unique ID,Polygon Points,Touching Wall Unique IDs,Area,Centroid
11,HP6356,EXAM,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcbb8,"[(5923.7277151352582, 1450.5186467521437), (5913.3943818019343, 1450.5186467521437), (5913.3943818019343, 1438.5915634188102), (5923.7277151352582, 1438.5915634188102)]","['8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0a', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0c', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0b', '8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcb0d']",123.24652777984738,"(5918.5610484337203, 1444.5551050769768)"
12,HP6206,DEBRIEF,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcbc0,"[(5862.8422984685949, 1534.9561467638209), (5862.8527151352646, 1534.9561467638212), (5862.8527151352646, 1530.3103134304895), (5863.1094438474129, 1530.3103134304895), (5863.1094438474129, 1530.3676050971551), (5867.1094438474129, 1530.3676050971549), (5867.1094438474129, 1530.3103134304895), (5872.5261105140789, 1530.3103134304895), (5872.5261105140789, 1530.3676050971542), (5876.526110514078, 1530.3676050971542), (5876.526110514078, 1530.3103134304895), (5876.9360484686003, 1530.3103134304895), (5876.9360484686003, 1533.9665634024796), (5875.0506318019252, 1533.9665634024796), (5875.0506318019252, 1536.1332300691461), (5876.9360484685913, 1536.1332300691461), (5876.9360484685913, 1547.3103134304895), (5862.8527151352646, 1547.3103134304895), (5862.8527151352646, 1542.7894800971544), (5862.8422984685922, 1542.7894800971542)]","['19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', 'cee0e7eb-18d5-40ab-a558-9196c0eef5e0-0041b317', 'b9dda285-0bd3-4f53-b2a3-81de78d37a01-0132afbe', 'cee0e7eb-18d5-40ab-a558-9196c0eef5e0-0041b317', 'b9dda285-0bd3-4f53-b2a3-81de78d37a01-0132afbc', 'cee0e7eb-18d5-40ab-a558-9196c0eef5e0-0041b317', 'f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fc691', 'b7033962-81ae-4c6f-8077-1382ad353b3c-0098c87f', '19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00331006', '19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', '4043fff2-f7fd-471a-b8c6-15d27ce4dc7f-0135594d']",234.95486110914499,"(5869.7860437177414, 1538.892241372105)"
13,HP6204,DEBRIEF,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcbc2,"[(5862.9152151352646, 1552.2139590429701), (5862.8527151352646, 1552.2139590429701), (5862.8527151352646, 1547.7165634304895), (5876.9360484685913, 1547.7165634304895), (5876.9360484685913, 1554.7113546554522), (5876.9360484685913, 1558.9665634024796), (5875.0506318019252, 1558.9665634024796), (5875.0506318019252, 1561.1332300691461), (5876.9360484685913, 1561.1332300691461), (5876.9360484685913, 1564.6957300971549), (5876.8735484685913, 1564.6957300971549), (5876.526110514078, 1564.6957300971549), (5876.526110514078, 1564.6540634304918), (5872.5261105140789, 1564.6540634304918), (5872.5261105140789, 1564.6957300971549), (5867.1094438474129, 1564.6957300971549), (5867.1094438474129, 1564.6540634304918), (5863.1094438474129, 1564.6540634304915), (5863.1094438474129, 1564.6957300971549), (5862.8527151352646, 1564.6957300971549), (5862.8527151352646, 1560.2139590429701), (5862.9152151352646, 1560.2139590429701)]","['19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', '19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00331006', 'b7033962-81ae-4c6f-8077-1382ad353b3c-0098c87f', 'f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fc830', 'f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fc830', 'b5f9e4e1-0446-4f7b-90b2-e755a6b823aa-00716637', 'b5f9e4e1-0446-4f7b-90b2-e755a6b823aa-00716637', 'b9dda285-0bd3-4f53-b2a3-81de78d37a01-0132aff9', 'b5f9e4e1-0446-4f7b-90b2-e755a6b823aa-00716637', 'b9dda285-0bd3-4f53-b2a3-81de78d37a01-0132affb', 'b5f9e4e1-0446-4f7b-90b2-e755a6b823aa-00716637', '19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', '4d11996a-de13-4164-87f5-c86c7c3bef2a-0089d097']",234.20486111193895,"(5869.8030774333383, 1556.1270330820603)"
14,HP6340,DEBRIEF,8e7d43a9-a54b-4f51-a3ff-67e3eea2c904-002bcbc4,"[(5902.1330326554926, 1476.331146763823), (5902.1330326554926, 1476.2165634304893), (5906.6235484685985, 1476.2165634304893), (5906.6235484685985, 1484.01343841881), (5906.6235484685985, 1490.1331962836123), (5906.2902151352655, 1490.1331962836123), (5900.7902151352655, 1490.1331962836123), (5889.7068818019325, 1490.1331962836123), (5889.7068818019325, 1476.2165634304893), (5891.7120901352655, 1476.2165634304893), (5894.1330326554926, 1476.2165634304893), (5894.1330326554926, 1476.3311467638223)]","['f69586f3-7c89-4f69-89d7-3b26012c29aa-00341a2a', 'b5f9e4e1-0446-4f7b-90b2-e755a6b823aa-00717aae', 'b5f9e4e1-0446-4f7b-90b2-e755a6b823aa-00717aae', '33afc0de-f027-4dda-bf80-d356d9ea8ac9-00725fe1', '33afc0de-f027-4dda-bf80-d356d9ea8ac9-00725fe1', '33afc0de-f027-4dda-bf80-d356d9ea8ac9-00725fe1', 'fd29e48c-3341-4288-9db7-ad9becf4cbf8-008c718a', 'f69586f3-7c89-4f69-89d7-3b26012c29aa-00341a2a', 'f69586f3-7c89-4f69-89d7-3b26012c29aa-00341a2a', '5193ec19-821d-4ad9-b0fe-dcaee46535ed-00896ca9']",234.5063724340871,"(5898.1653409163728, 1483.2018554068477)"
15,HP6100P,OFFICE,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf744,"[(5827.4672984128129, 1648.9222344032635), (5827.4672984128129, 1641.0290634304902), (5828.883965079478, 1641.0290634304902), (5828.883965079478, 1638.0498967241333), (5837.0610484128129, 1638.0498967241333), (5837.0610484128129, 1648.910885587554)]","['0f7e39f5-33d0-4430-a0c0-769a1bb0ea56-002f43f7', '07f62be8-345c-4fd5-b3fc-ddd2d4e5935e-0132f0f1', '07f62be8-345c-4fd5-b3fc-ddd2d4e5935e-0132f0f2', 'fe67e487-ff21-4a83-8bef-a92f04af7d64-002f50a0', '0f7e39f5-33d0-4430-a0c0-769a1bb0ea56-002f443c']",100.03156459052116,"(5832.4358051371946, 1643.6496217091735)"
16,HP6367,SP DRESSING,38af3e36-96bc-49f2-843a-0ad7a3bc9150-002cc3bc,"[(5933.2172984685913, 1426.2061467521435), (5924.9464651352582, 1426.2061467521435), (5924.7068818019252, 1426.2061467521435), (5923.5402151352582, 1426.2061467521435), (5923.5402151352582, 1420.5498969026555), (5933.2172984685913, 1420.5498969026555)]","['becbf5fd-63ae-4023-bbaa-ce4f313ddbdf-00905b0d', 'becbf5fd-63ae-4023-bbaa-ce4f313ddbdf-00905b0d', 'becbf5fd-63ae-4023-bbaa-ce4f313ddbdf-00905b0d', 'dd24436d-91b4-41be-b02c-2dfa8ebecd25-009279eb', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e09f16', 'becbf5fd-63ae-4023-bbaa-ce4f313ddbdf-00905d9a']",54.736001148819923,"(5928.3787567595282, 1423.3780218172187)"
17,HP6210,PREBRIEF,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92ed,"[(5839.0297984685949, 1539.8832300971565), (5839.0297984685949, 1536.049896763823), (5839.0297984685949, 1536.0090248030938), (5839.107923468594, 1536.0090248030938), (5839.107923468594, 1534.529063430489), (5839.1183401352637, 1534.529063430489), (5839.1183401352637, 1518.159597284656), (5839.1183401352637, 1516.6540634304897), (5839.0297984685949, 1516.6540634304897), (5839.0297984685949, 1512.9144800971571), (5844.8631318019279, 1512.9144800971571), (5846.5714651352619, 1512.9144800971571), (5862.3422984685985, 1512.9144800971571), (5862.3422984685985, 1517.3832300930724), (5862.3422984685985, 1525.3832300930724), (5862.3422984685985, 1530.1071884304895), (5862.3422984685985, 1534.9561467638212), (5862.3422984685985, 1539.8832300971565), (5856.165215135261, 1539.8832300971565), (5856.165215135261, 1539.8519800971558), (5848.165215135261, 1539.8519800971574), (5848.165215135261, 1539.8832300971565)]","['8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92a4', '8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92a4', 'c2a38203-4229-4969-aa02-659941ecaadc-0110bc67', '9c6f6f19-e18c-4a4f-9ea3-ae2a28216739-008ca0a1', '9c6f6f19-e18c-4a4f-9ea3-ae2a28216739-008ca085', '8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92a4', 'f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fca48', 'f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fca48', 'f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fcc55', '19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', '19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', '19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', '19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', '19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', '3fe089f7-5942-4554-bcb7-963e483a3bbf-0042143b', 'c2a38203-4229-4969-aa02-659941ecaadc-0110bc35', '3fe089f7-5942-4554-bcb7-963e483a3bbf-0042143b']",626.76068010181189,"(5850.7169238629103, 1526.3938849537547)"
18,HP6212,PREBRIEF,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92ee,"[(5838.5454234685958, 1536.049896763823), (5838.6235484685949, 1536.049896763823), (5838.6235484685949, 1539.8832300971565), (5832.9204234685985, 1539.8832300971565), (5832.6652151352646, 1539.8832300971565), (5832.1111318019284, 1539.8832300971565), (5829.4620901352619, 1539.8832300971565), (5829.4620901352619, 1539.8519800971574), (5821.4620901352619, 1539.8519800971558), (5821.4620901352619, 1539.8832300971565), (5820.3943818019243, 1539.8832300971565), (5818.7589651352591, 1539.8832300971565), (5817.5454234685922, 1539.8832300971565), (5815.3318818019252, 1539.8832300971565), (5815.3318818019252, 1536.2582300691461), (5817.3422984685913, 1536.2582300691461), (5817.3422984685913, 1533.8415634024796), (5816.3110484685913, 1533.8415634024796), (5816.3110484685913, 1533.753021763823), (5816.3110484685913, 1517.3936467358126), (5817.3527151352582, 1517.3936467358126), (5817.3527151352582, 1512.9144800971571), (5822.373548472885, 1512.9144800971571), (5832.7902151352619, 1512.9144800971571), (5838.6235484685949, 1512.9144800971571), (5838.6235484685949, 1516.6540634304897), (5838.5454234685958, 1516.6540634304897)]","['8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92a4', '3fe089f7-5942-4554-bcb7-963e483a3bbf-0042143b', '35269b69-a512-4f25-a6eb-e383c4c40f62-013d2064', '35269b69-a512-4f25-a6eb-e383c4c40f62-013d2064', '9c6f6f19-e18c-4a4f-9ea3-ae2a28216739-008ca106', '35269b69-a512-4f25-a6eb-e383c4c40f62-013d2064', '35269b69-a512-4f25-a6eb-e383c4c40f62-013d2064', '35269b69-a512-4f25-a6eb-e383c4c40f62-013d2064', '35269b69-a512-4f25-a6eb-e383c4c40f62-013d2064', '7cf46370-ebf3-417d-88b5-440c677c61cf-00a6308d', '15e3dbc5-2797-4420-b650-f26cf454f480-00f78cdb', '15e3dbc5-2797-4420-b650-f26cf454f480-00f78cc0', '15e3dbc5-2797-4420-b650-f26cf454f480-00f78cae', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1dbe', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1dbe', '4cfaecb5-7d03-4714-9a58-14b65f03c30f-00ff35e9', '6aede852-635b-4815-be8a-feacc9cf6065-00f75c9e', 'f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fca48', 'f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fca48', 'f9a0c3c9-c8ed-43bf-80b7-e56a6762e93b-008fca48', '8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92a4', '9c6f6f19-e18c-4a4f-9ea3-ae2a28216739-008c92ec']",596.3664280064404,"(5827.4982524886291, 1526.5146208954727)"
19,HP6202A,SUPPLY/EQUIPMENT STORAGE,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92f9,"[(5862.3422984685985, 1540.393646763823), (5862.3422984685985, 1542.7894800971544), (5862.3422984685985, 1547.5134384304895), (5862.3422984685985, 1552.2139590429701), (5862.3422984685985, 1558.6228129887857), (5855.5297984685976, 1558.6228129887857), (5855.5297984685976, 1558.2998963221182), (5839.9256318019306, 1558.2998963221182), (5839.9256318019306, 1558.6228129887857), (5833.1756318019316, 1558.6228129887857), (5833.1756318019316, 1543.627193166825), (5833.1756318019316, 1540.393646763823), (5838.8266734685949, 1540.393646763823), (5848.165215135261, 1540.393646763823), (5856.165215135261, 1540.393646763823)]","['19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', '19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', '19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', '19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', '9f069b16-7bce-4262-b039-138e1d6c3199-004b4b9c', '9f069b16-7bce-4262-b039-138e1d6c3199-004b4bff', '9f069b16-7bce-4262-b039-138e1d6c3199-004b4bff', '3fe089f7-5942-4554-bcb7-963e483a3bbf-0042143b', '3fe089f7-5942-4554-bcb7-963e483a3bbf-0042143b', '3fe089f7-5942-4554-bcb7-963e483a3bbf-0042143b', '3fe089f7-5942-4554-bcb7-963e483a3bbf-0042143b']",526.64516940899193,"(5847.7592641284, 1549.422568001474)"
20,HP6202,MANIKIN PREP,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92fb,"[(5862.3422984685985, 1574.3832296554524), (5860.2277151257576, 1574.3832296554524), (5847.1131318019297, 1574.3832296554524), (5834.5299069755465, 1574.3832296554524), (5834.3112293514678, 1574.3832296554524), (5833.1756318019316, 1574.3832296554524), (5833.1756318019316, 1569.6416467358047), (5833.1756318019316, 1567.9769800971565), (5833.1756318019316, 1566.5455169994696), (5833.1756318019316, 1558.6228129887857), (5839.7277151352637, 1558.6228129887857), (5839.7277151352637, 1561.0082296554524), (5840.1235484685976, 1561.0082296554524), (5840.1235484685976, 1558.9040629887847), (5855.3318818019306, 1558.9040629887847), (5855.3318818019306, 1561.0082296554524), (5855.7277151352646, 1561.0082296554524), (5855.7277151352646, 1558.6228129887857), (5862.3422984685985, 1558.6228129887857), (5862.3422984685985, 1560.2139590429701), (5862.3422984685985, 1564.8988550971549)]","['8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92a1', '8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92a1', '8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92a1', '8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92a1', '8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92a1', '9f069b16-7bce-4262-b039-138e1d6c3199-004b4bff', '9f069b16-7bce-4262-b039-138e1d6c3199-004b4bff', '9f069b16-7bce-4262-b039-138e1d6c3199-004b4bff', '9f069b16-7bce-4262-b039-138e1d6c3199-004b4bff', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f999', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f999', '9f069b16-7bce-4262-b039-138e1d6c3199-004b4b9c', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f99a', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f99a', '19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', '19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77', '19aaaff1-0b69-4ccd-9cd3-be031c1d448d-00330f77']",453.51302083022892,"(5847.7593900123384, 1566.6038649579807)"
21,HP6308,MED,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9333,"[(5915.6496248489811, 1638.9561467638257), (5917.6652151222261, 1638.9561467638255), (5922.1339651352691, 1638.9561467638252), (5922.1339651352691, 1648.8936469026555), (5918.269381788893, 1648.8936469026555), (5918.269381788893, 1649.5498967638227), (5912.9672984685922, 1649.5498967638227), (5912.9672984685922, 1644.4978134547923), (5913.6945120102682, 1644.4978134547923), (5913.6945120102673, 1640.2790634547919), (5915.6496248489811, 1640.2790634547919)]","['6773639c-9b42-4945-ba92-0031657181cc-00422ed5', '6773639c-9b42-4945-ba92-0031657181cc-00422ed5', '9b155966-3b27-401d-b3a2-3666ac9f3937-0067bf7b', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a4d9', '2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a629', 'ad631e6d-9fe9-47de-bc33-75617e2452f3-01631b0e', 'c1b141f0-5e7f-4351-b8f6-aff8bd6d35eb-00af86ec', 'b56c871a-ca96-4fc6-bde7-c2a092e13fba-0165822f']",87.956816244870424,"(5917.7521769516979, 1644.3617996745297)"
22,HP6323,LINEN,8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d9335,"[(5912.5402151353073, 1585.7009384188088), (5912.5402151353064, 1566.2165634304893), (5922.7277151352591, 1566.2165634304893), (5922.7277151352591, 1585.7009384188088), (5915.2172984685913, 1585.7009384188088), (5915.2172984685913, 1583.9665634304895), (5913.0506318019252, 1583.9665634304895), (5913.0506318019252, 1585.7009384188088)]","['8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d92fc', '8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d935c', '8a8ed395-d2d4-4bca-9433-fa2bac1c2409-002d930e', '7fb47d1a-a908-4862-8e8f-c6bf89a1abfe-00f5ca14', '7fb47d1a-a908-4862-8e8f-c6bf89a1abfe-00f5ca14']",194.73925771471113,"(5917.7015033918124, 1575.7874932930549)"
