vi,vi Room Number,vi Room Name,vi Room Unique ID,vj,vj Room Number,vj Room Name,vj Room Unique ID,Wall Unique ID
2,HP4140E,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a0,53,HP4140J,STAFF OFFICE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52ca,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2
2,HP4140E,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a0,66,HP4140F,STAFF OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca92,a045cbcc-5edf-4c28-9d40-49ae37617c41-003b98aa
2,HP4140E,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a0,66,HP4140F,STAFF OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca92,69ace270-057b-4162-b604-67b7553bd454-01401c34
2,HP4140E,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a0,66,HP4140F,STAFF OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca92,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2
2,HP4140E,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a0,83,HP4140G,STAFF OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d85e,69ace270-057b-4162-b604-67b7553bd454-01401c34
2,HP4140E,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a0,83,HP4140G,STAFF OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d85e,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2
2,HP4140E,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a0,135,HP-C41E,ADMIN CORR.,8df684a3-eb47-49ac-8d34-df8266b25986-004ce716,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b4e9a
2,HP4140E,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a0,152,HP-C41F,ADMIN CORR.,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089b131,a045cbcc-5edf-4c28-9d40-49ae37617c41-003b98aa
3,HP4140H,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a6,7,HP4140D,STAFF OFFICE,8a8fbecc-27a0-454f-b487-b9ad6dd89786-002cc8c2,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3ae
3,HP4140H,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a6,7,HP4140D,STAFF OFFICE,8a8fbecc-27a0-454f-b487-b9ad6dd89786-002cc8c2,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2
3,HP4140H,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a6,21,HP4140C,STAFF OFFICE,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b9,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c6
3,HP4140H,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a6,21,HP4140C,STAFF OFFICE,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b9,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3ae
3,HP4140H,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a6,21,HP4140C,STAFF OFFICE,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b9,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2
3,HP4140H,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a6,22,HP4140B,RESOURCE CENTER,23e6edb3-00b6-4ba6-9b12-c0d77cf20336-00327b99,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c6
3,HP4140H,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a6,22,HP4140B,RESOURCE CENTER,23e6edb3-00b6-4ba6-9b12-c0d77cf20336-00327b99,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2
3,HP4140H,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a6,52,HP4130C,TOILET,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c7,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c9
3,HP4140H,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a6,53,HP4140J,STAFF OFFICE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52ca,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c6
3,HP4140H,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a6,53,HP4140J,STAFF OFFICE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52ca,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c9
3,HP4140H,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a6,53,HP4140J,STAFF OFFICE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52ca,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2
3,HP4140H,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a6,66,HP4140F,STAFF OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca92,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2
3,HP4140H,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a6,83,HP4140G,STAFF OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d85e,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3ae
3,HP4140H,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a6,83,HP4140G,STAFF OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d85e,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2
3,HP4140H,STAFF OFFICE,d2bccdad-4552-456d-9e21-587d346423c8-002bf6a6,153,HP5226,ADMIN CORR.,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089b134,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52c9
4,HP4310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1c,5,HP4312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006409a3
4,HP4310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1c,5,HP4312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006409bb
4,HP4310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1c,5,HP4312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a01e
4,HP4310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1c,146,HP4310A,AV CLO.,7d318c75-447d-4ef8-9c1f-27c12d2df25a-006b73cd,e1ca5255-0d85-472b-baeb-df68c8a9f560-00c45976
4,HP4310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1c,146,HP4310A,AV CLO.,7d318c75-447d-4ef8-9c1f-27c12d2df25a-006b73cd,cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006409ba
4,HP4310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1c,146,HP4310A,AV CLO.,7d318c75-447d-4ef8-9c1f-27c12d2df25a-006b73cd,cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006409bb
4,HP4310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1c,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,968ad56d-3f5c-43e9-a86f-49b8b9d7af57-010fbf5e
4,HP4310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1c,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,cfa45ead-368d-42df-b8e8-f092f35da194-014edf00
4,HP4310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1c,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006409bb
5,HP4312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,146,HP4310A,AV CLO.,7d318c75-447d-4ef8-9c1f-27c12d2df25a-006b73cd,cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006409bb
5,HP4312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,d42620e4-bbcc-4627-a860-2916fa27ecb2-0162d93e
5,HP4312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,d42620e4-bbcc-4627-a860-2916fa27ecb2-0162d921
5,HP4312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,cdb70bec-b690-4ac2-a4e5-ad9b4528aa1c-006409bb
5,HP4312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,e1ca5255-0d85-472b-baeb-df68c8a9f560-00c462f3
5,HP4312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,161,HP4005,COLLAB,4f3ff57c-08dc-4a37-9347-9ef8d0602b44-00b894f5,d42620e4-bbcc-4627-a860-2916fa27ecb2-0162d93e
5,HP4312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,163,HP4312A,AV CLO,e1ca5255-0d85-472b-baeb-df68c8a9f560-00c46424,d42620e4-bbcc-4627-a860-2916fa27ecb2-0162d93e
5,HP4312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,163,HP4312A,AV CLO,e1ca5255-0d85-472b-baeb-df68c8a9f560-00c46424,e1ca5255-0d85-472b-baeb-df68c8a9f560-00c46379
5,HP4312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfe1f,163,HP4312A,AV CLO,e1ca5255-0d85-472b-baeb-df68c8a9f560-00c46424,4cc0f7d9-00bb-4068-bc87-64a71e9e1898-00ca22f6
6,HP4202,ADL CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c18fb,10,HP4210,ADL STORAGE,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624b,775a8367-8cb6-431f-8b71-08852f24c19b-0065a2bd
6,HP4202,ADL CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c18fb,11,HP4204,ANATOMY CLASS LAB,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624c,6aede852-635b-4815-be8a-feacc9cf6065-00f75f57
6,HP4202,ADL CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c18fb,11,HP4204,ANATOMY CLASS LAB,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624c,775a8367-8cb6-431f-8b71-08852f24c19b-0065a2cd
6,HP4202,ADL CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c18fb,13,HP4208,ANATOMY / SPEECH STORAGE,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624f,6aede852-635b-4815-be8a-feacc9cf6065-00f75f57
6,HP4202,ADL CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c18fb,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,775a8367-8cb6-431f-8b71-08852f24c19b-0065a2d1
6,HP4202,ADL CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c18fb,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,6523fcdb-7bd4-4f2d-8f1d-0280e26e6ccd-006b4305
6,HP4202,ADL CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c18fb,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ba
6,HP4202,ADL CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c18fb,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,775a8367-8cb6-431f-8b71-08852f24c19b-0065a2cd
7,HP4140D,STAFF OFFICE,8a8fbecc-27a0-454f-b487-b9ad6dd89786-002cc8c2,21,HP4140C,STAFF OFFICE,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b9,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b4e9a
7,HP4140D,STAFF OFFICE,8a8fbecc-27a0-454f-b487-b9ad6dd89786-002cc8c2,21,HP4140C,STAFF OFFICE,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b9,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3ae
7,HP4140D,STAFF OFFICE,8a8fbecc-27a0-454f-b487-b9ad6dd89786-002cc8c2,21,HP4140C,STAFF OFFICE,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b9,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2
7,HP4140D,STAFF OFFICE,8a8fbecc-27a0-454f-b487-b9ad6dd89786-002cc8c2,22,HP4140B,RESOURCE CENTER,23e6edb3-00b6-4ba6-9b12-c0d77cf20336-00327b99,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2
7,HP4140D,STAFF OFFICE,8a8fbecc-27a0-454f-b487-b9ad6dd89786-002cc8c2,53,HP4140J,STAFF OFFICE,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b52ca,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2
7,HP4140D,STAFF OFFICE,8a8fbecc-27a0-454f-b487-b9ad6dd89786-002cc8c2,66,HP4140F,STAFF OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca92,69ace270-057b-4162-b604-67b7553bd454-01401c34
7,HP4140D,STAFF OFFICE,8a8fbecc-27a0-454f-b487-b9ad6dd89786-002cc8c2,66,HP4140F,STAFF OFFICE,4a653e06-fb9a-4797-9441-327d6da0ffac-0044ca92,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2
7,HP4140D,STAFF OFFICE,8a8fbecc-27a0-454f-b487-b9ad6dd89786-002cc8c2,83,HP4140G,STAFF OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d85e,69ace270-057b-4162-b604-67b7553bd454-01401c34
7,HP4140D,STAFF OFFICE,8a8fbecc-27a0-454f-b487-b9ad6dd89786-002cc8c2,83,HP4140G,STAFF OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d85e,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3ae
7,HP4140D,STAFF OFFICE,8a8fbecc-27a0-454f-b487-b9ad6dd89786-002cc8c2,83,HP4140G,STAFF OFFICE,7d28afc0-14ff-4e4b-a1a6-46e8b8ac765e-0044d85e,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c3b2
7,HP4140D,STAFF OFFICE,8a8fbecc-27a0-454f-b487-b9ad6dd89786-002cc8c2,135,HP-C41E,ADMIN CORR.,8df684a3-eb47-49ac-8d34-df8266b25986-004ce716,7ef0643c-3fdb-41b8-af0f-9d8ee06d00a0-003b4e9a
8,HP4304,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6248,9,HP4308,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6249,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be
8,HP4304,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6248,24,HP4306,SEMINAR,b3065094-86ab-4d77-9287-663e2d01caf4-0032d149,775a8367-8cb6-431f-8b71-08852f24c19b-0065a35d
8,HP4304,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6248,24,HP4306,SEMINAR,b3065094-86ab-4d77-9287-663e2d01caf4-0032d149,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be
8,HP4304,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6248,59,HP-ST-402,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35bb,1e0d3506-ffd0-43ce-8e2e-92265945e102-0132fa20
8,HP4304,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6248,59,HP-ST-402,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35bb,e4ff15b1-0f15-4cb9-a744-cf23617afa38-00c45959
8,HP4304,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6248,60,HP-ST-401,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35be,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be
8,HP4304,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6248,144,HP4304A,AV CLO.,7d318c75-447d-4ef8-9c1f-27c12d2df25a-006b729e,775a8367-8cb6-431f-8b71-08852f24c19b-0065a38d
8,HP4304,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6248,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,775a8367-8cb6-431f-8b71-08852f24c19b-0065a38d
9,HP4308,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6249,24,HP4306,SEMINAR,b3065094-86ab-4d77-9287-663e2d01caf4-0032d149,9b1c70ee-44e3-4db4-a0e2-9e766c6b7614-00aefa0a
9,HP4308,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6249,24,HP4306,SEMINAR,b3065094-86ab-4d77-9287-663e2d01caf4-0032d149,775a8367-8cb6-431f-8b71-08852f24c19b-0065a38c
9,HP4308,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6249,24,HP4306,SEMINAR,b3065094-86ab-4d77-9287-663e2d01caf4-0032d149,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be
9,HP4308,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6249,60,HP-ST-401,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35be,2505e531-8f08-4ad6-b7c7-0c6a553e6561-00e0a1be
9,HP4308,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6249,60,HP-ST-401,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e35be,470d7d4b-ede5-4327-9478-12c9346ba111-009a26b1
9,HP4308,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6249,143,HP4308A,AV CLO.,7d318c75-447d-4ef8-9c1f-27c12d2df25a-006b729b,4549bd0a-0da3-41be-a3f0-4b2db6693c2a-01263a9f
9,HP4308,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6249,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,7d318c75-447d-4ef8-9c1f-27c12d2df25a-006b6a4d
9,HP4308,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6249,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,775a8367-8cb6-431f-8b71-08852f24c19b-0065a3d3
9,HP4308,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6249,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,9b1c70ee-44e3-4db4-a0e2-9e766c6b7614-00aefa0a
9,HP4308,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6249,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,775a8367-8cb6-431f-8b71-08852f24c19b-0065a3b9
9,HP4308,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6249,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,7d318c75-447d-4ef8-9c1f-27c12d2df25a-006b6a4b
9,HP4308,CLASSROOM,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6249,164,HP4306A,AV CLO.,e1ca5255-0d85-472b-baeb-df68c8a9f560-00c464bb,9b1c70ee-44e3-4db4-a0e2-9e766c6b7614-00aefa0a
10,HP4210,ADL STORAGE,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624b,13,HP4208,ANATOMY / SPEECH STORAGE,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624f,b82bc106-82e0-4351-859a-1f2984243def-012e8b87
10,HP4210,ADL STORAGE,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624b,149,HP5221,WEST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af07,776f8b2c-05f4-4da4-94ea-3b71607b9542-006b57ab
10,HP4210,ADL STORAGE,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624b,149,HP5221,WEST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af07,775a8367-8cb6-431f-8b71-08852f24c19b-0065a312
11,HP4204,ANATOMY CLASS LAB,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624c,13,HP4208,ANATOMY / SPEECH STORAGE,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624f,6aede852-635b-4815-be8a-feacc9cf6065-00f75f57
11,HP4204,ANATOMY CLASS LAB,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624c,13,HP4208,ANATOMY / SPEECH STORAGE,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624f,775a8367-8cb6-431f-8b71-08852f24c19b-0065a2be
11,HP4204,ANATOMY CLASS LAB,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624c,14,HP4206,ANATOMAGE,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6251,0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4dea
11,HP4204,ANATOMY CLASS LAB,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624c,14,HP4206,ANATOMAGE,3361b7f5-cad0-4606-9350-5b0507f4d788-002d6251,775a8367-8cb6-431f-8b71-08852f24c19b-0065a2be
11,HP4204,ANATOMY CLASS LAB,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624c,145,HP3302J,TRASH+RE,7d318c75-447d-4ef8-9c1f-27c12d2df25a-006b72d5,775a8367-8cb6-431f-8b71-08852f24c19b-0065a2d0
11,HP4204,ANATOMY CLASS LAB,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624c,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,775a8367-8cb6-431f-8b71-08852f24c19b-0065a2cc
11,HP4204,ANATOMY CLASS LAB,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624c,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,775a8367-8cb6-431f-8b71-08852f24c19b-0065a2ce
11,HP4204,ANATOMY CLASS LAB,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624c,150,HP4002,EAST ATRIUM,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af0a,775a8367-8cb6-431f-8b71-08852f24c19b-0065a2cd
11,HP4204,ANATOMY CLASS LAB,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624c,151,HP-C40B,PUBLIC CORR.,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af24,6111eef3-eaef-4d79-909c-99c8780c71ee-00d07b34
11,HP4204,ANATOMY CLASS LAB,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624c,151,HP-C40B,PUBLIC CORR.,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af24,f2d09e72-5dab-4442-bb45-987f0596928b-00ad557e
11,HP4204,ANATOMY CLASS LAB,3361b7f5-cad0-4606-9350-5b0507f4d788-002d624c,151,HP-C40B,PUBLIC CORR.,1192b38b-86e4-4f47-ae4d-0e23108f4710-0089af24,0a183aa1-55c5-49e1-8e95-5412d163ff62-006b4dea
