vi,vj,wall_id
22,28,de85f43c-a6ad-44cf-a104-ff674e3be26b-010a9f5d
23,26,603835e4-19fa-4d1a-ab9f-2d7bed12e4d4-00e6476b
23,27,e2b1666c-928c-4f3a-832e-7eda99205d2a-012d09cd
23,28,89f38047-6600-4bd9-8e99-c57729f9c3b0-00d6c563
23,29,4f1a2a47-1d82-46da-8ed4-4126fd40997f-00c4bd2f
23,29,4f1a2a47-1d82-46da-8ed4-4126fd40997f-00c4bd67
23,29,29e115ad-119c-4d40-89a7-c4a3e7cfc2ce-006ba000
23,30,b2ed2eea-6133-496d-acb2-21bce192bf9f-0116ea67
23,30,29e115ad-119c-4d40-89a7-c4a3e7cfc2ce-006ba1f7
23,30,b2ed2eea-6133-496d-acb2-21bce192bf9f-0116ea9e
23,31,4f1a2a47-1d82-46da-8ed4-4126fd40997f-00c4b44c
23,34,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ca3d
23,34,f1a6daf7-5740-403a-b05c-050e65a0a112-010efddc
23,37,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062cabb
23,38,e8b432d5-2bab-402f-9020-dfe3c3bddb26-0146e16e
23,38,e8b432d5-2bab-402f-9020-dfe3c3bddb26-0146e16a
23,39,b31c9b46-fc92-4a5f-90f9-ebf5ed835742-01791e55
23,40,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062b9ec
23,42,29e115ad-119c-4d40-89a7-c4a3e7cfc2ce-006b9f30
23,42,e1ca5255-0d85-472b-baeb-df68c8a9f560-00c45d31
23,43,4f1a2a47-1d82-46da-8ed4-4126fd40997f-00c4b44c
24,39,49f377ef-3fb4-4378-a742-79bdc2e6528c-0116a739
25,39,9412eb47-2378-4f6f-9253-1d98a34386a3-00ab1100
25,39,a3573027-fdce-4375-9f22-9c2abd5d1dfe-00ca3f65
31,43,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ca43
31,43,4f1a2a47-1d82-46da-8ed4-4126fd40997f-00c4b4c2
31,43,4f1a2a47-1d82-46da-8ed4-4126fd40997f-00c4b44c
32,39,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c93c
33,34,646ed50c-cc6e-4d8a-b7f9-35555ffc898e-006bd7e9
33,41,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ca2c
33,41,646ed50c-cc6e-4d8a-b7f9-35555ffc898e-006bd7e9
33,41,a827fb23-d91e-4100-adc6-28e1b4f91050-006d82a7
34,41,646ed50c-cc6e-4d8a-b7f9-35555ffc898e-006bd7e9
35,39,13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8b9
35,39,ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006bf231
35,39,ee8bdae8-db2e-4ed6-bfeb-343c4ce45453-00add076
36,39,f1f0075a-d94a-4880-a2f1-ff47275c94b0-0115f1eb
39,44,6feace36-8474-403c-b101-8f39ae5cb981-00bf14ab
39,44,57774907-b919-4348-9331-56242cc49903-0131f77e
