Index,Room Number,Room Name,Room Unique ID,Polygon Points,Touching Wall Unique IDs,Area,Centroid,Level,Degree Centrality,Closeness Centrality,Betweenness Centrality,PageRank,Clustering,Core Number,Program Amplifier,Initial Circulation Index,Circulation Index,Occupancy,Isovist Area,Perimeter,Compactness,Circularity,Convex Deficiency,Occlusivity,Skewness,Dispersion,Elongation,Incident Radiation,Sunlight Hours,Daylight Factor,Standard Effective Temperature,Predicted Mean Vote,Comfort Acceptance,Subject Condition
37,HP2302,CLASSROOM,2c3aeebf-9efc-49ce-bebf-10c0ab60929a-003143e6,"[(5915.9360484685913, 1620.7059852733039), (5915.9360484685913, 1620.2997352733039), (5914.9256318019252, 1620.2997352733039), (5914.9256318019252, 1614.3051305966173), (5914.9256318019252, 1614.2998967638225), (5915.7225068019261, 1614.2998967638225), (5916.3122452885436, 1614.2998967638225), (5916.3122452885436, 1614.0969357941372), (5921.0289952885632, 1614.0969357941372), (5921.5309952885636, 1614.0969357941372), (5921.5309952885636, 1614.2998967638225), (5923.6183402475845, 1614.2998967638225), (5923.6547985809175, 1614.2998967638225), (5953.9670697943493, 1614.2998967638225), (5953.9670697943493, 1613.9249310610562), (5957.2068818019261, 1613.9249310610562), (5957.2068818019261, 1614.2998967638225), (5961.2172984685913, 1614.2998967638225), (5961.4047985809202, 1614.2998967638225), (5961.4047985809202, 1648.8207300971565), (5917.34229845556, 1648.8207300971567), (5915.5630015936013, 1648.8207300971567), (5915.5630015936022, 1640.4405013649625), (5915.5630015936022, 1638.133230097156), (5915.5630015936022, 1635.6957300971558), (5913.4796682602573, 1635.6957300971558), (5913.4796682602573, 1620.7059852733039), (5914.7225068019252, 1620.7059852733039)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ca1c', '5315a575-aab2-4b2c-a8b7-18a50f9583b0-015ec48a', '5315a575-aab2-4b2c-a8b7-18a50f9583b0-015ec48a', 'e8b8df7c-5c36-45f5-bab0-7373b9a81f82-0095dd44', 'e8b8df7c-5c36-45f5-bab0-7373b9a81f82-0095dd44', 'e8b8df7c-5c36-45f5-bab0-7373b9a81f82-0095dd44', 'e8b8df7c-5c36-45f5-bab0-7373b9a81f82-0095dd00', 'e8b8df7c-5c36-45f5-bab0-7373b9a81f82-0095dd00', '59fc81d5-d308-4a06-a34b-9c4ad412e942-0108303c', 'e8b8df7c-5c36-45f5-bab0-7373b9a81f82-0095dd00', 'e8b8df7c-5c36-45f5-bab0-7373b9a81f82-0095dd00', '604aa3cc-8eb3-4140-aeaa-9085c91d3aca-0064aca7', 'f94bffca-4d9f-4ffb-a9e3-1525752cab10-0064a3c9', 'f94bffca-4d9f-4ffb-a9e3-1525752cab10-0064a3c9', 'c721b042-996e-4665-9cb8-4e6eac0d685c-0107017a', 'c1b141f0-5e7f-4351-b8f6-aff8bd6d35eb-00af8464', 'c1b141f0-5e7f-4351-b8f6-aff8bd6d35eb-00af8464', 'c1b141f0-5e7f-4351-b8f6-aff8bd6d35eb-00af8489', 'c65a312b-6a67-4c28-8846-c250deccd216-00aabd4d', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ca1c', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ca1c']",1619.672255,"(5937.9691743865897, 1631.4384646781898)",2,0.003194888,0.027899915,0,0.001017996,1,2,4,0.30642256,0.428991584,809,148.814474,50.287006,0.739509,0.973307,0.984084,4.577201,-26.108378,-345.933729,0.759459,63.821992,186.490683,1.50E-07,30.613553,0.25105,0.117466,0.060616
38,HP2312,CLASSROOM,a6083ce5-39cd-4e7d-a6ab-a06e6cb67850-0032e526,"[(5961.4881319142542, 1421.1957302359888), (5961.4881319142542, 1442.2373967722103), (5915.7120901352582, 1442.2373967722103), (5915.7120901352582, 1437.0498967722103), (5916.8839651352573, 1437.0498967722103), (5916.8839651352573, 1431.4457302359892), (5915.2172984685913, 1431.4457302359892), (5913.6131318019243, 1431.4457302359892), (5913.6131318019243, 1429.63325052032), (5913.6131318019243, 1421.195730235989)]","['41b1ec91-5591-4404-a14c-3130dbe397f0-00615658', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062cabd', 'a4e8c7b5-601e-4ef7-a803-7b2486e5a296-00f3c747', 'a79049a4-3822-40a3-a577-2236508140a4-013107b8', 'a79049a4-3822-40a3-a577-2236508140a4-01310838', '4f1a2a47-1d82-46da-8ed4-4126fd40997f-00c4bc0a', '4f1a2a47-1d82-46da-8ed4-4126fd40997f-00c4bc0a', '296640f8-b807-4b67-af8d-0ea7d8abda1f-01400270', '2db0bc48-0c04-4974-94ca-573e613a5ad5-00b1120a', '89d456dc-a3be-4f6b-9a25-cc4e052255a0-008a4c0e']",978.1511467,"(5938.2233463595585, 1431.5808877581951)",2,0.003194888,0.027899915,0,0.001029806,1,2,4,0.306424922,0.428994891,489,90.151131,41.784636,0.648855,0.897638,0.981008,5.009321,567.364162,-554.436018,0.616075,87.707561,195.08046,0,30.701608,0.288216,0.119863,0.071461
39,HP2303,RECEIVING/LOADING,9636b62e-8b9e-43fa-a4a9-f3405902d751-003de88b,"[(5912.9516734685922, 1574.7478134048054), (5915.5037313024632, 1574.7478134048054), (5915.5350068019497, 1574.7478134048054), (5915.7120901352582, 1574.7478134048054), (5946.8527151352591, 1574.7478134048051), (5946.8527151352591, 1581.9665634024711), (5928.4047985809175, 1581.9665634024711), (5922.29021513526, 1581.9665634024711), (5912.9516734685922, 1581.9665634024711)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062b9f8', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062b9f8', 'e40b7840-2ad8-4fa4-a5c6-ec934b4a32e4-00cf0099', 'e40b7840-2ad8-4fa4-a5c6-ec934b4a32e4-00cf0099', '997f978f-11d7-4ad4-a288-81baf6c39079-014cabac', '646ed50c-cc6e-4d8a-b7f9-35555ffc898e-006bd7e9', '646ed50c-cc6e-4d8a-b7f9-35555ffc898e-006bd7e9', '646ed50c-cc6e-4d8a-b7f9-35555ffc898e-006bd7e9', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ca3d']",244.7231445,"(5929.9021943172711, 1578.3571884077194)",2,0.00798722,0.029353035,0.000154633,0.002056493,0.6,3,0,0.367910276,0.367910276,81,22.716906,24.897966,0.460502,0.709401,1,0.835634,1263.308537,-425.928199,0.415415,0,0,0,30.23496658,0.106937725,0.119940072,0.029600664
40,HP2000,STUDENT SEATING,ea5714f3-e810-429c-be28-aabd4f4838cc-003df21c,"[(5756.5506522250953, 1591.3535641586625), (5733.8631317461441, 1591.3535641586625), (5733.8631317461441, 1573.1540838536525), (5750.5714651352646, 1573.1540838536525), (5750.5714651352646, 1574.2790838536525), (5751.9047984685976, 1574.2790838536525), (5754.9828775459719, 1574.2790838536525), (5756.029778045433, 1574.2790838536525), (5756.5506522250953, 1574.2790838536525), (5756.5506522250953, 1574.6040005203192), (5756.5506522250953, 1583.3832300971562), (5755.1652151352591, 1583.3832300971562), (5755.1652151352591, 1586.8519800971574), (5756.5506522250953, 1586.8519800971574)]","['a769d705-af9d-495e-9ada-cef16fc3d2c0-010abdf0', '3341fc7e-b2da-48ca-98cd-e68a4e2ddc82-0107a18c', 'c39e51ab-a1fc-4b72-94a9-4cf41ea61a44-013cb592', '4cbb9cb7-cecb-4136-934e-ea8016701611-013c950e', '4cbb9cb7-cecb-4136-934e-ea8016701611-013c950e', '4cbb9cb7-cecb-4136-934e-ea8016701611-013c950e', '0ace7698-5a34-4882-baba-32ca4046422e-015f05b0', '85f4bc66-60de-449d-ac3c-e5107f797994-01714959']",401.3687617,"(5744.9393547263226, 1582.3626115034142)",2,0.004792332,0.018785942,5.11E-06,0.001539727,0.333333333,2,5,0.238357956,0.238357956,133,214.049619,190.038769,0.07448,0.659823,0.294581,111.202291,105229.44,-1358.536537,0.19157,22.705978,162.54878,0.000322,30.48156,0.201571,0.118151,0.048973
41,HP2001C,CAFE STOR,ea5714f3-e810-429c-be28-aabd4f4838cc-003df21f,"[(5787.7068818019279, 1597.1019647182193), (5778.8318818019261, 1597.1019647182193), (5778.8318818019261, 1588.064413726707), (5779.6443818019234, 1588.064413726707), (5779.6443818019234, 1586.1332300691461), (5779.6443818019234, 1583.7894800971562), (5786.5367879562327, 1583.7894800971562), (5786.748548468594, 1583.7894800971562), (5786.748548468594, 1592.6228135213664), (5787.7068818019279, 1592.6228135213664)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c93c', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c93e', '03632559-ef34-4ea6-8f57-96d40a1de51b-015e01e3', '03632559-ef34-4ea6-8f57-96d40a1de51b-015e0202', '03632559-ef34-4ea6-8f57-96d40a1de51b-015e0202', '0ace7698-5a34-4882-baba-32ca4046422e-015f05b0', '0ace7698-5a34-4882-baba-32ca4046422e-015f05b0', '8813f50f-e142-4464-a967-9e52681a24ec-0172c2ea', '8813f50f-e142-4464-a967-9e52681a24ec-0172c381', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c93d']",106.2096396,"(5783.0857231921109, 1590.7720023034183)",2,0.004792332,0.024937092,6.47E-05,0.001503094,0.666666667,2,1,0.27292611,0.27292611,35,9.850834,13.363919,0.693131,0.948613,0.947292,0.496873,2.033588,-132.587733,0.69189,0,0,0,30.23495051,0.10693349,0.120053083,0.029549957
42,HP-ST-201,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e3677,"[(5915.9672984685913, 1500.93531341881), (5915.9672984685913, 1492.2380335868095), (5918.1756318019461, 1492.2380335868095), (5920.3110484685958, 1492.2380335868095), (5920.3110484685958, 1492.6957300971558), (5922.2172984685913, 1492.6957300971558), (5922.2172984685913, 1492.2380335868095), (5922.2172984685922, 1492.0192835868095), (5922.2172984685922, 1490.1019800854767), (5958.6131319142542, 1490.1019800854767), (5958.6131319142542, 1494.0290634305009), (5959.1131319142451, 1494.0707300971676), (5959.1131319142451, 1501.0290634305009), (5958.6131319142542, 1501.0707300971674), (5958.6131319142542, 1502.1228134304893), (5958.1443818019243, 1502.1228134304893), (5958.1443818019243, 1502.6156050971558), (5958.1443818019243, 1503.3103134188088), (5955.3110484685913, 1503.3103134188088), (5955.3110484685913, 1505.351980085477), (5924.9672984685922, 1505.351980085477), (5924.9672984685922, 1502.68531341881), (5922.2172984685922, 1502.68531341881), (5922.2172984685922, 1500.7582300971558), (5922.0402151352582, 1500.7582300971558), (5922.0402151352582, 1500.4040634304893), (5921.9985484685922, 1500.4040634304893), (5920.2172984685922, 1500.4040634304893), (5920.2172984685922, 1500.93531341881)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062cabb', '5b57df92-abca-4005-84e6-2e7ab6f7ccf9-00710908', '32ed4af7-c32e-4d1c-a323-1227f4cf2156-0107b93e', '32ed4af7-c32e-4d1c-a323-1227f4cf2156-0107b872', '2b1a27b8-ab90-4db2-a08e-3e86ef83a821-0116f055', '2b1a27b8-ab90-4db2-a08e-3e86ef83a821-0116ef9a', '769fb567-b175-41e7-a14a-f86ba298ee57-0116cee1', '2a7b3dbe-d8d0-439c-9c5f-8ba4fad0e97d-017123d6', 'e319ca29-608b-4b28-b75b-ee041ac428b5-013270f6', '9a71684b-a180-4163-983e-f46829ea9aea-0165897b', 'ade30077-1f6d-4100-ab7b-e06ebd0017bc-0175fe9c', 'ade30077-1f6d-4100-ab7b-e06ebd0017bc-0175fe69', 'ade30077-1f6d-4100-ab7b-e06ebd0017bc-0175fe69', 'ade30077-1f6d-4100-ab7b-e06ebd0017bc-0175fd3e', 'ade30077-1f6d-4100-ab7b-e06ebd0017bc-0175fd58', 'd6529672-62ca-4b81-a1fa-0d961a35c7af-0103744e', 'd6529672-62ca-4b81-a1fa-0d961a35c7af-01038368', 'd6529672-62ca-4b81-a1fa-0d961a35c7af-01038412', '5b57df92-abca-4005-84e6-2e7ab6f7ccf9-0071093a', '32ed4af7-c32e-4d1c-a323-1227f4cf2156-0107b8b2', '32ed4af7-c32e-4d1c-a323-1227f4cf2156-0107b8b2', '32ed4af7-c32e-4d1c-a323-1227f4cf2156-0107b8b3', '32ed4af7-c32e-4d1c-a323-1227f4cf2156-0107b8ed']",596.3904643,"(5938.6433368346752, 1497.4680845893013)",2,0.003194888,0.027899915,0,0.001026584,1,2,5,0.306424277,0.459636416,238,55.646129,39.38611,0.450774,0.86154,0.905468,8.702527,974.347207,-489.83096,0.469513,47.331301,123.364035,0.122068,30.34614,0.149067,0.118836,0.038699
43,HP-ST-202,STAIR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e367a,"[(5958.6131319142642, 1609.1332300971558), (5959.0506318019252, 1611.7375607941372), (5959.0506318019252, 1612.6436810610562), (5957.3004031276832, 1612.6436810610562), (5957.3004031276832, 1612.9249310610562), (5957.2068818019261, 1612.9249310610562), (5953.9670697943493, 1612.9249310610562), (5953.9670697943493, 1612.6436810610562), (5923.8735485809175, 1612.6436810610564), (5923.8735485809175, 1607.4587509796991), (5923.6964652475845, 1607.4587509796991), (5923.6964652475845, 1607.1045843130325), (5923.6547985809175, 1607.1045843130325), (5922.0402152475854, 1607.1045843130325), (5922.0402152475854, 1607.6358343013533), (5917.9047984686131, 1607.6358343013533), (5917.9047984686131, 1598.8363552359799), (5922.0402152475863, 1598.8363552359799), (5922.0402152475863, 1599.3754176463656), (5923.6183402475845, 1599.3754176463656), (5923.6964652475845, 1599.3754176463656), (5923.6964652475845, 1599.0212509796991), (5923.8735485809175, 1599.0212509796991), (5923.8735485809175, 1597.3521441274704), (5958.6131319142642, 1597.3521441274702), (5958.6131319142642, 1601.0290634304906), (5959.1131319142542, 1601.0707300971574), (5959.1131319142542, 1608.0290634304909), (5958.6131319142642, 1608.0707300971558)]","['b54c2291-9414-4d70-9100-9b10db36436a-010fe198', '59fc81d5-d308-4a06-a34b-9c4ad412e942-0108303c', '59fc81d5-d308-4a06-a34b-9c4ad412e942-0108303c', 'b54c2291-9414-4d70-9100-9b10db36436a-010fe198', '0a19f00b-2daa-4971-841d-9dcd6d78e6a2-016d9812', '0a19f00b-2daa-4971-841d-9dcd6d78e6a2-016d9786', '0a19f00b-2daa-4971-841d-9dcd6d78e6a2-016d9786', '0a19f00b-2daa-4971-841d-9dcd6d78e6a2-016d9787', 'ed8d7541-1f66-4681-a62a-7bdb57ea606f-006bdd1f', 'ed8d7541-1f66-4681-a62a-7bdb57ea606f-006bdd16', 'ed8d7541-1f66-4681-a62a-7bdb57ea606f-006be3c8', '0a19f00b-2daa-4971-841d-9dcd6d78e6a2-016d9785', '0a19f00b-2daa-4971-841d-9dcd6d78e6a2-016d9784', '0a19f00b-2daa-4971-841d-9dcd6d78e6a2-016d9784', 'ed8d7541-1f66-4681-a62a-7bdb57ea606f-006be3c9', 'b54c2291-9414-4d70-9100-9b10db36436a-010fe290', '78967347-8d84-4666-8625-d093ec8bd272-016a9abb', '85b6f845-70a5-40a6-ac26-dbdf0ca56ab1-01323773', 'ffb98781-6d9e-42f0-b694-717ce1bc1140-016583ce']",587.3103326,"(5939.6373118409438, 1604.8662718477974)",2,0.004792332,0.028753994,5.54E-06,0.00140802,0.666666667,2,5,0.273658644,0.410487966,234,57.703936,94.204642,0.081709,0.856674,0.340243,34.907265,30420.37269,-513.536222,0.113336,70.988398,167.909483,0.173477,30.367582,0.157289,0.11879695,0.040411
44,HP-EL-2,ELEVATOR,363b0869-408a-48a6-bd1a-c1220b2aa530-003e367d,"[(5873.5610484686003, 1577.8884639019334), (5873.5610484686003, 1585.6384384024796), (5862.7277151352664, 1585.6384384024796), (5862.7277151352664, 1577.6332300411282), (5873.5610484686003, 1577.6332300411282)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062b9ec', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1537', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1668', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062b9ec']",86.72309058,"(5868.1443818376629, 1581.6358342313702)",2,0.003194888,0.027899915,0,0.001076541,1,2,5,0.306434269,0.459651403,34,15.932513,16.199084,0.76298,0.821261,1,0.351283,319.73645,-267.594101,0.483436,0,0,0,30.23504502,0.106984087,0.119898215,0.029491422
45,HP2002B,VESTIBULE,363b0869-408a-48a6-bd1a-c1220b2aa530-003e368e,"[(5907.8422780454393, 1441.4248763406576), (5886.4256522250989, 1441.4248763406579), (5886.4256522250989, 1436.0727301055435), (5886.9256522250989, 1435.5707301055436), (5886.9256522250989, 1434.6748967722103), (5886.9256522250989, 1430.4249171869881), (5887.321485558432, 1430.4249171869881), (5887.7797956187542, 1429.9249171869881), (5906.5297985227708, 1429.9249171869867), (5906.9464447121054, 1430.4249171869865), (5907.3422780454393, 1430.4249171869865), (5907.3422780454393, 1435.3936467722103), (5907.8422780454393, 1435.7165634388771), (5907.8422780454393, 1435.8956467722103)]","['efd0e946-d324-45ec-a8cf-9ed42af16e4b-00fb7d73', 'efd0e946-d324-45ec-a8cf-9ed42af16e4b-00fb82fd', 'c46143b7-b0d6-4598-a7c7-6ba1563c4d1e-0149c447', 'c46143b7-b0d6-4598-a7c7-6ba1563c4d1e-0149c447', 'c46143b7-b0d6-4598-a7c7-6ba1563c4d1e-0149c484', '50228099-9e18-4725-8292-85e955342110-013f6015', 'c46143b7-b0d6-4598-a7c7-6ba1563c4d1e-0149c4d5', 'c46143b7-b0d6-4598-a7c7-6ba1563c4d1e-0149c503', 'efd0e946-d324-45ec-a8cf-9ed42af16e4b-00fb7f9c', 'efd0e946-d324-45ec-a8cf-9ed42af16e4b-00fb7f9c']",239.9122493,"(5897.140205435001, 1435.7578983476301)",2,0.001597444,0.027626386,0,0.000619105,0,1,5,0.105968587,0.105968587,79,29.94933,278.452777,0.004854,0.9385,0.033714,161.269769,102135.9748,-398.970551,0.085461,73.964985,609.144231,0.272048,30.507065,0.211376,0.118151,0.051256
46,HP2002A,VESTIBULE,363b0869-408a-48a6-bd1a-c1220b2aa530-003e3695,"[(5912.5506318019261, 1628.6332505203197), (5912.5506318019261, 1629.0395005203202), (5911.7902151352591, 1629.0395005203202), (5911.7902151352591, 1636.4248967638227), (5907.3422780454393, 1636.4248967638227), (5907.3422780454393, 1639.6748763649628), (5906.9464651894386, 1639.6748763649625), (5906.5089651894396, 1640.1748763649625), (5887.7589651894359, 1640.1748763649614), (5887.3214651894368, 1639.6748763649614), (5886.9256522250989, 1639.6748763649614), (5886.9256522250989, 1636.424896763823), (5882.47771513526, 1636.424896763823), (5882.47771513526, 1629.03950052032), (5882.1320120102664, 1629.03950052032), (5882.1320120102664, 1628.6332505203197), (5882.5610484685931, 1628.6332505203197), (5882.5610484685931, 1628.4978338536532), (5911.7068818019261, 1628.4978338536534), (5911.7068818019261, 1628.6332505203197)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ca1b', '6224a62e-8836-4526-a89a-7819ef953f92-014c3ad4', 'c12bde19-3056-4bd5-9def-dda7a255273e-0149cc5b', 'c12bde19-3056-4bd5-9def-dda7a255273e-0149cc2d', 'c12bde19-3056-4bd5-9def-dda7a255273e-0149cbfd', '50228099-9e18-4725-8292-85e955342110-013f5fbb', 'c12bde19-3056-4bd5-9def-dda7a255273e-0149cb94', 'c12bde19-3056-4bd5-9def-dda7a255273e-0149cb61', 'c12bde19-3056-4bd5-9def-dda7a255273e-0149cbcb', '6224a62e-8836-4526-a89a-7819ef953f92-014c3796', '5ee4eaf0-da40-4b9f-bb74-e0232b6d7621-007e4c33', '2eb42a0c-ecea-47ba-b133-25952ffc656f-00fea895', '57bc4cef-f8ca-409f-a299-147ea88c0fd6-00fb885b', '2eb42a0c-ecea-47ba-b133-25952ffc656f-00feab3a']",308.7361907,"(5897.1422648570224, 1633.8893236805804)",2,0.001597444,0.027626386,0,0.000619105,0,1,5,0.105968587,0.105968587,102,34.440108,225.171294,0.008536,0.920855,0.071569,136.724597,67995.51011,-447.078482,0.090779,31.920249,465.108333,0.845835,30.446737,0.185721,0.119306459,0.045548
47,HP2010,TOILET,bab07930-2aae-4422-aac2-0e7f857c57a5-0049b7c1,"[(5826.9726876847999, 1596.6308666742211), (5826.9726876847999, 1566.344408340892), (5842.701854351465, 1566.344408340892), (5842.701854351465, 1580.6646546300726), (5837.3997710181375, 1580.6646546300726), (5837.3997710181375, 1581.0709046300726), (5842.743521018132, 1581.0709046300726), (5842.8008126848044, 1581.0709046300726), (5842.8008126848044, 1597.3467717638246), (5837.8060210181375, 1597.3467717638246), (5837.8060210181375, 1596.8339916742211), (5837.8060210181375, 1593.1644897906592), (5837.8060210181375, 1586.0709046300726), (5837.3997710181375, 1586.0709046300726), (5837.3997710181375, 1593.1228231239925), (5832.7334320795526, 1593.1228231239925), (5832.7334320795526, 1593.206156457326), (5837.3997710181375, 1593.206156457326), (5837.3997710181375, 1596.6308666742211), (5827.2976043514673, 1596.6308666742211)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8bb', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8c2', '4834c31e-f7e6-473c-bb04-64337f578594-00c46bff', 'ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006c292c', 'ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006c292c', 'ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006c292c', 'ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006bf288', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8bc', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8bc', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8bc', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8bc', '2eb80f70-06a0-495e-8f0b-90de3740f1ff-00bf6b67', '2eb80f70-06a0-495e-8f0b-90de3740f1ff-00bf6b67', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8bc', 'e72b497a-0387-4da6-a783-a74ab3d4746c-01160f32', 'e72b497a-0387-4da6-a783-a74ab3d4746c-01160f32']",474.663518,"(5834.8552802286831, 1581.5324022911338)",2,0.003194888,0.024503403,0,0.001083401,1,2,1,0.305756338,0.336331972,79,40.946022,35.548608,0.407171,0.91153,0.925681,7.431334,-75.850703,-340.993696,0.647267,0,0,0,30.23500898,0.107041131,0.119963697,0.029631105
48,HP2012A,TOILET,bab07930-2aae-4422-aac2-0e7f857c57a5-0049b7c2,"[(5844.5502923828144, 1566.344408340892), (5860.0922984686031, 1566.344408340892), (5860.0922984686031, 1587.7132227840386), (5849.8523757161474, 1587.7132227840386), (5849.8523757161474, 1586.0709046300726), (5849.4461257161474, 1586.0709046300726), (5849.4461257161474, 1587.8903061173719), (5849.4461257161474, 1589.2809311173717), (5849.4461257161474, 1589.3955144507052), (5849.4461257161474, 1597.3467717638246), (5844.4305007161474, 1597.3467717638246), (5844.4305007161474, 1581.0709046300726), (5844.5086257161474, 1581.0709046300726), (5849.8523757161474, 1581.0709046300726), (5849.8523757161474, 1580.6646546300726), (5844.5502923828144, 1580.6646546300726)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8c2', '178cd1e4-69e7-42d6-a0e5-bf6f1072b78a-00c47073', 'ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006bf072', 'ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006bf231', 'ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006bf231', 'ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006bf231', 'ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006bf231', 'ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006bf231', 'ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006bf3fd', 'ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006becad', 'ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006becad', 'ebb6b8fe-2b37-4fd6-94c3-78ab74a5f3ea-006becad', '4834c31e-f7e6-473c-bb04-64337f578594-00c46ad0']",378.4070445,"(5851.6513386342049, 1578.9843802871817)",2,0.004792332,0.024718345,2.56E-06,0.00156181,0.666666667,2,1,0.272881676,0.300169844,63,31.906572,31.146999,0.413293,0.918036,0.822779,6.475704,37.320878,-265.48623,0.487548,0,0,0,30.23501582,0.107005245,0.119991431,0.029591002
49,HP2017,ELECT,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0625,"[(5807.665215135261, 1578.0394800691381), (5815.0506318019252, 1578.0394800691381), (5817.2172984685913, 1578.0394800691381), (5819.1028960181338, 1578.0394800691381), (5819.1028960181338, 1578.9769800971642), (5818.5091460181338, 1578.9769800971644), (5818.5091460181338, 1588.1646546300726), (5807.665215135261, 1588.1646546300726)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ba71', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ba71', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ba71', 'b73ae6c6-14ee-4470-b243-a0fc80ad5988-00aded75', 'b54c2291-9414-4d70-9100-9b10db36436a-010fe084', '8edae312-eefb-4042-83af-5fef4d13a235-00f52f1b', 'bc9957f6-f8e0-4dc5-a312-ec40c34f0168-00e5bfb9']",110.3533338,"(5813.1160273657861, 1583.0788952682199)",2,0.004792332,0.019844305,7.24E-06,0.00144004,0.666666667,3,0,0.37188345,0.37188345,36,10.244136,13.011239,0.76041,0.982975,0.976356,0.449962,3.220634,-66.861724,0.719875,0,0,0,30.23506687,0.106933651,0.119997359,0.029480049
50,HP2019,DATA,462e8ff1-7afd-4920-8777-43fbe4ebeffb-004a0628,"[(5807.670448968056, 1577.6332300691381), (5807.665215135261, 1577.6332300691381), (5807.665215135261, 1566.1696884024716), (5807.915215135261, 1566.1696884024716), (5807.915215135261, 1565.5811467638237), (5824.9987293514669, 1565.5811467638232), (5824.9987293514669, 1577.6332300691381), (5819.3060210181338, 1577.6332300691381), (5817.2172984685913, 1577.6332300691381), (5817.2172984685913, 1576.1722551604466), (5818.7816906278158, 1576.1722551604466), (5818.7816906278158, 1575.8180884937801), (5818.0108572944828, 1575.8180884937801), (5817.2172984685913, 1575.4665634024716), (5815.0506318019252, 1575.4665634024716), (5815.0506318019252, 1577.6332300691381)]","['13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ba71', 'bc9957f6-f8e0-4dc5-a312-ec40c34f0168-00e5bfae', 'bc9957f6-f8e0-4dc5-a312-ec40c34f0168-00e5bfba', '89f38047-6600-4bd9-8e99-c57729f9c3b0-00d6c65b', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062c8ba', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ba71', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ba71', '6ac51745-4e2d-439b-94ab-1baf0cb41956-0165c8ef', '6ac51745-4e2d-439b-94ab-1baf0cb41956-0165c8ef', '13575bc5-0bc2-4aa1-ab8c-d7f86d3c09ed-0062ba71']",203.369844,"(5816.3373911824283, 1571.4824791976882)",2,0.006389776,0.024503403,0.000114164,0.001820763,0.333333333,3,0,0.339898955,0.339898955,67,19.190736,18.894446,0.675512,0.962749,0.98944,1.592533,-5.308563,-146.527269,0.722376,0,0,0,30.23496429,0.106969398,0.119930111,0.029525367
