Index,Room Number,Room Name,Room Unique ID,Polygon Points,Touching Wall Unique IDs,Area,Centroid,Level,Degree Centrality,Closeness Centrality,Betweenness Centrality,PageRank,Clustering,Core Number,Program Amplifier,Initial Circulation Index,Circulation Index,Occupancy,Isovist Area,Perimeter,Compactness,Circularity,Convex Deficiency,Occlusivity,Skewness,Dispersion,Elongation,Incident Radiation,Sunlight Hours,Daylight Factor,Standard Effective Temperature,Predicted Mean Vote,Comfort Acceptance,Subject Condition
489,HP-C51A,ADMIN COR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af41e,"[(5780.9399619788828, 1632.3155217241335), (5781.4347536455471, 1632.3103133908005), (5787.878756801927, 1632.3103133908005), (5795.9086411395838, 1632.3103133908005), (5795.9086411395838, 1632.3519800574672), (5803.9086411395847, 1632.3519800574672), (5803.9086411395847, 1632.3103133908005), (5816.5975068019261, 1632.3103133908005), (5816.9569073013881, 1632.3103133908005), (5820.4138756523407, 1632.3103133908005), (5820.8658756523409, 1632.3103133908005), (5820.8658756523409, 1631.6051883908005), (5820.8658756523409, 1618.1039800971591), (5820.8658756523409, 1617.6019800971592), (5820.8658756523409, 1612.9302120804093), (5821.1907923190083, 1612.9302120804093), (5826.3762923190079, 1612.9302120804091), (5826.3762923190079, 1621.1332300971544), (5826.3762923190079, 1632.3103133908005), (5830.3762923190079, 1632.3103133908005), (5830.3762923190079, 1632.0915633908005), (5840.0185411349803, 1632.0915633908003), (5846.8426898245889, 1632.0915633908003), (5847.7466898245893, 1632.0915633908003), (5854.0093564912559, 1632.0915633908), (5854.9133564912563, 1632.0915633908), (5861.5863564912524, 1632.0915633908), (5869.0610484590816, 1632.0915633907998), (5869.0610484590816, 1632.2946883908005), (5875.3162567763948, 1632.2946883908005), (5875.3162567763948, 1632.2999222235956), (5875.3162567763948, 1637.8519800971567), (5867.2641734128129, 1637.8519800971567), (5857.2641734128129, 1637.8519800971567), (5847.2641734128129, 1637.8519800971567), (5845.7172985243706, 1637.8519800971567), (5845.7172985243706, 1635.9665634304899), (5843.5506318577045, 1635.9665634304899), (5843.5506318577045, 1637.8519800971567), (5837.2641734128129, 1637.8519800971567), (5828.6964650794789, 1637.8519800971569), (5827.2641734128129, 1637.8519800971569), (5817.2641734128129, 1637.8519800971569), (5810.7172985243706, 1637.8519800971569), (5810.7172985243706, 1635.9665634304899), (5808.5506318577045, 1635.9665634304899), (5808.5506318577045, 1637.6436467241333), (5806.6267567461455, 1637.6436467241333), (5792.4328400794802, 1637.6436467241333), (5791.9308400794798, 1637.6436467241333), (5791.9308400794798, 1637.8415634304897), (5781.253764062214, 1637.8415634304897), (5778.7172985243706, 1637.8415634304897), (5778.7172985243706, 1635.9665634304899), (5776.5506318577045, 1635.9665634304899), (5776.5506318577045, 1637.8415634304897), (5770.5141734128119, 1637.8415634304897), (5760.6806815845321, 1637.8415634304899), (5750.550631801927, 1637.8415634304899), (5750.550631801927, 1640.6644800574668), (5744.8318818019252, 1640.6644800574668), (5744.8318818019252, 1638.2582300971565), (5746.8422984685913, 1638.2582300971565), (5746.8422984685913, 1635.8415634304899), (5744.8318818019252, 1635.8415634304899), (5744.8318818019252, 1629.6801050971567), (5744.8318818019252, 1619.6801050971567), (5744.8318818019252, 1612.1332300971565), (5746.7172984685913, 1612.1332300971565), (5746.7172984685913, 1610.7894800574697), (5750.5557331123191, 1610.7894800574697), (5750.5557331123191, 1617.289480057467), (5750.5557331123191, 1624.6916467241272), (5750.5557331123191, 1625.5956467241272), (5750.5557331123191, 1632.0666467241338), (5750.5557331123191, 1632.5186467241338), (5751.0077331123193, 1632.5186467241338), (5758.4548818019266, 1632.5186467241338), (5759.451673468594, 1632.5186467241338), (5759.451673468594, 1632.2998967241338), (5760.1443818019279, 1632.2998967241338), (5769.4881318019288, 1632.2998967241338), (5772.0245901352619, 1632.2998967241338), (5772.0245901352619, 1617.289480057467), (5772.1912568019288, 1617.289480057467), (5772.1912568019288, 1613.4801883908003), (5772.1912568019288, 1611.5498967241333), (5772.1912568019288, 1609.5498967638255), (5776.5506318019252, 1609.5498967638255), (5776.5506318019252, 1612.1332300971565), (5777.727715135261, 1612.1332300971565), (5777.727715135261, 1619.9915638432851), (5777.727715135261, 1620.4935638432851), (5777.727715135261, 1632.3155217241335)]","['775a8367-8cb6-431f-8b71-08852f24c19b-0065624e', '6f3aee11-4150-43d8-8abd-e97f383a9d10-009c52f3', 'd1ed887c-6ac5-4971-a125-4b33be59476b-013557ab', '6f3aee11-4150-43d8-8abd-e97f383a9d10-009c52f3', '775a8367-8cb6-431f-8b71-08852f24c19b-0065fd28', '775a8367-8cb6-431f-8b71-08852f24c19b-0065fd28', '775a8367-8cb6-431f-8b71-08852f24c19b-0065fd28', '0a1fc065-16d3-4ebe-9b13-6c3fb44ac661-00cf474a', '81a61665-fcec-41ec-b1fb-5b1d2a5ceee1-015d311a', '81a61665-fcec-41ec-b1fb-5b1d2a5ceee1-015d311a', '6f3aee11-4150-43d8-8abd-e97f383a9d10-009c52fb', '6f3aee11-4150-43d8-8abd-e97f383a9d10-009c52fb', '6f3aee11-4150-43d8-8abd-e97f383a9d10-009c535e', '9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712a7f', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23cb', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23cb', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23c3', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23c8', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23c8', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23c8', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23c8', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23c8', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23c8', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23c8', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23c8', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23cf', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23cf', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23bb', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23bb', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23bb', 'ba831953-ab96-4132-a9be-093afd6c2829-006d23bc', '775a8367-8cb6-431f-8b71-08852f24c19b-0065fd18', 'a42eea47-84be-4f32-b9b8-db81b4d55ace-007a1a60', 'a42eea47-84be-4f32-b9b8-db81b4d55ace-007a1a61', 'a42eea47-84be-4f32-b9b8-db81b4d55ace-007a1a76', '775a8367-8cb6-431f-8b71-08852f24c19b-0065fd18', '775a8367-8cb6-431f-8b71-08852f24c19b-0065fd18', '775a8367-8cb6-431f-8b71-08852f24c19b-0065fd18', 'a2a989c0-808f-4ab2-bba3-498b8df17356-00b448e5', 'a2a989c0-808f-4ab2-bba3-498b8df17356-00b448e5', 'a2a989c0-808f-4ab2-bba3-498b8df17356-00b448e5', 'b7033962-81ae-4c6f-8077-1382ad353b3c-0098d976', '645f9766-9e23-4592-b2da-317391c7c52b-00cf83c1', '92c7d861-c77f-4b60-9827-ec74f2e788d3-00cf593e']",1077.602303,"(5800.1440695554111, 1630.7500730533)",5,0.039936102,0.059043991,0.008598292,0.00819782,0.103333333,6,2,0.633488574,0.760186289,215,53.357588,33.781182,0.587566,0.585596,0.840935,5.600335,1012.944094,-904.851767,0.333636,4.988309,48.579741,0,30.23507477,0.107011541,0.119926465,0.029571359
490,HP5003,COLLAB,97b4a129-5383-44d2-804d-f54dd5cee5c8-004cb449,"[(5902.310633746798, 1609.3467717638255), (5912.1339651352737, 1609.3467717638255), (5912.1339651352737, 1609.8467717638255), (5912.0714651352746, 1609.8467717638255), (5912.0714651352746, 1629.8473231436481), (5912.1443818019261, 1629.8473231436481), (5912.144381801927, 1635.8259384547919), (5912.144381801927, 1640.174896788126), (5882.1339650794807, 1640.1748967881263), (5882.1339650794807, 1638.1957300971565), (5882.1339650794807, 1637.9301050971565), (5882.1339650794807, 1631.945771067966), (5890.1339650794807, 1631.945771067966), (5890.1339650794807, 1609.3467717638255)]","['40b176e2-0da0-49d9-9f8d-02197f7ea8c7-00ca0bc6', '9c7b4a3c-0aba-4217-af6a-88fe840dbaf8-015a3569', '775a8367-8cb6-431f-8b71-08852f24c19b-0065fd9e', '775a8367-8cb6-431f-8b71-08852f24c19b-0065fd9e', '98f5ec58-089a-4a6a-8309-130b90b1a67a-00fb49e6', '9a61cb41-29fd-46ce-bf24-ad4c8b416263-014c39c9', '9a61cb41-29fd-46ce-bf24-ad4c8b416263-014c39c9', '9a61cb41-29fd-46ce-bf24-ad4c8b416263-014c39c9']",742.9093024,"(5899.7878755226247, 1625.7718932837518)",5,0.003194888,0.036647995,9.07E-05,0.001076147,0,2,4,0.208201946,0.291482724,371,393.607832,254.444985,0.076399,0.604713,0.416401,119.345785,378004.5107,-1917.099765,0.248693,82.458418,540.093284,0.000836,30.235171,0.107047,0.119863,0.02968
491,HP5130,ADMIN ENTRY,cac56560-baa1-4997-99a9-6340b42fb4c3-004ceb27,"[(5772.227715135261, 1502.5888795065057), (5772.227715135261, 1489.8624770040335), (5786.3266734685913, 1489.8624770040335), (5786.3266734685913, 1498.7998967638257), (5786.3266734685913, 1502.7374361962211)]","['98f5ec58-089a-4a6a-8309-130b90b1a67a-00fb4e3e', 'ec613b57-802c-4da6-b615-2d8a075b621a-0116fd5e', 'ec613b57-802c-4da6-b615-2d8a075b621a-0116fd5e']",180.4762659,"(5779.2908296119786, 1496.2628892641351)",5,0.004792332,0.047316075,0.00077323,0.000989561,0.333333333,3,2,0.344107573,0.412929087,36,104.479151,287.955167,0.015834,0.692215,0.126818,178.915103,89826.28983,-980.196034,0.137086,333.808911,1106.484375,2.49784,30.348103,0.149818,0.118836,0.038699
492,HP5100,ADMIN ENTRY,cac56560-baa1-4997-99a9-6340b42fb4c3-004ceb2d,"[(5787.6027151352619, 1611.7478134304899), (5781.4347536455489, 1611.7478134304899), (5781.4347536455489, 1611.7894800971565), (5778.7172984685913, 1611.7894800971565), (5778.7172984685913, 1609.9665634304899), (5777.982923468594, 1609.9665634304899), (5777.982923468594, 1609.5498967638255), (5777.727715135261, 1609.5498967638255), (5777.727715135261, 1600.5764211914191), (5777.727715135261, 1599.758230057467), (5777.727715135261, 1597.5498967638246), (5787.6027151352619, 1597.5498967638246), (5787.6027151352619, 1598.0018967241335), (5787.6027151352619, 1607.8832300574668), (5787.6027151352619, 1609.3467717638255), (5787.6027151352619, 1610.9092717638255), (5787.6027151352619, 1611.5218550971563)]","['775a8367-8cb6-431f-8b71-08852f24c19b-0065a5d2', 'cc3989c6-42ad-4b3e-94ce-4201082ca13b-01151ee0', '775a8367-8cb6-431f-8b71-08852f24c19b-0065f6b9', '45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6', '45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6', '45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6', '45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6', '45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6', '45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6']",138.4486223,"(5782.7233554316263, 1604.5717105251729)",5,0.019169329,0.057092124,0.000365873,0.002557167,0.833333333,11,2,1.199170232,1.439004278,27,83.410151,90.84898,0.126996,0.555796,0.445972,40.353897,54149.40656,-869.97483,0.109755,1.06868,0.020833,0,30.23503846,0.106926959,0.119969607,0.029663908
493,HP-ST-504,STAIR 04,cac56560-baa1-4997-99a9-6340b42fb4c3-004cebb4,"[(5912.13396513526, 1523.0446884048051), (5905.1027151352673, 1523.0446884048051), (5905.1027151352673, 1559.1343772350922), (5912.13396513526, 1559.1343772350922), (5912.13396513526, 1596.8519800714719), (5887.1547984686003, 1596.8519800714719), (5887.1547984686003, 1553.9081607274832), (5887.5219859686367, 1553.9081607274832), (5887.5219859686367, 1546.7165406845861), (5887.1547984686003, 1546.7165406845861), (5887.1547984686003, 1537.633230097156), (5887.5219859685985, 1537.633230097156), (5887.5219859685967, 1535.8386308663423), (5887.1547984686003, 1535.8386308663423), (5887.1547984686003, 1505.8311467638255), (5912.13396513526, 1505.8015856087902)]","['849b5e8b-3a17-431b-808b-d5caaa6d7fa2-00f304d5', '60921848-4ac7-44d6-ae81-48bb9a472fcb-013cb62a', '60921848-4ac7-44d6-ae81-48bb9a472fcb-013cb568', '849b5e8b-3a17-431b-808b-d5caaa6d7fa2-00f304d5', '66d144ee-9dbb-45ac-9f70-7704ae4078f8-013d28e5', '66d144ee-9dbb-45ac-9f70-7704ae4078f8-013d28e5', '66d144ee-9dbb-45ac-9f70-7704ae4078f8-013d28e5']",2016.93852,"(5898.5362418548721, 1552.6291813999987)",5,0.001597444,0.039816409,0,0.000613762,0,1,5,0.108405523,0.162608285,806,524.771578,148.599227,0.298639,0.527722,0.817067,67.091208,398733.1322,-2452.7331,0.268253,1.179957,62.171466,0,30.23497115,0.1069728,0.119963089,0.029475046
494,HP5017,DATA,a05fb23f-c6e1-479f-a1ac-3774cb666868-005b1c22,"[(5862.2745901257576, 1610.2530217638257), (5862.2745901257576, 1609.7530217638255), (5868.8579234590816, 1609.7530217638255), (5868.8579234590816, 1624.643687734633), (5865.1450084039652, 1624.643687734633), (5856.9100067924237, 1624.643687734633), (5856.9100067924237, 1610.2530217638257)]","['9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712414', '9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712a70', '9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712c81', '9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712c81', '9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712415', '645f9766-9e23-4592-b2da-317391c7c52b-00cf86c8']",175.2301445,"(5862.9343514713928, 1617.30849550619)",5,0.006389776,0.048820827,0.000169968,0.001487828,0.5,2,0,0.26137368,0.26137368,58,16.268503,16.248571,0.774332,0.977003,0.992497,0.275739,1.542284,-103.9892,0.733974,0,0,0,30.23490361,0.106986604,0.119910825,0.029595128
495,HP5101A,WS,a05fb23f-c6e1-479f-a1ac-3774cb666868-005b1c25,"[(5847.2946898245891, 1632.0915633908003), (5840.0185411349803, 1632.0915633908003), (5840.0185411349803, 1625.0529991233886), (5847.2946898245891, 1625.0529991233886)]",[],51.21364017,"(5843.6566154425009, 1628.572281246682)",5,0,0,0,0.000252951,0,0,3,5.06E-05,6.58E-05,12,56.047739,46.10236,0.331376,0.702911,0.826214,11.845526,4187.205903,-660.56807,0.348817,0,0,0,30.23503794,0.106987971,0.120031246,0.029510023
496,HP5101B,WS,a05fb23f-c6e1-479f-a1ac-3774cb666868-005b1c26,"[(5854.4613564912561, 1632.0915633908), (5847.2946898245891, 1632.0915633908003), (5847.2946898245891, 1625.0529991233886), (5854.4613564912561, 1625.0529991233886)]",[],50.44304392,"(5850.8780231566461, 1628.5722812567797)",5,0,0,0,0.000252951,0,0,3,5.06E-05,6.58E-05,12,58.486605,59.218,0.209584,0.693268,0.674071,23.668728,7128.981521,-683.862589,0.197275,0,0.6875,0,30.2350099,0.10690638,0.119937657,0.029605297
497,HP5101C,WS,a05fb23f-c6e1-479f-a1ac-3774cb666868-005b1c2a,"[(5861.5863564912524, 1632.0915633908), (5854.4613564912561, 1632.0915633908), (5854.4613564912561, 1625.0529991233886), (5861.5863564912524, 1625.0529991233886)]",[],50.14977041,"(5858.0238564964302, 1628.5722812586082)",5,0,0,0,0.000252951,0,0,3,5.06E-05,6.58E-05,12,60.981465,58.837437,0.221361,0.627385,0.728537,23.742334,17805.81915,-642.918105,0.171857,0,0,0,30.23490032,0.107014493,0.119934214,0.029477321
498,HP5101D,WS,a05fb23f-c6e1-479f-a1ac-3774cb666868-005b1c2c,"[(5868.8579234590816, 1632.0915633907998), (5861.5863564912524, 1632.0915633908), (5861.5863564912524, 1625.0529991233886), (5865.1450084039652, 1625.0529991233886), (5865.1450084039652, 1625.049937734633), (5868.8579234590816, 1625.049937734633), (5868.8579234590816, 1629.8806464158954)]","['9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712c81', '9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712a70', '9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712a70']",51.1927581,"(5865.2225350672916, 1628.5714995114922)",5,0.003194888,0.039816409,0,0.000876775,1,2,3,0.308777614,0.401410899,12,63.541404,60.91847,0.215164,0.474084,0.725738,28.23282,39959.18892,-736.38123,0.13018,0,4.5,0,30.23496917,0.107052726,0.119960351,0.029482839
499,HP5110U,CONF(12),9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712d97,"[(5878.5506318019252, 1610.0342717638252), (5878.5506318019252, 1612.1332300971562), (5880.7172984685913, 1612.1332300971562), (5880.7172984685913, 1612.060313430492), (5881.7537567461468, 1612.060313430492), (5881.7537567461468, 1616.5394800971562), (5881.7537567461468, 1631.8884383908005), (5875.7277406091898, 1631.8884383908005), (5875.7225067763948, 1631.8884383908005), (5875.5193817763948, 1631.8884383908005), (5869.2641734590816, 1631.8884383908005), (5869.2641734590816, 1629.8806464158954), (5869.3475067924155, 1629.8806464158954), (5869.3475067924155, 1625.2556464158956), (5869.3162567924146, 1625.2556464158956), (5869.3162567924146, 1617.2764797492296), (5869.3475067924155, 1617.2764797492296), (5869.3475067924155, 1610.0342717638257)]","['439efcd7-76f4-455e-a089-c752f43aece3-016fe7eb', '439efcd7-76f4-455e-a089-c752f43aece3-016fe772', '439efcd7-76f4-455e-a089-c752f43aece3-016fe772', 'a1faa311-1cda-4393-a9d1-4c85bfb7dd45-01780cd9', 'a1faa311-1cda-4393-a9d1-4c85bfb7dd45-01780cd9', '9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712a7f', '9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712a70', '53580220-5f96-49f1-a2bf-3c5541811506-008f0ff9', 'd1ed887c-6ac5-4971-a125-4b33be59476b-01355778', '53580220-5f96-49f1-a2bf-3c5541811506-008f0ff8', '53580220-5f96-49f1-a2bf-3c5541811506-008f0ff6']",264.897268,"(5875.4256655796853, 1621.2160791360852)",5,0.00798722,0.053759899,0.000573822,0.001807748,0.4,2,3,0.252825738,0.252825738,88,25.159419,21.292483,0.697361,0.942326,0.986477,1.388524,27.932558,-222.897356,0.665037,0,0,0,30.23507078,0.106939494,0.120059538,0.029479155
500,HP5101,WORKRM/STOR,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712d9a,"[(5840.0185411349803, 1632.0915633908003), (5830.3762923190079, 1632.0915633908005), (5830.3762923190079, 1631.9040633908005), (5826.7825423190079, 1631.9040633908005), (5826.7825423190079, 1621.3884384304877), (5833.6850477061034, 1621.3884384304877), (5833.6850477061034, 1625.0499377346327), (5835.2735893727695, 1625.0499377346327), (5835.5131727061034, 1625.0499377346327), (5836.4211570935768, 1625.0499377346327), (5836.4211570935768, 1625.0529991233886), (5840.0185411349803, 1625.0529991233886)]","['6f3aee11-4150-43d8-8abd-e97f383a9d10-009c535e', '6f3aee11-4150-43d8-8abd-e97f383a9d10-009c52fb', 'edc42879-289b-4469-8daf-1596f5f79aa8-0130611c', 'edc42879-289b-4469-8daf-1596f5f79aa8-013060ae', 'edc42879-289b-4469-8daf-1596f5f79aa8-013060c5', 'edc42879-289b-4469-8daf-1596f5f79aa8-013060c5', 'edc42879-289b-4469-8daf-1596f5f79aa8-013060c5']",117.7916264,"(5832.7482092824321, 1627.4032371119188)",5,0.004792332,0.042774904,4.23E-05,0.001133264,0.666666667,3,0,0.376415227,0.376415227,39,53.963136,39.903878,0.42587,0.567599,0.856196,7.729523,16170.40071,-664.921558,0.233176,0,1.225,0,30.23494654,0.106897624,0.120073854,0.029496751
501,HP-C50AA,VENDING / TRASH+RECYCLING,9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-00712e4c,"[(5861.7277151352664, 1594.4665633744614), (5873.5558146358053, 1594.4665633744614), (5873.5610484685994, 1594.4665633744614), (5873.7797984686003, 1594.6123967077942), (5874.9256318019243, 1594.6123967077942), (5874.9256318019252, 1594.9665634304893), (5874.9256318019252, 1595.6123967358126), (5860.2277151257567, 1595.6123967358126), (5860.2277151257567, 1576.7998798364747), (5860.2277151257567, 1575.3311467077949), (5861.7277151352664, 1575.3311467077949), (5861.7277151352664, 1576.6332300411282), (5861.7277151352664, 1577.1332300411282), (5861.7277151352664, 1585.6384384024796)]","['775a8367-8cb6-431f-8b71-08852f24c19b-00655afd', '775a8367-8cb6-431f-8b71-08852f24c19b-00655afd', '18411b75-a9e8-48fb-a63b-01548c4b0e9f-011797a4', '18411b75-a9e8-48fb-a63b-01548c4b0e9f-0117989e', '1d4f5c12-c14b-46d5-80c2-0e2e8fa21763-013b5b86', 'ec0268b4-53e9-4764-8bf5-5fd07d9eb683-007ab94e', 'bfe3bfa8-ab16-426f-8764-237687edc34e-00b11eb0', 'bfe3bfa8-ab16-426f-8764-237687edc34e-00b11eb0', 'bfe3bfa8-ab16-426f-8764-237687edc34e-00b11c85', 'bfe3bfa8-ab16-426f-8764-237687edc34e-00b11c84', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1537', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1537', 'bb81fe8a-6cd1-41fb-b09f-72a3902a0bae-009a1537']",45.36143723,"(5863.3739675248144, 1588.6248747913446)",5,0.004792332,0.038919138,3.07E-05,0.001377603,0.333333333,2,0,0.242357288,0.242357288,15,3.110695,7.177225,0.758847,0.98447,0.9778,0.943695,0.276303,-35.868112,0.761569,0,0,0,30.23493884,0.106923278,0.119544892,0.029504405
502,HP5121A,WS,ef8ee73c-3cba-4c36-b4b2-71ef690105b8-007a506c,"[(5750.5557331123191, 1625.1436467241272), (5758.779798468594, 1625.1436467241272), (5758.779798468594, 1632.5186467241338), (5750.5557331123191, 1632.5186467241338)]",['ef8ee73c-3cba-4c36-b4b2-71ef690105b8-007a5833'],60.652482,"(5754.6677657780183, 1628.8311467206124)",5,0.003194888,0.003194888,0,0.001686341,1,2,3,0.301615223,0.39209979,15,72.225341,65.475508,0.21171,0.630881,0.51856,34.247428,17070.15419,-746.182556,0.203822,1.227491,11.458333,0,30.23508177,0.106897104,0.120063515,0.029563497
503,HP5121B,WS,ef8ee73c-3cba-4c36-b4b2-71ef690105b8-007a506d,"[(5750.5557331123191, 1617.289480057467), (5758.779798468594, 1617.289480057467), (5758.779798468594, 1625.1436467241272), (5750.5557331123191, 1625.1436467241272)]",['ef8ee73c-3cba-4c36-b4b2-71ef690105b8-007a5833'],64.59317999,"(5754.6677657848622, 1621.2165633892439)",5,0.003194888,0.003194888,0,0.001686341,1,2,3,0.301615223,0.39209979,16,74.680826,61.389595,0.249017,0.69548,0.554926,30.795842,5991.00047,-809.056094,0.281902,0.775629,23.208333,0,30.23491225,0.107011568,0.120055042,0.029544002
504,HP5110A,CONF(8),ef8ee73c-3cba-4c36-b4b2-71ef690105b8-007a506e,"[(5762.69646513526, 1614.2686467241338), (5762.69646513526, 1614.1853133908003), (5771.6183401352619, 1614.1853133908003), (5771.6183401352619, 1617.289480057467), (5771.6183401352619, 1631.8936467241338), (5769.4881318019288, 1631.8936467241338), (5769.4881318019288, 1631.8103133908003), (5760.4047984685949, 1631.8103133908003), (5760.4047984685949, 1614.2686467241338)]","['ef8ee73c-3cba-4c36-b4b2-71ef690105b8-007a50a2', 'b7033962-81ae-4c6f-8077-1382ad353b3c-0098d976', 'b7033962-81ae-4c6f-8077-1382ad353b3c-0098d976', 'a2a989c0-808f-4ab2-bba3-498b8df17356-00b448e5', 'a2a989c0-808f-4ab2-bba3-498b8df17356-00b448cd', '07f62be8-345c-4fd5-b3fc-ddd2d4e5935e-0132f056', 'a2a989c0-808f-4ab2-bba3-498b8df17356-00b448cf']",197.625217,"(5766.0199595990989, 1623.0142422267465)",5,0.003194888,0.047807245,0.000792186,0.000882969,0,2,3,0.210535458,0.210535458,65,18.356464,17.507102,0.752611,0.95226,0.997676,0.382283,-2.063417,-165.313472,0.682756,0,0,0,30.2349661,0.106898459,0.119970788,0.029656776
505,HP5121C,WS,ef8ee73c-3cba-4c36-b4b2-71ef690105b8-007a5071,"[(5750.5557331123191, 1610.7894800574697), (5758.930840135261, 1610.7894800574697), (5758.930840135261, 1613.4801883908003), (5758.930840135261, 1613.9821883908003), (5758.779798468594, 1613.9821883908003), (5758.779798468594, 1617.289480057467), (5750.5557331123191, 1617.289480057467)]",['ef8ee73c-3cba-4c36-b4b2-71ef690105b8-007a5833'],53.9386568,"(5754.7052041161714, 1614.0246958423606)",5,0.003194888,0.003194888,0,0.001686341,1,2,3,0.301615223,0.39209979,13,112.715391,134.216812,0.078628,0.77803,0.237638,65.184677,27908.96747,-862.775596,0.150955,2.190254,25.75,0,30.23494283,0.107045481,0.119935135,0.029502836
506,HP2302O,DF,ec0268b4-53e9-4764-8bf5-5fd07d9eb683-007ab9d2,"[(5845.847506792421, 1598.184710593611), (5845.847506792421, 1597.3467717638246), (5845.847506792421, 1595.9663300691459), (5850.186022959625, 1595.9663300691459), (5850.3683401257531, 1595.9665634024793), (5851.7641734590879, 1595.9665634024793), (5851.7641734590879, 1597.5603134304913)]","['9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-0071204d', '9e5ddc49-9c23-41c3-ba82-e1c63dc4fc5b-0071204d', '340d6697-1f5e-4a42-90ed-c9c46db3a82b-00adcc7e', '340d6697-1f5e-4a42-90ed-c9c46db3a82b-00adcc7e', '1d4f5c12-c14b-46d5-80c2-0e2e8fa21763-013b56f3']",11.2778962,"(5848.6442596277493, 1596.9279727088688)",5,0.003194888,0.04830872,0,0.000801124,1,2,0,0.310460946,0.310460946,3,85.482037,77.06495,0.180872,0.427892,0.60712,50.912019,61051.87032,-997.976727,0.153646,0,0,0,30.23509031,0.106923361,0.119954172,0.029507314
507,HP5120N,OFFICE,c713b5d1-ec78-4879-bbe2-b1859d409957-007abfee,"[(5778.133965135261, 1520.9665634304899), (5778.133965135261, 1511.3311059741798), (5787.6027151352619, 1511.3311059741798), (5787.6027151352619, 1521.4665634304897), (5783.102715135261, 1521.4665634304897), (5783.102715135261, 1520.9665634304899)]","['ba831953-ab96-4132-a9be-093afd6c2829-006d3079', 'a718f009-4012-4cb6-9481-31d74e3e502c-00962559', '45e7bf7a-81f9-4ff2-85fc-75e539c1dd0e-00f2e2f6', '69ace270-057b-4162-b604-67b7553bd454-01401f75', '69ace270-057b-4162-b604-67b7553bd454-01401f79', '69ace270-057b-4162-b604-67b7553bd454-01401f78']",93.48573779,"(5782.9281336431577, 1516.2708039885574)",5,0.017571885,0.056624155,0,0.002261199,1,11,3,1.215291448,1.579878882,23,8.684632,11.89975,0.7707,0.98744,0.987113,0.334326,1.449915,-53.348023,0.778837,0,0,0,30.23492187,0.106993537,0.120016222,0.029639265
