vi,vi Room Number,vi Room Name,vi Room Unique ID,vj,vj Room Number,vj Room Name,vj Room Unique ID,Access,Connecting Centroids Distance
69,HP-C20A,PUBLIC CORR.,0cfb6f7a-39e0-4c8a-9afd-a6993cdcc558-0089c727,74,HP2005,MAINT CLOSET,7c115f3e-3a32-4619-bab5-20cd91fb6b9b-00f52f7d,1,13.23127419
75,HP3120W,OFFICE,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,104,HP3120Y,OFFICE,68c653fb-30e1-494c-bec5-0fa0e8d41836-002e1f52,1,9.70833332
75,HP3120W,OFFICE,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,109,HP3120V,OFFICE,ca3b91b7-bf10-48e0-a639-693902af65e9-00310222,1,9.838541682
75,HP3120W,OFFICE,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,126,HP3120Q,OFFICE,19efacc1-ae3b-4e9f-99ca-6fedd68a9eba-0031aff6,1,49.83854166
75,HP3120W,OFFICE,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,150,HP3120P,CHAIR OFFICE,fa7b4a67-9991-4750-8563-132eb7ac0cc5-003609f4,1,62.07195613
75,HP3120W,OFFICE,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,162,HP3120R,OFFICE,884db1d5-5f47-48ab-9ebd-e94c513092d2-003ad87c,1,39.83854168
75,HP3120W,OFFICE,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,175,HP3120S,OFFICE,66012009-ce1e-488e-95c7-106a3df10f70-003bac5a,1,29.83854168
75,HP3120W,OFFICE,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,196,HP3120U,OFFICE,982b0bb1-46e5-4274-9a86-28aa970acb89-00467b14,1,19.83854167
75,HP3120W,OFFICE,1ba13095-4a3a-4dfb-bb79-e671735cf6e1-002bf766,233,HP-C31B,ADMIN CORR.,6769fb4e-8f5e-43fe-8c59-0352e7262f5c-00898fc5,1,23.85283497
76,HP3310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc79,77,HP3312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc7c,1,32.77391633
76,HP3310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc79,209,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,1,74.27741773
76,HP3310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc79,220,HP3310A,AV CLO.,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0beb,1,22.82618647
76,HP3310,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc79,221,HP3312A,AV CLO.,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0d45,1,25.71028511
77,HP3312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc7c,209,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,1,99.42438568
77,HP3312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc7c,221,HP3312A,AV CLO.,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0d45,1,21.58330989
77,HP3312,CLASSROOM,bddf1669-ea15-4c5e-a2a9-34e4075e83bc-002bfc7c,228,HP3005,COLLAB,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846956,1,39.76264238
78,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,106,HP3153,RESEARCH,30a418a7-bdd0-4972-b5b3-bfc48f78d0c3-003066ec,0,24.47723719
78,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,107,HP3157,RESEARCH,30a418a7-bdd0-4972-b5b3-bfc48f78d0c3-003066ed,0,34.06854035
78,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,108,HP3155,RESEARCH,30a418a7-bdd0-4972-b5b3-bfc48f78d0c3-003066ee,0,24.25835631
78,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,125,HP3151,RESEARCH,19efacc1-ae3b-4e9f-99ca-6fedd68a9eba-0031af06,0,35.84425067
78,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,171,HP3140L,STAFF OFFICE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba89e,0,31.78558978
78,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,172,HP3140M,STAFF OFFICE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba8a6,0,32.18782634
78,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,212,HP3205A,DIAGNOSTIC CLASS LAB STORAGE,159f9a9b-0941-4e5b-a63b-33cce400eb7b-004cdadc,1,22.13358988
78,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,226,HP3010C,MEDITATION,080fb163-97a4-4ffb-bc78-8c98df03bef8-006d2059,0,34.33676233
78,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,227,HP3004,COLLAB,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846953,0,32.92462422
78,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,232,HP3014,ELECT,d17140ae-73d7-4137-8f33-31de6e23511e-0087fd3c,0,14.62827538
78,HP3205,DIAGNOSTIC CLASS LAB,7d138358-9f87-4466-8f01-402102411f74-002c1be5,238,HP3207,DATA,8f8a98cb-64bc-42ae-9d99-d208628062c0-009af99c,0,17.07568343
79,HP3304,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d5389,80,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,1,33.10798815
79,HP3304,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d5389,140,HP3308,SEMINAR,012c3ed6-3448-47e9-8327-346034c8940e-0032fd51,1,62.54026775
79,HP3304,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d5389,209,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,1,67.05505032
79,HP3304,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d5389,217,HP3304A,AV CLO.,bb511760-c82f-4172-b36f-de8e7094d280-005e5509,1,23.63512682
79,HP3304,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d5389,241,HP3304B,CL. STO.,4122ef51-054f-4d6e-a3bf-d1b788591c8e-00c362b1,1,20.92057882
80,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,140,HP3308,SEMINAR,012c3ed6-3448-47e9-8327-346034c8940e-0032fd51,1,29.46405539
80,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,209,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,1,45.95604597
80,HP3306,CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d538b,219,HP3306A,AV CLO.,daeff68d-d9a4-462e-b027-bf3b609bf202-006b0bcc,1,22.64133579
81,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,82,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,1,23.05472122
81,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,209,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,1,64.77082135
81,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,225,HP3010A,JAN,080fb163-97a4-4ffb-bc78-8c98df03bef8-006d090d,0,18.06503023
81,HP3202,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d3,230,HP3001,WEST ATRIUM,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846a75,1,36.88019663
82,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,83,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,1,29.72295639
82,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,84,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,1,29.63513532
82,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,209,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,1,55.58448381
82,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,222,HP3208A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a49,1,30.35635224
82,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,223,HP3206A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a4c,1,30.80487482
82,HP3204,COMPUTER CLASSROOM,20d7622d-978b-49e2-a948-380dc195da73-002d53d4,230,HP3001,WEST ATRIUM,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846a75,1,35.93306309
83,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,84,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,1,29.85099143
83,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,222,HP3208A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a49,1,20.56243808
83,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,223,HP3206A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a4c,1,46.69394026
83,HP3208,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d5,229,HP-C30B,PUBLIC CORR.,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-008469ef,1,22.30336099
84,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,209,HP3002,EAST ATRIUM,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af536,1,40.95889526
84,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,218,HP3001D,TRASH+RE,e71fa5fd-6371-4ad8-81d4-d9872bc9f561-006b02a2,0,18.39968031
84,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,222,HP3208A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a49,1,46.09097152
84,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,223,HP3206A,AV CLO.,a704edfe-1226-4709-ae53-442e25b32b4f-006b3a4c,1,20.98228373
84,HP3206,CLASSROOM (30),20d7622d-978b-49e2-a948-380dc195da73-002d53d6,229,HP-C30B,PUBLIC CORR.,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-008469ef,1,27.56658273
85,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,86,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,1,22.17447902
85,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,87,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,1,33.34843086
85,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,88,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,1,44.07291645
85,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,89,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,1,54.38301543
85,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,157,HP3120K,OFFICE,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,1,64.87440963
85,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,158,1384,COLLAB,484585ff-557f-4d0c-95e9-ab9d3c1b78e2-003abbd4,1,16.33085239
85,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,160,HP3120M,OFFICE,484585ff-557f-4d0c-95e9-ab9d3c1b78e2-003ac6ee,1,75.68803042
85,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,161,HP3120D,OFFICE,a358ad2b-b01b-41a8-be40-5511aede3510-003b1d1a,1,11.11204924
85,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,214,HP3100,ADMIN ENTRY,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,1,17.73394275
85,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,231,HP-C30A,PUBLIC CORR.,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846a78,1,53.22029572
85,HP3120B,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e7,237,HP3130D,STORAGE,c010fbf0-6bb3-4aac-a21d-215679389f66-00947d96,1,85.04332782
86,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,87,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,1,11.1740434
86,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,88,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,1,21.89843743
86,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,89,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,1,32.2085591
86,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,157,HP3120K,OFFICE,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,1,42.6999449
86,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,158,1384,COLLAB,484585ff-557f-4d0c-95e9-ab9d3c1b78e2-003abbd4,1,32.75867636
86,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,160,HP3120M,OFFICE,484585ff-557f-4d0c-95e9-ab9d3c1b78e2-003ac6ee,1,53.51356118
86,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,161,HP3120D,OFFICE,a358ad2b-b01b-41a8-be40-5511aede3510-003b1d1a,1,11.0627804
86,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,214,HP3100,ADMIN ENTRY,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,1,15.68045135
86,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,231,HP-C30A,PUBLIC CORR.,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846a78,1,62.11096327
86,HP3120E,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e8,237,HP3130D,STORAGE,c010fbf0-6bb3-4aac-a21d-215679389f66-00947d96,1,62.86886238
87,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,88,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,1,10.72467518
87,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,89,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,1,21.03459822
87,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,157,HP3120K,OFFICE,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,1,31.52599766
87,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,158,1384,COLLAB,484585ff-557f-4d0c-95e9-ab9d3c1b78e2-003abbd4,1,43.01747105
87,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,160,HP3120M,OFFICE,484585ff-557f-4d0c-95e9-ab9d3c1b78e2-003ac6ee,1,42.33962232
87,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,161,HP3120D,OFFICE,a358ad2b-b01b-41a8-be40-5511aede3510-003b1d1a,1,22.23651147
87,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,214,HP3100,ADMIN ENTRY,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,1,24.19329818
87,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,231,HP-C30A,PUBLIC CORR.,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846a78,1,68.85745127
87,HP3120F,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53e9,237,HP3130D,STORAGE,c010fbf0-6bb3-4aac-a21d-215679389f66-00947d96,1,51.69491087
88,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,89,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,1,10.31023981
88,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,157,HP3120K,OFFICE,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,1,20.8015515
88,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,158,1384,COLLAB,484585ff-557f-4d0c-95e9-ab9d3c1b78e2-003abbd4,1,53.24146909
88,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,160,HP3120M,OFFICE,484585ff-557f-4d0c-95e9-ab9d3c1b78e2-003ac6ee,1,31.61514686
88,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,161,HP3120D,OFFICE,a358ad2b-b01b-41a8-be40-5511aede3510-003b1d1a,1,32.9611011
88,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,214,HP3100,ADMIN ENTRY,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,1,33.81187011
88,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,231,HP-C30A,PUBLIC CORR.,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846a78,1,76.3904915
88,HP3120G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ea,237,HP3130D,STORAGE,c010fbf0-6bb3-4aac-a21d-215679389f66-00947d96,1,40.97045277
89,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,157,HP3120K,OFFICE,8864ee1f-26f4-4e89-932b-e8f289c6470a-003aba88,1,10.49139961
89,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,158,1384,COLLAB,484585ff-557f-4d0c-95e9-ab9d3c1b78e2-003abbd4,1,63.20060376
89,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,160,HP3120M,OFFICE,484585ff-557f-4d0c-95e9-ab9d3c1b78e2-003ac6ee,1,21.30502434
89,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,161,HP3120D,OFFICE,a358ad2b-b01b-41a8-be40-5511aede3510-003b1d1a,1,43.27110824
89,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,214,HP3100,ADMIN ENTRY,c03294b1-3427-4409-992c-4d66fdf61132-004cdc08,1,43.5809503
89,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,231,HP-C30A,PUBLIC CORR.,d3b63245-7e9b-49f8-8c78-cf9820d2eb63-00846a78,1,84.21709689
89,HP3120J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ec,237,HP3130D,STORAGE,c010fbf0-6bb3-4aac-a21d-215679389f66-00947d96,1,30.66031408
90,HP3120T,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ed,111,HP3120AA,CONF(24),35e3559f-2452-4714-ae78-f29c9f2f8e69-003113cc,0,20.90132267
90,HP3120T,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ed,128,HP3149A,WS,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c429,0,9.039070533
90,HP3120T,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ed,129,HP3149B,WS,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c42a,0,10.2997473
90,HP3120T,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ed,130,HP3149C,WS,51ff7dbf-0d68-43c5-a409-2c1b36764abe-0031c42b,0,15.30242382
90,HP3120T,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ed,167,HP3120H,STAFF OFFICE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba889,0,10.63802084
90,HP3120T,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ed,233,HP-C31B,ADMIN CORR.,6769fb4e-8f5e-43fe-8c59-0352e7262f5c-00898fc5,1,12.03918719
91,HP3140F,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ee,127,HP3140B,STAFF OFFICE,19efacc1-ae3b-4e9f-99ca-6fedd68a9eba-0031affe,1,42.05411553
91,HP3140F,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ee,145,HP3140C,STAFF OFFICE,8af813fe-4ad8-4237-a09d-88f50defaa59-00349df0,1,31.2578125
91,HP3140F,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ee,146,HP3140D,STAFF OFFICE,8af813fe-4ad8-4237-a09d-88f50defaa59-00349df2,1,20.53105432
91,HP3140F,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ee,166,HP3140G,HUDDLE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba83e,1,10.57031249
91,HP3140F,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ee,170,HP3140J,STAFF OFFICE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba897,0,23.07047536
91,HP3140F,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ee,174,HP3140E,STAFF OFFICE,a045cbcc-5edf-4c28-9d40-49ae37617c41-003ba9a4,1,10.10977597
91,HP3140F,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ee,195,HP3140H,STAFF OFFICE,e0ef02ed-b478-494e-b673-998064ed7d6f-0043da98,0,14.64258843
91,HP3140F,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ee,215,HP-C31E,ADMIN CORR.,c03294b1-3427-4409-992c-4d66fdf61132-004cdc1e,1,22.13146245
91,HP3140F,STAFF OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d53ee,235,HP-C31F,ADMIN CORR.,1f3a85a3-945a-4cfb-abf4-73936d04dbfe-008992d2,1,33.37413185
92,HP3110G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5423,93,HP3110H,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5424,1,9.880208301
92,HP3110G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5423,95,HP3110J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5426,1,20.16666665
92,HP3110G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5423,144,HP3110F,HUDDLE,8af813fe-4ad8-4237-a09d-88f50defaa59-00349691,0,13.79309573
92,HP3110G,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5423,210,HP-C31A,ADMIN CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af539,1,45.30826698
93,HP3110H,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5424,95,HP3110J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5426,1,10.28645835
93,HP3110H,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5424,210,HP-C31A,ADMIN CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af539,1,35.94964225
94,HP3110K,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5425,95,HP3110J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5426,1,10.63493639
94,HP3110K,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5425,203,HP3110L,COLLAB,4155c6ee-268d-414d-8a9b-3e5adbd84c60-004850ab,0,13.22993224
94,HP3110K,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5425,210,HP-C31A,ADMIN CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af539,1,18.03053107
95,HP3110J,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5426,210,HP-C31A,ADMIN CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af539,1,26.60995535
96,HP3110M,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5429,97,HP3110N,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d542a,1,9.890413761
96,HP3110M,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5429,98,HP3110P,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d542c,1,20.09945201
96,HP3110M,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5429,110,HP3110Q,OFFICE,ca3b91b7-bf10-48e0-a639-693902af65e9-00310746,1,29.89029609
96,HP3110M,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5429,163,HP3110R,OFFICE,a4a4aed8-5bcf-466e-8a97-51854c0bd956-003b1ed9,1,39.89028154
96,HP3110M,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5429,164,HP3110S,OFFICE,9184f9ef-56f8-464d-8752-2bc104b17e34-003b73a0,1,49.89027277
96,HP3110M,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5429,203,HP3110L,COLLAB,4155c6ee-268d-414d-8a9b-3e5adbd84c60-004850ab,0,12.89228477
96,HP3110M,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d5429,210,HP-C31A,ADMIN CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af539,1,18.46306539
97,HP3110N,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d542a,98,HP3110P,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d542c,1,10.20939545
97,HP3110N,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d542a,110,HP3110Q,OFFICE,ca3b91b7-bf10-48e0-a639-693902af65e9-00310746,1,20
97,HP3110N,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d542a,163,HP3110R,OFFICE,a4a4aed8-5bcf-466e-8a97-51854c0bd956-003b1ed9,1,30.00000004
97,HP3110N,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d542a,164,HP3110S,OFFICE,9184f9ef-56f8-464d-8752-2bc104b17e34-003b73a0,1,40
97,HP3110N,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d542a,210,HP-C31A,ADMIN CORR.,10da9b0b-831f-4221-ac76-9ea0eb3a245e-004af539,1,26.49466498
98,HP3110P,OFFICE,20d7622d-978b-49e2-a948-380dc195da73-002d542c,110,HP3110Q,OFFICE,ca3b91b7-bf10-48e0-a639-693902af65e9-00310746,1,9.793940677
