Count,Node1,Node2
30,618,615
10,268,252
44,378,395
3148,66,54
2,69,53
98,433,509
4,215,91
9,257,255
1,610,538
3,56,53
2,397,310
5,55,34
1,513,504
35,396,405
57,375,406
10,616,617
23,617,616
21,140,80
472,70,53
11,399,294
4,230,82
7,510,435
8,42,181
480,70,44
206,611,568
12,516,509
3,69,74
28,624,617
11,245,349
3,215,112
1,78,106
8,399,301
74,210,240
1,381,341
14,42,53
728,29,28
445,26,6
347,43,27
26,584,613
3,491,439
2,605,626
4,56,35
54,375,259
1,445,431
52,374,348
13,257,250
11,166,235
28,304,394
4,215,127
1,606,577
19,181,42
2,254,393
3,31,39
1,154,111
3,236,166
80,373,348
1,574,577
3,399,359
10,421,509
4,301,399
62,210,165
17,412,511
27,584,594
1,379,246
3,254,250
18,618,617
89,231,210
7,398,371
1,263,264
9,249,405
8,294,399
372,302,179
256,10,17
6,74,49
90,373,488
277,11,29
264,11,1
281,10,8
354,302,402
4,476,489
10,516,413
1,513,432
468,44,53
3,206,373
1,404,348
283,12,29
1,607,594
53,235,209
1,574,573
1,523,524
3,56,52
486,44,17
757,29,9
4,545,546
14,490,421
20,624,618
78,373,403
2,147,138
152,594,579
1,404,409
12,294,295
488,6,1
9,493,509
66,253,394
25,593,613
3029,66,40
24,19,24
13,604,600
456,179,44
235,509,441
42,620,597
53,374,328
11,214,231
65,328,377
523,394,303
4,521,626
13,79,80
30,205,176
16,586,594
492,6,26
188,20,6
128,348,406
40,613,594
15,205,234
41,329,410
205,20,26
54,328,374
39,395,394
202,509,442
51,235,194
1,270,301
8,371,396
17,511,433
5,510,436
66,253,304
5,346,400
338,402,394
182,252,303
12,292,400
1,521,577
41,620,615
9,79,209
24,434,437
5,351,349
17,214,233
2,521,611
31,264,394
233,509,514
6,604,603
23,19,6
6,267,396
37,461,460
3,392,256
53,613,584
21,586,600
7,604,594
3,153,111
20,391,378
21,393,257
19,434,432
2,414,515
3,477,444
3,444,477
9,84,223
22,205,235
478,6,20
5,517,489
26,19,20
2,448,432
13,267,261
21,437,434
31,620,613
359,402,302
10,467,469
2,83,223
21,393,395
436,180,303
545,1,11
3,266,378
26,261,396
20,586,585
5,371,398
441,180,209
127,594,611
18,558,584
78,410,377
10,67,42
6,182,235
232,18,8
65,253,252
12,213,226
449,239,209
177,20,1
69,410,378
19,391,267
5,153,233
6,314,291
1,591,594
3,444,443
5,567,585
2,448,466
3,517,490
9,150,233
750,48,47
63,461,433
22,391,395
89,328,410
5,351,352
3,564,579
2,153,159
24,511,412
59,136,134
283,8,10
5,567,600
6,314,396
4,346,348
1,528,578
81,489,499
151,579,594
14,178,112
49,329,377
59,134,225
18,150,177
1,517,499
15,213,127
24,593,488
27,228,209
4,364,245
25,176,205
9,213,229
198,252,394
11,177,234
9,35,58
488,239,179
58,329,374
21,593,583
4,448,434
6,470,469
85,489,433
9,79,140
18,343,348
532,1,12
378,402,239
8,226,125
23,264,395
25,261,394
22,176,234
468,179,209
2,182,173
7,267,391
32,615,620
2,414,511
46,395,264
143,594,569
6,178,233
9,91,166
29,255,394
74,489,463
1,538,537
23,511,416
14,214,237
6,310,266
469,239,70
7,67,32
1,504,513
3,467,489
10,405,394
185,252,253
4,351,348
81,406,343
5,83,84
31,343,406
15,80,79
16,82,81
14,616,618
82,568,621
7,112,215
4,364,356
1,106,125
6,301,377
494,179,239
246,18,29
50,240,165
2,182,184
1,341,374
17,177,176
115,348,373
2,564,545
7,470,481
43,613,558
2,493,598
3,314,316
2,439,510
7,371,370
4,35,56
19,259,394
4,626,622
2,431,476
12,250,394
18,405,249
11,127,213
2,577,521
45,395,255
3,39,53
1,111,214
6,166,91
35,259,375
11,80,140
9,294,377
73,136,225
28,176,235
2,577,534
1,359,300
1,439,438
63,410,328
3,414,412
1,439,491
4,510,432
59,165,210
20,615,597
4,246,310
8,250,255
2,270,398
17,405,396
17,437,466
19,393,378
135,348,403
25,558,594
5,49,50
35,488,373
6,266,246
67,406,375
294,8,18
4,364,348
21,261,264
8,80,209
17,127,146
16,432,434
17,434,466
20,264,261
2,83,82
25,558,613
2,573,529
1,524,577
1,52,56
240,18,26
556,1,29
2,546,563
92,403,373
2,138,137
16,178,214
1,528,577
76,134,136
2,546,545
188,579,611
1,409,348
291,8,17
1,467,487
5,295,377
5,226,213
11,24,1
29,597,620
68,406,348
126,442,509
26,194,235
2,436,437
4,577,611
14,437,432
178,611,621
3,603,604
18,460,461
3,256,395
60,240,210
2,111,233
57,134,231
15,432,437
32,194,209
123,442,303
1,477,439
3,223,209
24,597,594
23,228,194
6,223,84
7,24,19
391,303,394
52,165,240
15,466,433
3,352,348
56,165,211
1,578,577
37,499,433
7,112,178
59,225,136
33,499,489
39,488,593
7,58,35
5,125,235
98,568,611
6,24,6
9,597,615
42,569,611
118,442,599
169,579,599
30,463,465
1,537,532
9,416,418
1,513,431
36,463,489
14,84,209
3,295,269
30,81,82
93,621,568
1,356,364
3,125,106
12,177,233
1,184,194
4,481,471
18,466,511
4,226,229
2,316,318
3,370,396
2,622,579
5,127,91
3,249,407
17,194,228
7,416,509
54,240,211
9,91,127
18,228,235
47,225,134
54,569,594
3,356,348
1,534,611
1,300,370
1,438,491
1,491,438
1,316,317
18,255,250
4,295,294
21,466,492
8,249,394
121,403,348
5,50,35
174,611,579
9,432,466
19,82,209
3,49,74
40,488,489
5,146,91
9,82,84
3,32,67
1,603,600
1,184,235
1,529,573
3,112,234
2,563,546
5,370,371
2,603,594
77,136,231
2,137,138
34,343,374
1,487,482
2,622,626
47,569,579
9,181,304
78,621,514
14,250,257
6,84,82
2,567,586
4,125,107
119,568,441
343,17,26
13,150,104
38,211,240
1,359,399
4,35,53
122,599,579
12,465,500
1,532,611
5,418,511
2,246,396
2,269,335
89,621,611
3,50,51
4,106,107
1,269,399
2,471,479
165,599,442
2,318,316
2,52,58
1,407,405
1,438,466
2,317,318
1,407,249
55,211,165
4,470,489
4,492,511
55,225,81
2,352,351
19,465,463
9,492,433
10,416,511
36,461,501
2,546,579
1,138,147
3,482,476
4,107,235
2,418,416
3,370,398
8,104,75
1,111,90
8,492,466
3,104,233
2,500,463
4,476,482
1,335,333
4,51,49
2,107,125
12,460,433
3,481,470
3,479,489
3,58,53
5,146,127
1,622,543
1,51,74
1,318,317
29,463,433
1,32,53
1,529,525
15,255,395
9,501,514
1,477,510
29,81,225
2,316,396
1,359,306
15,81,209
3,75,233
2,90,167
12,501,461
7,146,166
4,75,150
3,482,474
22,499,494
1,333,399
2,223,82
1,318,396
1,543,622
2,74,51
1,525,577
11,460,519
34,211,99
1,306,399
2,167,90
6,166,236
3,474,476
6,494,433
2,51,50
2,418,419
1,246,266
4,500,489
3,230,81
7,519,461
17,99,211
2,471,472
3,67,53
6,500,465
3,104,150
2,107,106
1,419,416
1,301,270
1,50,58
1,534,577
1,138,231
1,472,489
3,398,370
9,494,464
2,49,51
3,472,479
17,99,209
1,270,379
5,465,433
2,58,50
2,479,472
15,501,441
1,90,233
10,494,499
3,464,494
1,474,482
4,519,460
2,31,53
1,75,104
1,335,377
6,464,433
1,236,125
1,106,235
1,476,474
1,407,394
1,419,512
1,512,511
