Phase,AgentID,Starting Node,Starting Room Name,Current Node,Room Name,Path,Agent Type
0,246,599,STAIR 02,153,HUDDLE,"[599, 442, 509, 433, 489, 488, 373, 206, 210, 231, 214, 159, 153]",Student
0,247,268,SEMINAR,227,COLLAB,"[268, 304, 181, 209, 84, 229, 226, 125, 235, 227]",Student
0,248,303,STAIR,34,CLASSROOM,"[303, 180, 43, 53, 69, 34]",Student
0,249,53,EAST ATRIUM,31,CLASSROOM,"[53, 32, 31]",Student
0,250,53,EAST ATRIUM,154,HUDDLE,"[53, 69, 55, 206, 210, 231, 214, 154]",Student
0,251,40,STUDENT SEATING,290,HUDDLE,"[40, 66, 69, 55, 206, 373, 348, 404, 380, 328, 377, 269, 290]",Student
0,252,69,PUBLIC CORR.,106,RESEARCH,"[69, 53, 42, 181, 209, 84, 229, 226, 125, 106]",Student
0,253,509,EAST ATRIUM,421,CLASSROOM,"[509, 421]",Student
0,254,509,EAST ATRIUM,419,SKILLS LAB STORAGE,"[509, 433, 512, 419]",Student
0,255,394,EAST ATRIUM,35,AUDITORIUM,"[394, 304, 181, 42, 53, 35]",Student
0,256,268,SEMINAR,250,ADL CLASS LAB,"[268, 394, 250]",Student
0,257,35,AUDITORIUM,261,RESEARCH,"[35, 53, 42, 181, 304, 394, 396, 261]",Student
0,258,69,PUBLIC CORR.,431,COLLAB HUB,"[69, 55, 206, 373, 488, 489, 476, 431]",Student
0,259,206,STAIR 03,1,AUDITORIUM,"[206, 55, 69, 53, 44, 17, 8, 18, 26, 1]",Student
0,260,42,STAIR,32,CLASSROOM,"[42, 67, 32]",Student
0,261,53,EAST ATRIUM,290,HUDDLE,"[53, 69, 55, 206, 373, 348, 404, 380, 328, 377, 269, 290]",Student
0,262,618,ADMIN CORRIDOR,421,CLASSROOM,"[618, 615, 620, 613, 593, 488, 489, 499, 517, 490, 421]",Student
0,263,493,STAIR 04,466,OPEN HUDDLE,"[493, 509, 433, 466]",Student
0,264,53,EAST ATRIUM,261,RESEARCH,"[53, 42, 181, 304, 394, 396, 261]",Student
0,265,209,EAST ATRIUM,250,ADL CLASS LAB,"[209, 181, 304, 394, 250]",Student
0,266,509,EAST ATRIUM,259,CLASSROOM,"[509, 440, 304, 394, 259]",Student
0,267,393,WEST ATRIUM,421,CLASSROOM,"[393, 257, 255, 394, 304, 440, 509, 421]",Student
0,268,53,EAST ATRIUM,429,HUDDLE,"[53, 69, 55, 206, 373, 488, 489, 476, 431, 445, 510, 429]",Student
0,269,35,AUDITORIUM,1,AUDITORIUM,"[35, 53, 44, 17, 8, 18, 26, 1]",Student
0,270,55,STAIR,439,COLLAB HUB,"[55, 206, 373, 488, 489, 476, 431, 445, 510, 439]",Student
0,271,374,PUBLIC CORR.,248,CLASSROOM,"[374, 343, 406, 375, 259, 394, 248]",Student
0,272,17,ELEVATOR,36,CLASSROOM,"[17, 44, 53, 36]",Student
0,273,210,ADMIN CORR.,516,COLLAB,"[210, 206, 373, 488, 489, 433, 509, 516]",Student
0,274,29,PREFUNCTION,255,ANATOMY CLASS LAB,"[29, 18, 8, 17, 44, 179, 302, 394, 255]",Student
0,275,509,EAST ATRIUM,106,RESEARCH,"[509, 440, 304, 181, 209, 84, 229, 226, 125, 106]",Student
0,276,9,BUILDING LOBBY,84,CLASSROOM (30),"[9, 29, 18, 8, 17, 44, 179, 209, 84]",Student
0,277,509,EAST ATRIUM,212,DIAGNOSTIC CLASS LAB STORAGE,"[509, 440, 304, 181, 209, 84, 229, 212]",Student
0,278,53,EAST ATRIUM,431,COLLAB HUB,"[53, 69, 55, 206, 373, 488, 489, 476, 431]",Student
0,279,397,ADMIN CORR.,255,ANATOMY CLASS LAB,"[397, 391, 395, 255]",Student
0,280,433,PUBLIC CORR,79,CLASSROOM,"[433, 509, 440, 304, 181, 224, 140, 79]",Student
0,281,229,PUBLIC CORR.,212,DIAGNOSTIC CLASS LAB STORAGE,"[229, 212]",Student
0,282,28,STUDENT COLLABORATION,261,RESEARCH,"[28, 29, 18, 8, 17, 44, 179, 302, 394, 396, 261]",Student
0,283,612,PUBLIC CORR.,249,CLASSROOM,"[612, 611, 568, 441, 302, 394, 249]",Student
0,284,209,EAST ATRIUM,419,SKILLS LAB STORAGE,"[209, 181, 304, 440, 509, 433, 512, 419]",Student
0,285,577,EXAM SUITE CORRIDOR,466,OPEN HUDDLE,"[577, 592, 440, 509, 433, 466]",Student
0,286,373,STAIR 03,375,COLLAB,"[373, 348, 343, 406, 375]",Student
0,287,35,AUDITORIUM,153,HUDDLE,"[35, 53, 69, 55, 206, 210, 231, 214, 159, 153]",Student
0,288,234,ADMIN CORR.,211,COLLAB,"[234, 235, 125, 226, 229, 84, 209, 99, 211]",Student
0,289,594,PUBLIC CORR.,99,CLASSROOM,"[594, 613, 593, 488, 373, 206, 210, 240, 211, 99]",Student
0,290,440,STAIR 01,227,COLLAB,"[440, 304, 181, 209, 84, 229, 226, 125, 235, 227]",Student
0,291,53,EAST ATRIUM,227,COLLAB,"[53, 42, 181, 209, 84, 229, 226, 125, 235, 227]",Student
0,292,509,EAST ATRIUM,261,RESEARCH,"[509, 440, 304, 394, 396, 261]",Student
0,293,210,ADMIN CORR.,211,COLLAB,"[210, 240, 211]",Student
0,294,394,EAST ATRIUM,262,RESEARCH,"[394, 396, 262]",Student
0,295,594,PUBLIC CORR.,35,AUDITORIUM,"[594, 613, 593, 488, 373, 206, 55, 69, 53, 35]",Student
0,296,509,EAST ATRIUM,36,CLASSROOM,"[509, 440, 304, 181, 42, 53, 36]",Student
0,297,509,EAST ATRIUM,227,COLLAB,"[509, 440, 304, 181, 209, 84, 229, 226, 125, 235, 227]",Student
0,298,209,EAST ATRIUM,250,ADL CLASS LAB,"[209, 181, 304, 394, 250]",Student
0,299,35,AUDITORIUM,76,CLASSROOM,"[35, 53, 42, 181, 209, 76]",Student
0,300,509,EAST ATRIUM,260,RESEARCH,"[509, 440, 304, 394, 396, 260]",Student
0,301,209,EAST ATRIUM,267,RESEARCH,"[209, 181, 304, 394, 396, 267]",Student
0,302,53,EAST ATRIUM,80,CLASSROOM,"[53, 42, 181, 224, 140, 80]",Student
0,303,509,EAST ATRIUM,264,PEDIATRIC CLASS LAB,"[509, 440, 304, 394, 255, 395, 264]",Student
0,304,27,STAIR,80,CLASSROOM,"[27, 43, 180, 209, 80]",Student
0,305,233,ADMIN CORR.,259,CLASSROOM,"[233, 111, 214, 231, 210, 206, 373, 348, 343, 406, 375, 259]",Student
0,306,209,EAST ATRIUM,262,RESEARCH,"[209, 181, 304, 394, 396, 262]",Student
0,307,509,EAST ATRIUM,36,CLASSROOM,"[509, 440, 304, 181, 42, 53, 36]",Student
0,308,377,"ADMIN CORR,",31,CLASSROOM,"[377, 328, 380, 404, 348, 373, 206, 55, 69, 53, 32, 31]",Student
0,309,395,PUBLIC CORR.,429,HUDDLE,"[395, 255, 394, 304, 440, 509, 412, 511, 491, 439, 510, 429]",Student
0,310,397,ADMIN CORR.,431,COLLAB HUB,"[397, 391, 395, 255, 394, 304, 440, 509, 433, 489, 476, 431]",Student
0,311,1,AUDITORIUM,252,CLASSROOM,"[1, 6, 27, 43, 180, 303, 252]",Student
0,312,35,AUDITORIUM,166,HUDDLE,"[35, 53, 42, 181, 209, 84, 229, 226, 236, 166]",Student
0,313,510,ADMIN CORR.,414,MAKERSPACE MEDIA LAB,"[510, 439, 491, 511, 414]",Student
0,314,397,ADMIN CORR.,431,COLLAB HUB,"[397, 391, 395, 255, 394, 304, 440, 509, 433, 489, 476, 431]",Student
0,315,420,SEMINAR,249,CLASSROOM,"[420, 440, 304, 394, 249]",Student
0,316,268,SEMINAR,264,PEDIATRIC CLASS LAB,"[268, 394, 255, 395, 264]",Student
0,317,509,EAST ATRIUM,261,RESEARCH,"[509, 440, 304, 394, 396, 261]",Student
0,318,55,STAIR,34,CLASSROOM,"[55, 34]",Student
0,319,231,PUBLIC CORR.,430,HUDDLE,"[231, 210, 206, 373, 488, 489, 462, 492, 466, 430]",Student
0,320,509,EAST ATRIUM,211,COLLAB,"[509, 440, 304, 181, 209, 99, 211]",Student
0,321,229,PUBLIC CORR.,262,RESEARCH,"[229, 84, 209, 181, 304, 394, 396, 262]",Student
0,322,53,EAST ATRIUM,81,COMPUTER CLASSROOM,"[53, 42, 181, 209, 81]",Student
0,323,42,STAIR,106,RESEARCH,"[42, 181, 209, 84, 229, 226, 125, 106]",Student
0,324,181,STAIR 01,77,CLASSROOM,"[181, 209, 77]",Student
0,325,618,ADMIN CORRIDOR,227,COLLAB,"[618, 615, 620, 613, 593, 488, 489, 433, 509, 440, 304, 181, 209, 84, 229, 226, 125, 235, 227]",Student
0,326,209,EAST ATRIUM,439,COLLAB HUB,"[209, 181, 304, 440, 509, 412, 511, 491, 439]",Student
0,327,577,EXAM SUITE CORRIDOR,250,ADL CLASS LAB,"[577, 592, 440, 304, 394, 250]",Student
0,328,35,AUDITORIUM,99,CLASSROOM,"[35, 53, 42, 181, 209, 99]",Student
0,329,509,EAST ATRIUM,78,DIAGNOSTIC CLASS LAB,"[509, 440, 304, 181, 209, 84, 229, 212, 78]",Student
0,330,395,PUBLIC CORR.,429,HUDDLE,"[395, 255, 394, 304, 440, 509, 412, 511, 491, 439, 510, 429]",Student
0,331,35,AUDITORIUM,249,CLASSROOM,"[35, 53, 42, 181, 304, 394, 249]",Student
0,332,35,AUDITORIUM,154,HUDDLE,"[35, 53, 69, 55, 206, 210, 231, 214, 154]",Student
0,333,374,PUBLIC CORR.,82,COMPUTER CLASSROOM,"[374, 348, 373, 206, 210, 240, 211, 99, 209, 82]",Student
0,334,9,BUILDING LOBBY,227,COLLAB,"[9, 29, 18, 8, 17, 44, 179, 209, 84, 229, 226, 125, 235, 227]",Student
0,335,35,AUDITORIUM,490,COLLAB,"[35, 53, 42, 181, 304, 440, 509, 421, 490]",Student
0,336,379,ADMIN CORR.,250,ADL CLASS LAB,"[379, 251, 327, 397, 391, 395, 255, 250]",Student
0,337,69,PUBLIC CORR.,36,CLASSROOM,"[69, 53, 36]",Student
0,338,68,STAIR 04,430,HUDDLE,"[68, 53, 69, 55, 206, 373, 488, 489, 462, 492, 466, 430]",Student
0,339,442,STAIR 02,419,SKILLS LAB STORAGE,"[442, 509, 433, 512, 419]",Student
0,340,209,EAST ATRIUM,414,MAKERSPACE MEDIA LAB,"[209, 181, 304, 440, 509, 412, 414]",Student
0,341,35,AUDITORIUM,80,CLASSROOM,"[35, 53, 42, 181, 224, 140, 80]",Student
0,342,509,EAST ATRIUM,250,ADL CLASS LAB,"[509, 440, 304, 394, 250]",Student
0,343,69,PUBLIC CORR.,260,RESEARCH,"[69, 53, 42, 181, 304, 394, 396, 260]",Student
0,344,493,STAIR 04,108,RESEARCH,"[493, 509, 440, 304, 181, 209, 84, 229, 226, 125, 108]",Student
0,345,612,PUBLIC CORR.,84,CLASSROOM (30),"[612, 611, 568, 441, 302, 179, 209, 84]",Student
0,346,230,WEST ATRIUM,58,CLASSROOM STORAGE,"[230, 82, 209, 181, 42, 53, 58]",Student
0,347,394,EAST ATRIUM,414,MAKERSPACE MEDIA LAB,"[394, 304, 440, 509, 412, 414]",Student
0,348,433,PUBLIC CORR,78,DIAGNOSTIC CLASS LAB,"[433, 509, 440, 304, 181, 209, 84, 229, 212, 78]",Student
0,349,268,SEMINAR,154,HUDDLE,"[268, 304, 440, 509, 433, 489, 488, 373, 206, 210, 231, 214, 154]",Student
0,350,376,PUBLIC (STAIR),212,DIAGNOSTIC CLASS LAB STORAGE,"[376, 394, 304, 181, 209, 84, 229, 212]",Student
0,351,209,EAST ATRIUM,166,HUDDLE,"[209, 84, 229, 226, 236, 166]",Student
0,352,53,EAST ATRIUM,81,COMPUTER CLASSROOM,"[53, 42, 181, 209, 81]",Student
0,353,509,EAST ATRIUM,211,COLLAB,"[509, 440, 304, 181, 209, 99, 211]",Student
0,354,210,ADMIN CORR.,252,CLASSROOM,"[210, 206, 373, 488, 489, 433, 509, 442, 303, 252]",Student
0,355,394,EAST ATRIUM,82,COMPUTER CLASSROOM,"[394, 304, 181, 209, 82]",Student
0,356,376,PUBLIC (STAIR),264,PEDIATRIC CLASS LAB,"[376, 394, 255, 395, 264]",Student
0,357,510,ADMIN CORR.,290,HUDDLE,"[510, 445, 431, 476, 489, 488, 373, 348, 404, 380, 328, 377, 269, 290]",Student
0,358,233,ADMIN CORR.,255,ANATOMY CLASS LAB,"[233, 111, 214, 231, 210, 206, 373, 488, 489, 433, 509, 440, 304, 394, 255]",Student
0,359,509,EAST ATRIUM,154,HUDDLE,"[509, 433, 489, 488, 373, 206, 210, 231, 214, 154]",Student
0,360,28,STUDENT COLLABORATION,35,AUDITORIUM,"[28, 29, 18, 8, 17, 44, 53, 35]",Student
0,361,397,ADMIN CORR.,211,COLLAB,"[397, 391, 395, 255, 394, 304, 181, 209, 99, 211]",Student
0,362,53,EAST ATRIUM,431,COLLAB HUB,"[53, 69, 55, 206, 373, 488, 489, 476, 431]",Student
0,363,594,PUBLIC CORR.,38,CLASSROOM,"[594, 613, 593, 488, 373, 206, 55, 69, 53, 38]",Student
0,364,9,BUILDING LOBBY,290,HUDDLE,"[9, 29, 18, 8, 17, 44, 53, 69, 55, 206, 373, 348, 404, 380, 328, 377, 269, 290]",Student
0,365,11,VESTIBULE,253,CLASSROOM,"[11, 29, 18, 8, 17, 44, 179, 302, 394, 253]",Student
0,366,29,PREFUNCTION,429,HUDDLE,"[29, 18, 8, 17, 44, 179, 302, 441, 509, 412, 511, 491, 439, 510, 429]",Student
0,367,210,ADMIN CORR.,227,COLLAB,"[210, 240, 211, 99, 209, 84, 229, 226, 125, 235, 227]",Student
0,368,611,EAST ATRIUM,267,RESEARCH,"[611, 568, 441, 302, 394, 396, 267]",Student
0,369,348,ADMIN CORR.,249,CLASSROOM,"[348, 343, 406, 375, 259, 394, 249]",Student
0,370,510,ADMIN CORR.,249,CLASSROOM,"[510, 439, 491, 511, 412, 509, 440, 304, 394, 249]",Student
0,371,433,PUBLIC CORR,439,COLLAB HUB,"[433, 511, 491, 439]",Student
0,372,394,EAST ATRIUM,260,RESEARCH,"[394, 396, 260]",Student
0,373,53,EAST ATRIUM,260,RESEARCH,"[53, 42, 181, 304, 394, 396, 260]",Student
0,374,1,AUDITORIUM,81,COMPUTER CLASSROOM,"[1, 26, 18, 8, 17, 44, 179, 209, 81]",Student
0,375,592,STAIR 01,439,COLLAB HUB,"[592, 440, 509, 412, 511, 491, 439]",Student
0,376,53,EAST ATRIUM,108,RESEARCH,"[53, 42, 181, 209, 84, 229, 226, 125, 108]",Student
0,377,509,EAST ATRIUM,250,ADL CLASS LAB,"[509, 440, 304, 394, 250]",Student
0,378,17,ELEVATOR,34,CLASSROOM,"[17, 44, 53, 69, 34]",Student
0,379,394,EAST ATRIUM,259,CLASSROOM,"[394, 259]",Student
0,380,35,AUDITORIUM,466,OPEN HUDDLE,"[35, 53, 69, 55, 206, 373, 488, 489, 462, 492, 466]",Student
0,381,231,PUBLIC CORR.,264,PEDIATRIC CLASS LAB,"[231, 210, 206, 373, 488, 489, 433, 509, 440, 304, 394, 255, 395, 264]",Student
0,382,53,EAST ATRIUM,421,CLASSROOM,"[53, 42, 181, 304, 440, 509, 421]",Student
0,383,512,WEST ATRIUM,77,CLASSROOM,"[512, 433, 509, 440, 304, 181, 209, 77]",Student
0,384,35,AUDITORIUM,108,RESEARCH,"[35, 53, 42, 181, 209, 84, 229, 226, 125, 108]",Student
0,385,18,CORRIDOR,211,COLLAB,"[18, 8, 17, 44, 179, 209, 99, 211]",Student
0,386,373,STAIR 03,82,COMPUTER CLASSROOM,"[373, 206, 210, 240, 211, 99, 209, 82]",Student
0,387,44,ELEVATOR,253,CLASSROOM,"[44, 179, 302, 394, 253]",Student
0,388,53,EAST ATRIUM,490,COLLAB,"[53, 42, 181, 304, 440, 509, 421, 490]",Student
0,389,1,AUDITORIUM,421,CLASSROOM,"[1, 26, 18, 8, 17, 44, 179, 302, 441, 509, 421]",Student
0,390,28,STUDENT COLLABORATION,78,DIAGNOSTIC CLASS LAB,"[28, 29, 18, 8, 17, 44, 179, 209, 84, 229, 212, 78]",Student
0,391,69,PUBLIC CORR.,421,CLASSROOM,"[69, 55, 206, 373, 488, 489, 499, 517, 490, 421]",Student
0,392,613,ADMIN CORR.,261,RESEARCH,"[613, 593, 488, 489, 433, 509, 440, 304, 394, 396, 261]",Student
0,393,509,EAST ATRIUM,78,DIAGNOSTIC CLASS LAB,"[509, 440, 304, 181, 209, 84, 229, 212, 78]",Student
0,394,577,EXAM SUITE CORRIDOR,34,CLASSROOM,"[577, 592, 440, 304, 181, 42, 53, 69, 34]",Student
0,395,509,EAST ATRIUM,259,CLASSROOM,"[509, 440, 304, 394, 259]",Student
0,396,69,PUBLIC CORR.,154,HUDDLE,"[69, 55, 206, 210, 231, 214, 154]",Student
0,397,509,EAST ATRIUM,421,CLASSROOM,"[509, 421]",Student
0,398,53,EAST ATRIUM,58,CLASSROOM STORAGE,"[53, 58]",Student
0,399,593,STAIR 03,84,CLASSROOM (30),"[593, 488, 489, 433, 509, 440, 304, 181, 209, 84]",Student
0,400,230,WEST ATRIUM,260,RESEARCH,"[230, 82, 209, 181, 304, 394, 396, 260]",Student
0,401,376,PUBLIC (STAIR),255,ANATOMY CLASS LAB,"[376, 394, 255]",Student
0,402,493,STAIR 04,267,RESEARCH,"[493, 509, 440, 304, 394, 396, 267]",Student
0,403,209,EAST ATRIUM,252,CLASSROOM,"[209, 180, 303, 252]",Student
0,404,35,AUDITORIUM,79,CLASSROOM,"[35, 53, 42, 181, 224, 140, 79]",Student
0,405,46,VESTIBULE,80,CLASSROOM,"[46, 53, 42, 181, 224, 140, 80]",Student
0,406,140,SEMINAR,1,AUDITORIUM,"[140, 209, 179, 44, 17, 8, 18, 26, 1]",Student
0,407,43,STAIR,154,HUDDLE,"[43, 180, 303, 442, 509, 433, 489, 488, 373, 206, 210, 231, 214, 154]",Student
0,408,612,PUBLIC CORR.,77,CLASSROOM,"[612, 611, 568, 441, 302, 179, 209, 77]",Student
0,409,442,STAIR 02,31,CLASSROOM,"[442, 303, 252, 304, 181, 42, 67, 32, 31]",Student
0,410,28,STUDENT COLLABORATION,37,CLASSROOM,"[28, 29, 1, 6, 27, 43, 37]",Student
0,411,43,STAIR,82,COMPUTER CLASSROOM,"[43, 180, 209, 82]",Student
0,412,509,EAST ATRIUM,38,CLASSROOM,"[509, 440, 304, 181, 42, 53, 38]",Student
0,413,304,STAIR,1,AUDITORIUM,"[304, 181, 209, 179, 44, 17, 8, 18, 26, 1]",Student
0,414,230,WEST ATRIUM,78,DIAGNOSTIC CLASS LAB,"[230, 229, 212, 78]",Student
0,415,509,EAST ATRIUM,108,RESEARCH,"[509, 440, 304, 181, 209, 84, 229, 226, 125, 108]",Student
0,416,53,EAST ATRIUM,429,HUDDLE,"[53, 69, 55, 206, 373, 488, 489, 476, 431, 445, 510, 429]",Student
0,417,373,STAIR 03,375,COLLAB,"[373, 348, 343, 406, 375]",Student
0,418,618,ADMIN CORRIDOR,421,CLASSROOM,"[618, 615, 620, 613, 593, 488, 489, 499, 517, 490, 421]",Student
0,419,373,STAIR 03,166,HUDDLE,"[373, 206, 210, 240, 211, 99, 209, 84, 229, 226, 236, 166]",Student
0,420,394,EAST ATRIUM,38,CLASSROOM,"[394, 304, 181, 42, 53, 38]",Student
0,421,69,PUBLIC CORR.,228,COLLAB,"[69, 53, 42, 181, 209, 228]",Student
0,422,394,EAST ATRIUM,259,CLASSROOM,"[394, 259]",Student
0,423,9,BUILDING LOBBY,264,PEDIATRIC CLASS LAB,"[9, 29, 18, 8, 17, 44, 179, 302, 394, 255, 395, 264]",Student
0,424,53,EAST ATRIUM,260,RESEARCH,"[53, 42, 181, 304, 394, 396, 260]",Student
0,425,35,AUDITORIUM,166,HUDDLE,"[35, 53, 42, 181, 209, 84, 229, 226, 236, 166]",Student
0,426,35,AUDITORIUM,250,ADL CLASS LAB,"[35, 53, 42, 181, 304, 394, 250]",Student
0,427,594,PUBLIC CORR.,516,COLLAB,"[594, 613, 593, 488, 489, 433, 509, 516]",Student
0,428,394,EAST ATRIUM,431,COLLAB HUB,"[394, 304, 440, 509, 433, 489, 476, 431]",Student
0,429,611,EAST ATRIUM,38,CLASSROOM,"[611, 568, 441, 302, 179, 44, 53, 38]",Student
0,430,397,ADMIN CORR.,107,RESEARCH,"[397, 391, 395, 255, 394, 304, 181, 209, 84, 229, 226, 125, 107]",Student
0,431,618,ADMIN CORRIDOR,421,CLASSROOM,"[618, 615, 620, 613, 593, 488, 489, 499, 517, 490, 421]",Student
0,432,35,AUDITORIUM,79,CLASSROOM,"[35, 53, 42, 181, 224, 140, 79]",Student
0,433,509,EAST ATRIUM,290,HUDDLE,"[509, 433, 489, 488, 373, 348, 404, 380, 328, 377, 269, 290]",Student
0,434,512,WEST ATRIUM,259,CLASSROOM,"[512, 433, 489, 488, 373, 348, 343, 406, 375, 259]",Student
0,435,613,ADMIN CORR.,405,COLLAB,"[613, 593, 488, 489, 433, 509, 440, 304, 394, 405]",Student
0,436,209,EAST ATRIUM,108,RESEARCH,"[209, 84, 229, 226, 125, 108]",Student
0,437,512,WEST ATRIUM,439,COLLAB HUB,"[512, 511, 491, 439]",Student
0,438,1,AUDITORIUM,431,COLLAB HUB,"[1, 26, 18, 8, 17, 44, 179, 302, 441, 509, 433, 489, 476, 431]",Student
0,439,210,ADMIN CORR.,107,RESEARCH,"[210, 240, 211, 99, 209, 84, 229, 226, 125, 107]",Student
0,440,395,PUBLIC CORR.,77,CLASSROOM,"[395, 255, 394, 304, 181, 209, 77]",Student
0,441,612,PUBLIC CORR.,261,RESEARCH,"[612, 611, 568, 441, 302, 394, 396, 261]",Student
0,442,209,EAST ATRIUM,34,CLASSROOM,"[209, 181, 42, 53, 69, 34]",Student
0,443,35,AUDITORIUM,106,RESEARCH,"[35, 53, 42, 181, 209, 84, 229, 226, 125, 106]",Student
0,444,209,EAST ATRIUM,250,ADL CLASS LAB,"[209, 181, 304, 394, 250]",Student
0,445,420,SEMINAR,84,CLASSROOM (30),"[420, 440, 304, 181, 209, 84]",Student
0,446,509,EAST ATRIUM,84,CLASSROOM (30),"[509, 440, 304, 181, 209, 84]",Student
0,447,493,STAIR 04,252,CLASSROOM,"[493, 509, 442, 303, 252]",Student
0,448,509,EAST ATRIUM,261,RESEARCH,"[509, 440, 304, 394, 396, 261]",Student
0,449,593,STAIR 03,106,RESEARCH,"[593, 488, 489, 433, 509, 440, 304, 181, 209, 84, 229, 226, 125, 106]",Student
0,450,27,STAIR,264,PEDIATRIC CLASS LAB,"[27, 43, 180, 303, 394, 255, 395, 264]",Student
0,451,393,WEST ATRIUM,78,DIAGNOSTIC CLASS LAB,"[393, 257, 255, 394, 304, 181, 209, 84, 229, 212, 78]",Student
0,452,394,EAST ATRIUM,516,COLLAB,"[394, 304, 440, 509, 516]",Student
0,453,509,EAST ATRIUM,76,CLASSROOM,"[509, 440, 304, 181, 209, 76]",Student
0,454,53,EAST ATRIUM,80,CLASSROOM,"[53, 42, 181, 224, 140, 80]",Student
0,455,440,STAIR 01,108,RESEARCH,"[440, 304, 181, 209, 84, 229, 226, 125, 108]",Student
0,456,488,STAIR 03,158,COLLAB,"[488, 373, 206, 210, 231, 158]",Student
0,457,53,EAST ATRIUM,252,CLASSROOM,"[53, 42, 181, 304, 252]",Student
0,458,394,EAST ATRIUM,76,CLASSROOM,"[394, 304, 181, 209, 76]",Student
0,459,611,EAST ATRIUM,37,CLASSROOM,"[611, 579, 599, 442, 303, 180, 43, 37]",Student
0,460,509,EAST ATRIUM,107,RESEARCH,"[509, 440, 304, 181, 209, 84, 229, 226, 125, 107]",Student
0,461,35,AUDITORIUM,76,CLASSROOM,"[35, 53, 42, 181, 209, 76]",Student
0,462,577,EXAM SUITE CORRIDOR,255,ANATOMY CLASS LAB,"[577, 592, 440, 304, 394, 255]",Student
0,463,9,BUILDING LOBBY,431,COLLAB HUB,"[9, 29, 18, 8, 17, 44, 179, 302, 441, 509, 433, 489, 476, 431]",Student
0,464,53,EAST ATRIUM,250,ADL CLASS LAB,"[53, 42, 181, 304, 394, 250]",Student
0,465,35,AUDITORIUM,267,RESEARCH,"[35, 53, 42, 181, 304, 394, 396, 267]",Student
0,466,9,BUILDING LOBBY,259,CLASSROOM,"[9, 29, 18, 8, 17, 44, 179, 302, 394, 259]",Student
0,467,210,ADMIN CORR.,34,CLASSROOM,"[210, 206, 55, 34]",Student
0,468,303,STAIR,99,CLASSROOM,"[303, 180, 209, 99]",Student
0,469,394,EAST ATRIUM,405,COLLAB,"[394, 405]",Student
0,470,18,CORRIDOR,439,COLLAB HUB,"[18, 8, 17, 44, 179, 302, 441, 509, 412, 511, 491, 439]",Student
0,471,29,PREFUNCTION,76,CLASSROOM,"[29, 18, 8, 17, 44, 179, 209, 76]",Student
0,472,35,AUDITORIUM,490,COLLAB,"[35, 53, 42, 181, 304, 440, 509, 421, 490]",Student
0,473,29,PREFUNCTION,212,DIAGNOSTIC CLASS LAB STORAGE,"[29, 18, 8, 17, 44, 179, 209, 84, 229, 212]",Student
0,474,493,STAIR 04,31,CLASSROOM,"[493, 509, 440, 304, 181, 42, 67, 32, 31]",Student
0,475,509,EAST ATRIUM,76,CLASSROOM,"[509, 440, 304, 181, 209, 76]",Student
0,476,209,EAST ATRIUM,158,COLLAB,"[209, 99, 211, 240, 210, 231, 158]",Student
0,477,46,VESTIBULE,290,HUDDLE,"[46, 53, 69, 55, 206, 373, 348, 404, 380, 328, 377, 269, 290]",Student
0,478,9,BUILDING LOBBY,249,CLASSROOM,"[9, 29, 18, 8, 17, 44, 179, 302, 394, 249]",Student
0,479,611,EAST ATRIUM,490,COLLAB,"[611, 568, 441, 509, 421, 490]",Student
0,480,53,EAST ATRIUM,99,CLASSROOM,"[53, 42, 181, 209, 99]",Student
0,481,53,EAST ATRIUM,32,CLASSROOM,"[53, 32]",Student
0,482,613,ADMIN CORR.,260,RESEARCH,"[613, 593, 488, 489, 433, 509, 440, 304, 394, 396, 260]",Student
0,483,577,EXAM SUITE CORRIDOR,78,DIAGNOSTIC CLASS LAB,"[577, 592, 440, 304, 181, 209, 84, 229, 212, 78]",Student
0,484,509,EAST ATRIUM,36,CLASSROOM,"[509, 440, 304, 181, 42, 53, 36]",Student
0,485,35,AUDITORIUM,405,COLLAB,"[35, 53, 42, 181, 304, 394, 405]",Student
0,486,268,SEMINAR,262,RESEARCH,"[268, 394, 396, 262]",Student
0,487,53,EAST ATRIUM,250,ADL CLASS LAB,"[53, 42, 181, 304, 394, 250]",Student
0,488,1,AUDITORIUM,259,CLASSROOM,"[1, 26, 18, 8, 17, 44, 179, 302, 394, 259]",Student
0,489,378,PUBLIC (ENTRY),58,CLASSROOM STORAGE,"[378, 410, 334, 380, 404, 348, 373, 206, 55, 69, 53, 58]",Student
0,490,593,STAIR 03,32,CLASSROOM,"[593, 488, 373, 206, 55, 69, 53, 32]",Student
0,491,210,ADMIN CORR.,58,CLASSROOM STORAGE,"[210, 206, 55, 69, 53, 58]",Student
0,492,397,ADMIN CORR.,154,HUDDLE,"[397, 391, 395, 255, 394, 304, 440, 509, 433, 489, 488, 373, 206, 210, 231, 214, 154]",Student
0,493,53,EAST ATRIUM,34,CLASSROOM,"[53, 69, 34]",Student
0,494,440,STAIR 01,490,COLLAB,"[440, 509, 421, 490]",Student
0,495,601,PATIENT UNIT CORRIDOR,259,CLASSROOM,"[601, 604, 594, 613, 593, 488, 373, 348, 343, 406, 375, 259]",Student
0,496,512,WEST ATRIUM,99,CLASSROOM,"[512, 433, 489, 488, 373, 206, 210, 240, 211, 99]",Student
