Area
31.745618
Area
188.807446
Area
3.330695
Area
11.497497
Area
12.893202
Area
5.019142
Area
681.621242
Area
15.932168
Area
190.027502
Area
9.839958
Area
9.835107
Area
5.059027
Area
189.587714
Area
15.932513
Area
30.903031
Area
412.281885
Area
614.79187
Area
598.73202
Perimeter
333.570024
Perimeter
72.649844
Perimeter
7.344941
Perimeter
17.538522
Perimeter
17.527916
Perimeter
10.283381
Perimeter
386.292382
Perimeter
16.165685
Perimeter
65.738062
Perimeter
14.183222
Perimeter
14.307456
Perimeter
10.345227
Perimeter
72.978487
Perimeter
16.199084
Perimeter
34.167223
Perimeter
92.885678
Perimeter
154.436395
Perimeter
132.65509
Compactness
0.003585
Compactness
0.449531
Compactness
0.775833
Compactness
0.469707
Compactness
0.527364
Compactness
0.596441
Compactness
0.057401
Compactness
0.76612
Compactness
0.552577
Compactness
0.614686
Compactness
0.60376
Compactness
0.594014
Compactness
0.447332
Compactness
0.76298
Compactness
0.332653
Compactness
0.600491
Compactness
0.323921
Compactness
0.427557
Circularity
0.972443
Circularity
0.746138
Circularity
0.95553
Circularity
0.689655
Circularity
0.840567
Circularity
0.870505
Circularity
0.759229
Circularity
0.841289
Circularity
0.852991
Circularity
0.971989
Circularity
0.968298
Circularity
0.843532
Circularity
0.745346
Circularity
0.821261
Circularity
0.586629
Circularity
0.252527
Circularity
0.744113
Circularity
0.793014
Convex Deficiency
0.019921
Convex Deficiency
0.758254
Convex Deficiency
1.0
Convex Deficiency
0.735673
Convex Deficiency
0.79419
Convex Deficiency
0.952667
Convex Deficiency
0.350721
Convex Deficiency
1.0
Convex Deficiency
0.847341
Convex Deficiency
0.880176
Convex Deficiency
0.872691
Convex Deficiency
0.949876
Convex Deficiency
0.750757
Convex Deficiency
1
Convex Deficiency
0.871826
Convex Deficiency
0.901344
Convex Deficiency
0.723002
Convex Deficiency
0.828709
Occlusivity
214.876251
Occlusivity
22.140259
Occlusivity
0.089675
Occlusivity
5.086212
Occlusivity
3.890009
Occlusivity
0.338431
Occlusivity
182.335156
Occlusivity
0.192661
Occlusivity
11.767552
Occlusivity
1.337242
Occlusivity
1.281965
Occlusivity
0.164494
Occlusivity
22.065225
Occlusivity
0.21882
Occlusivity
8.258544
Occlusivity
48.921871
Occlusivity
59.887076
Occlusivity
46.671332
Skewness
113522.670262
Skewness
21199.100634
Skewness
-1.599469
Skewness
63.42034
Skewness
54.717824
Skewness
17.326606
Skewness
204417.382119
Skewness
286.905049
Skewness
-133.574375
Skewness
7.794907
Skewness
11.41486
Skewness
5.113891
Skewness
21315.744605
Skewness
319.73645
Skewness
4003.531734
Skewness
710856.994038
Skewness
85124.468062
Skewness
67053.741713
Dispersion
-452.690622
Dispersion
-1215.100566
Dispersion
-60.411242
Dispersion
-314.803224
Dispersion
-244.359295
Dispersion
-141.835555
Dispersion
-2102.024299
Dispersion
-259.277989
Dispersion
-973.506415
Dispersion
-85.940195
Dispersion
-82.226654
Dispersion
-151.877859
Dispersion
-1220.056525
Dispersion
-267.594101
Dispersion
-545.029825
Dispersion
-2555.388633
Dispersion
-2109.358694
Dispersion
-1797.602874
Elongation
0.089563
Elongation
0.463468
Elongation
0.686421
Elongation
0.443728
Elongation
0.519894
Elongation
0.567136
Elongation
0.366704
Elongation
0.497798
Elongation
0.603654
Elongation
0.601913
Elongation
0.553195
Elongation
0.560291
Elongation
0.466682
Elongation
0.483436
Elongation
0.28655
Elongation
0.170823
Elongation
0.344779
Elongation
0.441639
