Step,AgentID,Starting Node,Current Node,Path,Agent Type
0,194,9,0,"[9, 28, 29, 9, 29, 0]",Student
0,195,234,20,"[234, 235, 209, 239, 70, 10, 17, 6, 26, 6, 20]",Student
0,196,584,402,"[584, 558, 584, 613, 594, 569, 611, 568, 441, 302, 402]",Student
0,197,618,620,"[618, 624, 618, 617, 624, 618, 617, 616, 618, 615, 620]",Student
0,198,9,0,"[9, 0]",Student
0,199,25,0,"[25, 20, 1, 11, 29, 0]",Student
0,200,514,180,"[514, 441, 514, 509, 442, 303, 394, 303, 180, 209, 180]",Student
0,201,377,410,"[377, 410, 377, 410, 328, 374, 328, 410, 377, 329, 410]",Student
0,202,42,209,"[42, 181, 42, 53, 43, 180, 209, 239, 209, 239, 209]",Student
0,203,173,44,"[173, 182, 173, 235, 209, 179, 239, 179, 239, 179, 44]",Student
0,204,26,9,"[26, 1, 11, 29, 9, 29, 9, 29, 9, 29, 9]",Student
0,205,268,209,"[268, 394, 303, 394, 402, 302, 402, 394, 303, 180, 209]",Student
0,206,412,209,"[412, 516, 509, 442, 303, 180, 209, 239, 209, 179, 209]",Student
0,207,9,0,"[9, 29, 28, 9, 29, 28, 0]",Student
0,208,514,6,"[514, 402, 394, 402, 302, 394, 402, 239, 70, 10, 6]",Student
0,209,237,6,"[237, 213, 226, 229, 83, 82, 209, 180, 43, 27, 6]",Student
0,210,234,239,"[234, 176, 235, 228, 235, 209, 180, 209, 239, 209, 239]",Student
0,211,9,0,"[9, 28, 29, 0]",Student
0,212,209,53,"[209, 180, 303, 180, 209, 239, 70, 44, 70, 44, 53]",Student
0,213,12,0,"[12, 29, 28, 0]",Student
0,214,441,442,"[441, 509, 514, 441, 509, 441, 514, 441, 514, 509, 442]",Student
0,215,585,579,"[585, 567, 600, 586, 585, 586, 600, 594, 569, 611, 579]",Student
0,216,9,0,"[9, 29, 9, 28, 0]",Student
0,217,159,194,"[159, 233, 150, 177, 176, 235, 194, 228, 194, 235, 194]",Student
0,218,9,0,"[9, 0]",Student
0,219,9,0,"[9, 28, 29, 0]",Student
0,220,230,82,"[230, 229, 84, 82, 84, 223, 82, 84, 82, 84, 82]",Student
0,221,25,12,"[25, 6, 1, 11, 1, 11, 12, 11, 12, 11, 12]",Student
0,222,514,394,"[514, 509, 442, 509, 442, 303, 394, 302, 402, 302, 394]",Student
0,223,9,0,"[9, 28, 29, 0]",Student
0,224,159,303,"[159, 214, 231, 134, 225, 81, 225, 81, 209, 180, 303]",Student
0,225,25,0,"[25, 19, 6, 1, 11, 29, 0]",Student
0,226,9,0,"[9, 0]",Student
0,227,377,410,"[377, 328, 410, 377, 329, 377, 410, 328, 374, 328, 410]",Student
0,228,53,1,"[53, 44, 70, 44, 53, 44, 17, 8, 17, 26, 1]",Student
0,229,40,54,"[40, 62, 40, 66, 54, 66, 40, 66, 54, 66, 54]",Student
0,230,600,43,"[600, 586, 594, 579, 599, 579, 599, 442, 303, 180, 43]",Student
0,231,26,9,"[26, 18, 8, 17, 8, 17, 6, 1, 11, 29, 9]",Student
0,232,515,239,"[515, 412, 509, 514, 509, 441, 302, 394, 302, 402, 239]",Student
0,233,397,394,"[397, 391, 267, 261, 264, 394, 402, 302, 394, 303, 394]",Student
0,234,159,194,"[159, 153, 111, 233, 150, 177, 176, 235, 228, 235, 194]",Student
0,235,435,492,"[435, 448, 432, 437, 432, 434, 432, 437, 432, 466, 492]",Student
0,236,237,231,"[237, 231, 136, 134, 136, 134, 231, 136, 134, 136, 231]",Student
0,237,374,302,"[374, 328, 410, 377, 410, 378, 393, 395, 255, 394, 302]",Student
0,238,9,0,"[9, 0]",Student
0,239,9,0,"[9, 29, 0]",Student
0,240,291,209,"[291, 371, 398, 396, 394, 302, 402, 394, 402, 239, 209]",Student
0,241,55,34,"[55, 34]",Student
0,242,140,80,"[140, 79, 80, 79, 80, 140, 80, 79, 80, 140, 80]",Student
0,243,607,514,"[607, 594, 569, 579, 594, 611, 579, 599, 442, 509, 514]",Student
0,244,9,0,"[9, 29, 28, 0]",Student
0,245,619,568,"[619, 624, 620, 613, 594, 569, 579, 594, 569, 611, 568]",Student
0,246,9,0,"[9, 0]",Student
0,247,9,0,"[9, 28, 9, 0]",Student
0,248,600,441,"[600, 604, 594, 611, 621, 611, 621, 514, 441, 509, 441]",Student
0,249,40,40,"[40, 62, 40, 66, 40, 66, 54, 66, 40, 66, 40]",Student
0,250,443,463,"[443, 510, 435, 434, 432, 466, 492, 511, 433, 489, 463]",Student
0,251,585,442,"[585, 594, 569, 611, 621, 514, 441, 509, 442, 509, 442]",Student
0,252,45,9,"[45, 53, 44, 70, 44, 70, 10, 6, 1, 29, 9]",Student
0,253,209,17,"[209, 180, 209, 179, 44, 53, 70, 44, 17, 8, 17]",Student
0,254,25,29,"[25, 20, 26, 18, 26, 6, 20, 26, 1, 12, 29]",Student
0,255,617,621,"[617, 618, 615, 620, 613, 594, 579, 594, 569, 611, 621]",Student
0,256,441,12,"[441, 302, 179, 44, 70, 44, 17, 26, 1, 11, 12]",Student
0,257,619,597,"[619, 620, 597, 615, 620, 615, 597, 620, 597, 615, 597]",Student
0,258,435,416,"[435, 434, 437, 434, 432, 434, 466, 511, 412, 511, 416]",Student
0,259,25,0,"[25, 20, 1, 11, 29, 9, 29, 0]",Student
0,260,490,599,"[490, 421, 490, 517, 499, 433, 509, 442, 509, 442, 599]",Student
0,261,53,70,"[53, 44, 53, 44, 53, 44, 70, 53, 70, 44, 70]",Student
0,262,233,180,"[233, 150, 104, 233, 177, 234, 205, 176, 235, 209, 180]",Student
0,263,618,599,"[618, 615, 597, 594, 569, 594, 611, 579, 599, 442, 599]",Student
0,264,619,594,"[619, 620, 597, 620, 615, 597, 620, 613, 558, 613, 594]",Student
0,265,173,235,"[173, 205, 176, 205, 234, 176, 235, 228, 235, 228, 235]",Student
0,266,69,34,"[69, 34]",Student
0,267,140,27,"[140, 209, 180, 43, 180, 43, 180, 43, 53, 43, 27]",Student
0,268,9,0,"[9, 0]",Student
0,269,25,0,"[25, 20, 1, 12, 11, 1, 12, 29, 28, 0]",Student
0,270,209,26,"[209, 179, 209, 179, 209, 179, 44, 17, 8, 17, 26]",Student
0,271,380,348,"[380, 374, 328, 377, 329, 410, 328, 374, 329, 374, 348]",Student
0,272,433,514,"[433, 509, 442, 599, 442, 509, 514, 441, 509, 441, 514]",Student
0,273,378,179,"[378, 391, 378, 393, 395, 394, 303, 180, 209, 239, 179]",Student
0,274,377,328,"[377, 329, 374, 329, 374, 328, 410, 377, 329, 377, 328]",Student
0,275,617,568,"[617, 618, 615, 597, 615, 594, 569, 579, 594, 611, 568]",Student
0,276,9,0,"[9, 0]",Student
0,277,27,0,"[27, 6, 1, 29, 28, 9, 28, 0]",Student
0,278,57,6,"[57, 53, 70, 44, 70, 10, 17, 8, 18, 26, 6]",Student
0,279,268,302,"[268, 394, 303, 252, 303, 252, 303, 252, 253, 394, 302]",Student
0,280,618,624,"[618, 617, 616, 618, 624, 617, 616, 618, 624, 617, 624]",Student
0,281,378,209,"[378, 395, 394, 402, 239, 179, 209, 179, 209, 239, 209]",Student
0,282,349,394,"[349, 351, 352, 351, 352, 351, 348, 406, 375, 259, 394]",Student
0,283,25,0,"[25, 6, 1, 12, 11, 12, 11, 29, 0]",Student
0,284,180,8,"[180, 209, 180, 43, 53, 70, 44, 70, 44, 17, 8]",Student
0,285,9,0,"[9, 28, 9, 28, 0]",Student
0,286,25,0,"[25, 6, 20, 6, 26, 18, 29, 9, 28, 29, 0]",Student
0,287,25,0,"[25, 19, 24, 1, 11, 1, 12, 1, 12, 29, 0]",Student
0,288,490,463,"[490, 421, 490, 517, 490, 517, 499, 494, 499, 489, 463]",Student
0,289,9,0,"[9, 29, 0]",Student
0,290,25,29,"[25, 20, 26, 1, 12, 29, 28, 29, 28, 9, 29]",Student
0,291,545,599,"[545, 579, 594, 611, 568, 611, 579, 594, 611, 579, 599]",Student
0,292,159,235,"[159, 233, 150, 104, 75, 104, 150, 177, 176, 205, 235]",Student
0,293,491,460,"[491, 439, 510, 436, 448, 432, 437, 466, 433, 461, 460]",Student
0,294,9,0,"[9, 28, 9, 29, 9, 29, 9, 28, 29, 9, 0]",Student
0,295,380,463,"[380, 329, 374, 348, 373, 488, 489, 463, 433, 489, 463]",Student
0,296,231,210,"[231, 210, 165, 240, 165, 211, 165, 211, 165, 240, 210]",Student
0,297,45,29,"[45, 53, 44, 17, 8, 10, 17, 6, 26, 1, 29]",Student
0,298,9,0,"[9, 29, 9, 0]",Student
0,299,25,0,"[25, 6, 1, 11, 29, 28, 9, 0]",Student
0,300,17,9,"[17, 6, 20, 26, 6, 26, 18, 29, 28, 29, 9]",Student
0,301,617,441,"[617, 624, 620, 615, 594, 611, 568, 621, 514, 509, 441]",Student
0,302,600,611,"[600, 604, 600, 604, 603, 604, 600, 604, 603, 594, 611]",Student
0,303,27,17,"[27, 43, 180, 303, 180, 303, 180, 43, 53, 44, 17]",Student
0,304,9,0,"[9, 0]",Student
0,305,173,239,"[173, 182, 173, 182, 235, 228, 235, 194, 228, 209, 239]",Student
0,306,55,165,"[55, 206, 210, 240, 211, 165, 240, 211, 165, 240, 211, 165]",Student
0,307,378,53,"[378, 393, 257, 250, 394, 302, 179, 44, 53, 44, 53]",Student
0,308,302,17,"[302, 179, 44, 53, 43, 53, 70, 10, 17, 8, 17]",Student
0,309,53,11,"[53, 43, 53, 70, 44, 17, 6, 20, 26, 1, 11]",Student
0,310,585,599,"[585, 594, 579, 594, 579, 611, 621, 568, 611, 579, 599]",Student
0,311,377,378,"[377, 329, 374, 329, 410, 328, 377, 329, 377, 410, 378]",Student
0,312,140,53,"[140, 79, 140, 79, 209, 239, 179, 239, 70, 44, 53]",Student
0,313,70,28,"[70, 10, 6, 26, 18, 26, 18, 26, 1, 29, 28]",Student
0,314,159,179,"[159, 233, 177, 176, 235, 194, 228, 209, 180, 209, 179]",Student
0,315,291,44,"[291, 371, 396, 261, 264, 261, 394, 402, 239, 179, 44]",Student
0,316,9,0,"[9, 28, 29, 0]",Student
0,317,400,348,"[400, 346, 348, 406, 348, 406, 375, 406, 348, 406, 348]",Student
0,318,40,40,"[40, 62, 40, 62, 40, 62, 40, 62, 40, 62, 40]",Student
0,319,9,0,"[9, 0]",Student
0,320,606,626,"[606, 575, 606, 575, 606, 575, 606, 528, 577, 521, 626]",Student
0,321,209,18,"[209, 179, 239, 209, 239, 70, 44, 70, 10, 8, 18]",Student
0,322,619,509,"[619, 620, 597, 594, 611, 568, 441, 509, 514, 441, 509]",Student
0,323,40,40,"[40, 66, 40, 62, 40, 62, 40, 62, 40, 62, 40]",Student
0,324,25,0,"[25, 19, 24, 1, 29, 0]",Student
0,325,41,66,"[41, 62, 40, 62, 40, 66, 54, 66, 54, 66, 54, 66]",Student
0,326,433,239,"[433, 461, 501, 514, 509, 441, 514, 441, 514, 402, 239]",Student
0,327,585,611,"[585, 594, 569, 579, 594, 579, 594, 569, 579, 594, 611]",Student
0,328,9,0,"[9, 28, 0]",Student
0,329,257,402,"[257, 255, 395, 255, 395, 255, 250, 394, 402, 302, 402]",Student
0,330,9,0,"[9, 29, 9, 28, 29, 9, 0]",Student
0,331,291,209,"[291, 396, 394, 302, 402, 394, 302, 394, 303, 180, 209]",Student
0,332,9,0,"[9, 28, 0]",Student
0,333,433,180,"[433, 461, 501, 514, 441, 302, 179, 209, 239, 209, 180]",Student
0,334,600,579,"[600, 586, 585, 594, 611, 621, 568, 611, 579, 599, 579]",Student
